scene,radius,d,backend,epochs,frames,dice_mean,loss_mean,fp_mean,fn_mean,fp_rate_mean,fn_rate_mean,fp_ratio_mean,gv_ratio_mean,infer_time_mean,infer_time_pure_mean,interleaver_time_mean,sparse_core_time_mean,deinterleaver_time_mean,peak_mem,density_mean,train_exp_dir,metrics_output_dir,timing_output_dir,predicted_pvv_folder,metrics_log,timing_log
sponza,r60,8,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,35.919901669590864,28.698161048814654,0.20951750563593424,28.698161048814654,6.984513835050166,449.5830078125,0.04179177463871159,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-033305_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep_bUT7qiIY",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-163233_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_sponza_r60_fvdb_d8_100ep_metrics_THHbfw2O,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-163314_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_sponza_r60_fvdb_d8_100ep_timing_ZmvCXClo,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-163233_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_sponza_r60_fvdb_d8_100ep_metrics_THHbfw2O/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_fvdb_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_fvdb_d8_100ep_timing.log
viking,r60,8,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,31.334206461178834,27.958597265334813,0.20903328723701028,27.958597265334813,3.00880326501869,353.474609375,0.0262561848147459,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-033305_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep_bUT7qiIY",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-163354_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_viking_r60_fvdb_d8_100ep_metrics_82nTbGZq,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-163520_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_viking_r60_fvdb_d8_100ep_timing_EAz9Ymax,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-163354_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_viking_r60_fvdb_d8_100ep_metrics_82nTbGZq/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_fvdb_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_fvdb_d8_100ep_timing.log
bigcity,r60,8,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.207644117317606,16.77866279823804,0.2158515634898019,nan,0.21312975558976174,314.61767578125,0.02660337578166615,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-072138_synthetic_may19_r60_spconv_d8_b3_depth3_100ep_OeRxHbQg",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-163710_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_bigcity_r60_spconv_d8_100ep_metrics_sFJiDVqy,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-163752_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_bigcity_r60_spconv_d8_100ep_timing_y4woWoOZ,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-163710_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_bigcity_r60_spconv_d8_100ep_metrics_sFJiDVqy/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_spconv_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_spconv_d8_100ep_timing.log
industrial,r60,8,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.009033077890624,16.579848030256485,0.2160886033331432,nan,0.21309644430099675,280.45703125,0.01050811206422201,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-072138_synthetic_may19_r60_spconv_d8_b3_depth3_100ep_OeRxHbQg",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-163851_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_industrial_r60_spconv_d8_100ep_metrics_z3OKaN6G,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-164003_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_industrial_r60_spconv_d8_100ep_timing_7uoS9jv3,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-163851_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_industrial_r60_spconv_d8_100ep_metrics_z3OKaN6G/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_spconv_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_spconv_d8_100ep_timing.log
robotlab,r60,8,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.163577182967956,16.73436865501824,0.21603819578012917,nan,0.2131703321695871,306.28955078125,0.018293038462147568,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-072138_synthetic_may19_r60_spconv_d8_b3_depth3_100ep_OeRxHbQg",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-164126_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_robotlab_r60_spconv_d8_100ep_metrics_LtaUh1Cj,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-164215_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_robotlab_r60_spconv_d8_100ep_timing_kQrnqo6O,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-164126_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_robotlab_r60_spconv_d8_100ep_metrics_LtaUh1Cj/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_spconv_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_spconv_d8_100ep_timing.log
sponza,r60,8,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.68409763257161,17.254694766486125,0.21577840444418447,nan,0.2136244616413023,366.58837890625,0.04179177463871159,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-072138_synthetic_may19_r60_spconv_d8_b3_depth3_100ep_OeRxHbQg",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-164316_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_sponza_r60_spconv_d8_100ep_metrics_L78ovqv2,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-164432_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_sponza_r60_spconv_d8_100ep_timing_Zn37atDq,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-164316_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_sponza_r60_spconv_d8_100ep_metrics_L78ovqv2/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_spconv_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_spconv_d8_100ep_timing.log
viking,r60,8,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.03115236045805,16.599344506977676,0.21722126219052978,nan,0.2145865912898444,306.7138671875,0.0262561848147459,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-072138_synthetic_may19_r60_spconv_d8_b3_depth3_100ep_OeRxHbQg",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-164546_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_viking_r60_spconv_d8_100ep_metrics_QZExI6is,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-164745_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_viking_r60_spconv_d8_100ep_timing_Mhh7kh21,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-164546_synthetic_may19_r60_spconv_d8_b3_depth3_100ep-final_viking_r60_spconv_d8_100ep_metrics_QZExI6is/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_spconv_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_spconv_d8_100ep_timing.log
bigcity,r60,16,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,34.65497682015572,27.612923573482536,0.20160482946783304,27.612923573482536,6.746164266485719,464.76123046875,0.02660337578166615,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260521-203109_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep_w4vzws4p",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-164857_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_bigcity_r60_fvdb_d16_100ep_metrics_zq6hawPv,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-164912_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_bigcity_r60_fvdb_d16_100ep_timing_fLL1afSE,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-164857_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_bigcity_r60_fvdb_d16_100ep_metrics_zq6hawPv/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_fvdb_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_fvdb_d16_100ep_timing.log
industrial,r60,16,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,31.203504779046366,27.08207836903229,0.2016269597457722,27.08207836903229,3.784259766361263,391.046875,0.01050811206422201,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260521-203109_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep_w4vzws4p",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-164943_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_industrial_r60_fvdb_d16_100ep_metrics_bmdGp7f5,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-165025_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_industrial_r60_fvdb_d16_100ep_timing_5Uf4nBAT,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-164943_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_industrial_r60_fvdb_d16_100ep_metrics_bmdGp7f5/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_fvdb_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_fvdb_d16_100ep_timing.log
robotlab,r60,16,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,34.72293964781178,27.73162284518659,0.20167175627313552,27.73162284518659,6.630819255951791,461.1044921875,0.018293038462147568,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260521-203109_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep_w4vzws4p",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-165116_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_robotlab_r60_fvdb_d16_100ep_metrics_Qx1BDSmt,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-165137_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_robotlab_r60_fvdb_d16_100ep_timing_zhDQ1ezT,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-165116_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_robotlab_r60_fvdb_d16_100ep_metrics_Qx1BDSmt/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_fvdb_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_fvdb_d16_100ep_timing.log
sponza,r60,16,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,40.15807684697211,28.231465657963682,0.20302577961701895,28.231465657963682,11.495642675171522,602.6494140625,0.04179177463871159,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260521-203109_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep_w4vzws4p",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-165209_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_sponza_r60_fvdb_d16_100ep_metrics_4G7GKEBu,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-165254_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_sponza_r60_fvdb_d16_100ep_timing_1iwVQStC,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-165209_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_sponza_r60_fvdb_d16_100ep_metrics_4G7GKEBu/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_fvdb_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_fvdb_d16_100ep_timing.log
viking,r60,16,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,34.77733253223252,27.746827632332867,0.2027230440825224,27.746827632332867,6.689352196641267,462.2333984375,0.0262561848147459,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260521-203109_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep_w4vzws4p",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-165335_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_viking_r60_fvdb_d16_100ep_metrics_JVLWHCr7,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-165508_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_viking_r60_fvdb_d16_100ep_timing_UfvlC5Z1,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-165335_synthetic_may19_r60_fvdb_d16_b3_depth3_100ep-final_viking_r60_fvdb_d16_100ep_metrics_JVLWHCr7/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_fvdb_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_fvdb_d16_100ep_timing.log
bigcity,r60,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.700423404258466,17.28332328691957,0.20262018088717013,nan,0.21447993645172875,384.81982421875,0.02660337578166615,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-000458_synthetic_may19_r60_spconv_d16_b3_depth3_100ep_rafyascd",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-165658_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_bigcity_r60_spconv_d16_100ep_metrics_a6EQnGMu,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-165740_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_bigcity_r60_spconv_d16_100ep_timing_SdfxoX2S,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-165658_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_bigcity_r60_spconv_d16_100ep_metrics_a6EQnGMu/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_spconv_d16_100ep_timing.log
industrial,r60,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.13485851021139,16.717230985598338,0.20306713507976384,nan,0.21456038953328974,339.16650390625,0.01050811206422201,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-000458_synthetic_may19_r60_spconv_d16_b3_depth3_100ep_rafyascd",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-165840_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_industrial_r60_spconv_d16_100ep_metrics_KcLGFQvn,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-165955_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_industrial_r60_spconv_d16_100ep_timing_URhS1fOm,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-165840_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_industrial_r60_spconv_d16_100ep_metrics_KcLGFQvn/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_spconv_d16_100ep_timing.log
robotlab,r60,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.729921920912822,17.31230416448222,0.20290204210672527,nan,0.2147157143238777,382.42626953125,0.018293038462147568,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-000458_synthetic_may19_r60_spconv_d16_b3_depth3_100ep_rafyascd",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-170124_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_robotlab_r60_spconv_d16_100ep_metrics_jUCdvSDj,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-170224_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_robotlab_r60_spconv_d16_100ep_timing_CWX41tEs,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-170124_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_robotlab_r60_spconv_d16_100ep_metrics_jUCdvSDj/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_spconv_d16_100ep_timing.log
sponza,r60,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,18.721088294874626,18.306495857135722,0.2014603549195453,nan,0.2131320828193566,467.12548828125,0.04179177463871159,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-000458_synthetic_may19_r60_spconv_d16_b3_depth3_100ep_rafyascd",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-170328_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_sponza_r60_spconv_d16_100ep_metrics_OCMuD4e6,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-170443_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_sponza_r60_spconv_d16_100ep_timing_KO8dMD8A,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r60_dice_20260522-170328_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_sponza_r60_spconv_d16_100ep_metrics_OCMuD4e6/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r60_spconv_d16_100ep_timing.log
viking,r60,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.752469568893126,17.33782509522715,0.20145283204037698,nan,0.21319164162559903,382.98779296875,0.0262561848147459,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-000458_synthetic_may19_r60_spconv_d16_b3_depth3_100ep_rafyascd",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-170557_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_viking_r60_spconv_d16_100ep_metrics_P6BvLknc,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-170802_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_viking_r60_spconv_d16_100ep_timing_0jtkTg0L,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r60_dice_20260522-170557_synthetic_may19_r60_spconv_d16_b3_depth3_100ep-final_viking_r60_spconv_d16_100ep_metrics_P6BvLknc/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r60_spconv_d16_100ep_timing.log
bigcity,r60,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,38.005292043442644,25.354101160903358,0.24556818948171677,25.354101160903358,12.302613453428464,811.642578125,0.02660337578166615,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-105126_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep_EJOre3QD",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-170913_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep-final_bigcity_r60_fvdb_d32_100ep_metrics_uu2ARGVr,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-170931_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep-final_bigcity_r60_fvdb_d32_100ep_timing_MKWip3bB,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-170913_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep-final_bigcity_r60_fvdb_d32_100ep_metrics_uu2ARGVr/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_fvdb_d32_100ep_timing.log
industrial,r60,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,33.65748671458522,24.944984063330057,0.24509153105429424,24.944984063330057,8.349512129401166,709.56640625,0.01050811206422201,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-105126_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep_EJOre3QD",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-171002_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep-final_industrial_r60_fvdb_d32_100ep_metrics_ZESQ5mS7,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-171101_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep-final_industrial_r60_fvdb_d32_100ep_timing_Qc1q38DP,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-171002_synthetic_may19_r60_fvdb_d32_b3_depth3_100ep-final_industrial_r60_fvdb_d32_100ep_metrics_ZESQ5mS7/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_fvdb_d32_100ep_timing.log
