scene,radius,d,backend,epochs,frames,dice_mean,loss_mean,fp_mean,fn_mean,fp_rate_mean,fn_rate_mean,fp_ratio_mean,gv_ratio_mean,infer_time_mean,infer_time_pure_mean,interleaver_time_mean,sparse_core_time_mean,deinterleaver_time_mean,peak_mem,density_mean,train_exp_dir,metrics_output_dir,timing_output_dir,predicted_pvv_folder,metrics_log,timing_log
viking,r30,16,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,34.475154930738455,27.512566775600373,0.20046096176374706,27.512566775600373,6.670508539769798,462.2333984375,0.02631514113223349,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260520-184547_synthetic_may19_r30_fvdb_d16_b3_depth3_100ep_sHahS4ZK",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-153449_synthetic_may19_r30_fvdb_d16_b3_depth3_100ep-final_viking_r30_fvdb_d16_100ep_metrics_KAhJWcs8,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-153747_synthetic_may19_r30_fvdb_d16_b3_depth3_100ep-final_viking_r30_fvdb_d16_100ep_timing_lrIhsrzh,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-153449_synthetic_may19_r30_fvdb_d16_b3_depth3_100ep-final_viking_r30_fvdb_d16_100ep_metrics_KAhJWcs8/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_fvdb_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_fvdb_d16_100ep_timing.log
bigcity,r30,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.753974553148087,17.340520421079262,0.2003264905279502,nan,0.2131276415408744,386.44482421875,0.026570444254531075,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260520-222434_synthetic_may19_r30_spconv_d16_b3_depth3_100ep_PBL6z7sy",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-154018_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_bigcity_r30_spconv_d16_100ep_metrics_fKPMGSfI,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-154109_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_bigcity_r30_spconv_d16_100ep_timing_0TnBhdQ2,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-154018_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_bigcity_r30_spconv_d16_100ep_metrics_fKPMGSfI/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r30_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r30_spconv_d16_100ep_timing.log
industrial,r30,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.519093008705422,17.10665979190253,0.2005628802906722,nan,0.21187033651222006,341.55810546875,0.01051964972793147,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260520-222434_synthetic_may19_r30_spconv_d16_b3_depth3_100ep_PBL6z7sy",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-154218_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_industrial_r30_spconv_d16_100ep_metrics_LBdLDbEj,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-154402_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_industrial_r30_spconv_d16_100ep_timing_Kjqyp8kg,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-154218_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_industrial_r30_spconv_d16_100ep_metrics_LBdLDbEj/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r30_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r30_spconv_d16_100ep_timing.log
robotlab,r30,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.610780747597513,17.197066260768974,0.2003796327766031,nan,0.21333485405193642,382.7392578125,0.018247169579646384,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260520-222434_synthetic_may19_r30_spconv_d16_b3_depth3_100ep_PBL6z7sy",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-154549_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_robotlab_r30_spconv_d16_100ep_metrics_SAlHJcp5,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-154700_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_robotlab_r30_spconv_d16_100ep_timing_KjYDjYXN,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-154549_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_robotlab_r30_spconv_d16_100ep_metrics_SAlHJcp5/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r30_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r30_spconv_d16_100ep_timing.log
sponza,r30,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,18.695006242157447,18.28092732808873,0.20081438989844172,nan,0.21326452417027514,470.380859375,0.042099212624424294,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260520-222434_synthetic_may19_r30_spconv_d16_b3_depth3_100ep_PBL6z7sy",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-154812_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_sponza_r30_spconv_d16_100ep_metrics_XmN71GgK,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-155008_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_sponza_r30_spconv_d16_100ep_timing_TwHtlhDY,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-154812_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_sponza_r30_spconv_d16_100ep_metrics_XmN71GgK/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r30_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r30_spconv_d16_100ep_timing.log
viking,r30,16,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,17.774396002992777,17.360525629506547,0.20041855406947431,nan,0.21345181941675645,382.98779296875,0.02631514113223349,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260520-222434_synthetic_may19_r30_spconv_d16_b3_depth3_100ep_PBL6z7sy",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-155137_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_viking_r30_spconv_d16_100ep_metrics_58ORviC3,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-155456_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_viking_r30_spconv_d16_100ep_timing_esJ7tGDr,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-155137_synthetic_may19_r30_spconv_d16_b3_depth3_100ep-final_viking_r30_spconv_d16_100ep_metrics_58ORviC3/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_spconv_d16_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_spconv_d16_100ep_timing.log
bigcity,r30,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,36.97439904499333,25.131013999627577,0.2452590774988667,25.131013999627577,11.500478929321451,804.66845703125,0.026570444254531075,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-131647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep_MLxWZrVT",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-155647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_bigcity_r30_fvdb_d32_100ep_metrics_pSw4ESSS,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-155714_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_bigcity_r30_fvdb_d32_100ep_timing_FnUtE94c,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-155647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_bigcity_r30_fvdb_d32_100ep_metrics_pSw4ESSS/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r30_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r30_fvdb_d32_100ep_timing.log
industrial,r30,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,33.624924921693164,24.95233091613769,0.2451660946078066,24.95233091613769,8.348381191802522,709.56640625,0.01051964972793147,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-131647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep_MLxWZrVT",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-155751_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_industrial_r30_fvdb_d32_100ep_metrics_Asg5gFri,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-155937_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_industrial_r30_fvdb_d32_100ep_timing_SM6PjoIJ,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-155751_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_industrial_r30_fvdb_d32_100ep_metrics_Asg5gFri/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r30_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r30_fvdb_d32_100ep_timing.log
robotlab,r30,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,37.825882972281114,25.23827446091115,0.24519505044112785,25.23827446091115,12.243246986451219,809.98876953125,0.018247169579646384,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-131647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep_MLxWZrVT",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-160054_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_robotlab_r30_fvdb_d32_100ep_metrics_2SHPe9vK,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-160139_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_robotlab_r30_fvdb_d32_100ep_timing_bPiZHJ61,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-160054_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_robotlab_r30_fvdb_d32_100ep_metrics_2SHPe9vK/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r30_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r30_fvdb_d32_100ep_timing.log
sponza,r30,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,44.960918716762016,26.708016324382115,0.24493523999228184,26.708016324382115,17.93346770781292,972.89501953125,0.042099212624424294,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-131647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep_MLxWZrVT",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-160220_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_sponza_r30_fvdb_d32_100ep_metrics_ezQYvqX2,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-160400_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_sponza_r30_fvdb_d32_100ep_timing_LJOFZcXb,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-160220_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_sponza_r30_fvdb_d32_100ep_metrics_ezQYvqX2/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r30_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r30_fvdb_d32_100ep_timing.log
viking,r30,32,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,37.28678213449678,25.445151731943913,0.24308650700064993,25.445151731943913,11.52527346460953,806.4931640625,0.02631514113223349,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-131647_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep_MLxWZrVT",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-160456_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_viking_r30_fvdb_d32_100ep_metrics_EF4Ugimi,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-160838_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_viking_r30_fvdb_d32_100ep_timing_2c1sI1BC,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-160456_synthetic_may19_r30_fvdb_d32_b3_depth3_100ep-final_viking_r30_fvdb_d32_100ep_metrics_EF4Ugimi/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_fvdb_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_fvdb_d32_100ep_timing.log
bigcity,r30,32,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,23.54508246778305,23.095518801243873,0.24418297362877284,nan,0.20538069291040306,666.9423828125,0.026570444254531075,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-165718_synthetic_may19_r30_spconv_d32_b3_depth3_100ep_KGmtfP45",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-161114_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_bigcity_r30_spconv_d32_100ep_metrics_S6rxam33,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-161218_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_bigcity_r30_spconv_d32_100ep_timing_gJBqZ0Yr,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_bigcity_r30_dice_20260522-161114_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_bigcity_r30_spconv_d32_100ep_metrics_S6rxam33/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r30_spconv_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r30_spconv_d32_100ep_timing.log
industrial,r30,32,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,22.95442441864999,22.504904456878965,0.24414501276000267,nan,0.20537494901102032,610.9326171875,0.01051964972793147,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-165718_synthetic_may19_r30_spconv_d32_b3_depth3_100ep_KGmtfP45",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-161328_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_industrial_r30_spconv_d32_100ep_metrics_FEVlbgtl,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-161542_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_industrial_r30_spconv_d32_100ep_timing_88DEY7YI,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_industrial_r30_dice_20260522-161328_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_industrial_r30_spconv_d32_100ep_metrics_FEVlbgtl/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r30_spconv_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r30_spconv_d32_100ep_timing.log
robotlab,r30,32,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,23.29289634592918,22.843330570559132,0.24416081632842265,nan,0.20540495904162526,671.943359375,0.018247169579646384,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-165718_synthetic_may19_r30_spconv_d32_b3_depth3_100ep_KGmtfP45",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-161730_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_robotlab_r30_spconv_d32_100ep_metrics_xcxUUbiC,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-161850_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_robotlab_r30_spconv_d32_100ep_timing_ZKVvGg4S,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_robotlab_r30_dice_20260522-161730_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_robotlab_r30_spconv_d32_100ep_metrics_xcxUUbiC/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r30_spconv_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r30_spconv_d32_100ep_timing.log
sponza,r30,32,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,23.803495579637516,23.350787880342605,0.24618775633141576,nan,0.20651994296349585,770.4609375,0.042099212624424294,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-165718_synthetic_may19_r30_spconv_d32_b3_depth3_100ep_KGmtfP45",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-162003_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_sponza_r30_spconv_d32_100ep_metrics_5BntV954,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-162209_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_sponza_r30_spconv_d32_100ep_timing_Dv3irKwU,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_sponza_r30_dice_20260522-162003_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_sponza_r30_spconv_d32_100ep_metrics_5BntV954/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r30_spconv_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_sponza_r30_spconv_d32_100ep_timing.log
viking,r30,32,spconv,100,10,nan,nan,nan,nan,nan,nan,nan,nan,23.37459703661484,22.92464503055953,0.2457999576249027,nan,0.20415204843040557,668.94189453125,0.02631514113223349,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/spconv_out/OACNNsInterleaved_synthetic_may19_r30_1000_t3000_dice,no_guess_20260521-165718_synthetic_may19_r30_spconv_d32_b3_depth3_100ep_KGmtfP45",/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-162339_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_viking_r30_spconv_d32_100ep_metrics_JXQUMXMD,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-162733_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_viking_r30_spconv_d32_100ep_timing_O8I5bKao,/var/tmp/atighedl_runs/final_all_inference/spconv_out/OACNNsInterleaved_final_infer_viking_r30_dice_20260522-162339_synthetic_may19_r30_spconv_d32_b3_depth3_100ep-final_viking_r30_spconv_d32_100ep_metrics_JXQUMXMD/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_spconv_d32_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_viking_r30_spconv_d32_100ep_timing.log
bigcity,r60,8,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,32.00837052100973,27.906647083323655,0.20935027531716816,27.906647083323655,3.782157529901742,367.9013671875,0.02660337578166615,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-033305_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep_bUT7qiIY",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-162926_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_bigcity_r60_fvdb_d8_100ep_metrics_oJvAAyDq,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-162939_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_bigcity_r60_fvdb_d8_100ep_timing_hdLVnmNZ,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_bigcity_r60_dice_20260522-162926_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_bigcity_r60_fvdb_d8_100ep_metrics_oJvAAyDq/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_fvdb_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_bigcity_r60_fvdb_d8_100ep_timing.log
industrial,r60,8,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,30.00527301951016,27.636599415033356,0.20918136337907833,27.636599415033356,1.9733959342388865,306.576171875,0.01050811206422201,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-033305_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep_bUT7qiIY",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-163010_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_industrial_r60_fvdb_d8_100ep_metrics_zcv4xokC,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-163048_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_industrial_r60_fvdb_d8_100ep_timing_ItfYHfJz,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_industrial_r60_dice_20260522-163010_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_industrial_r60_fvdb_d8_100ep_metrics_zcv4xokC/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_fvdb_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_industrial_r60_fvdb_d8_100ep_timing.log
robotlab,r60,8,fvdb,100,10,nan,nan,nan,nan,nan,nan,nan,nan,31.319033154431963,27.943048613177165,0.20905445758156324,27.943048613177165,2.9940848176027393,350.060546875,0.018293038462147568,"/var/tmp/atighedl_runs/NEURALPVS_MAY19_SYNTHETIC_100EP/fvdb_out/OACNNsInterleaved_synthetic_may19_r60_1000_t3000_dice,no_guess_20260522-033305_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep_bUT7qiIY",/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-163140_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_robotlab_r60_fvdb_d8_100ep_metrics_EvdNOtpv,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-163201_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_robotlab_r60_fvdb_d8_100ep_timing_WmaFYEcK,/var/tmp/atighedl_runs/final_all_inference/fvdb_out/OACNNsInterleaved_final_infer_robotlab_r60_dice_20260522-163140_synthetic_may19_r60_fvdb_d8_b3_depth3_100ep-final_robotlab_r60_fvdb_d8_100ep_metrics_EvdNOtpv/inference/0,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_fvdb_d8_100ep_metrics.log,/var/tmp/atighedl_runs/final_all_inference/logs/infer_robotlab_r60_fvdb_d8_100ep_timing.log
