frame,fvdb_per_percent,fvdb_ssim,fvdb_error_pixels,spconv_per_percent,spconv_ssim,spconv_error_pixels,per_delta_fvdb_minus_spconv,ssim_delta_fvdb_minus_spconv,combined_per_percent,max_per_percent
1707,0.34637451,0.99269073,3632,0.17976761,0.99540560,1885,0.16660690,-0.00271487,0.26307106,0.34637451
1708,0.35352707,0.99273503,3707,0.16975403,0.99538163,1780,0.18377304,-0.00264660,0.26164055,0.35352707
1709,0.36029816,0.99266849,3778,0.16994476,0.99552015,1782,0.19035339,-0.00285166,0.26512146,0.36029816
1710,0.34437180,0.99264083,3611,0.16355515,0.99551789,1715,0.18081665,-0.00287706,0.25396347,0.34437180
1711,0.33330917,0.99285279,3495,0.16498566,0.99543905,1730,0.16832352,-0.00258626,0.24914742,0.33330917
1712,0.32672882,0.99288584,3426,0.17337799,0.99532578,1818,0.15335083,-0.00243994,0.25005341,0.32672882
1713,0.09956360,0.99940855,1044,0.06418228,0.99865320,673,0.03538132,0.00075535,0.08187294,0.09956360
1714,0.09765625,0.99925571,1024,0.06408691,0.99863267,672,0.03356934,0.00062304,0.08087158,0.09765625
1715,0.09717941,0.99939674,1019,0.06256104,0.99867535,656,0.03461838,0.00072139,0.07987022,0.09717941
1716,0.10023117,0.99933766,1051,0.06828308,0.99863077,716,0.03194809,0.00070690,0.08425713,0.10023117
1717,0.10061264,0.99921469,1055,0.06589890,0.99859535,691,0.03471375,0.00061934,0.08325577,0.10061264
1718,0.09984970,0.99933494,1047,0.06828308,0.99853703,716,0.03156662,0.00079791,0.08406639,0.09984970
1719,0.09641647,0.99933930,1011,0.06284714,0.99862822,659,0.03356934,0.00071108,0.07963181,0.09641647
1720,0.10461807,0.99930391,1097,0.06666183,0.99859877,699,0.03795624,0.00070514,0.08563995,0.10461807
1721,0.29163361,0.99645503,3058,0.08888245,0.99822515,932,0.20275116,-0.00177012,0.19025803,0.29163361
1722,0.26435852,0.99686635,2772,0.09069443,0.99804879,951,0.17366409,-0.00118244,0.17752647,0.26435852
1723,0.28657913,0.99690325,3005,0.09555817,0.99799091,1002,0.19102097,-0.00108766,0.19106865,0.28657913
1724,0.27494431,0.99703483,2883,0.09021759,0.99823991,946,0.18472672,-0.00120507,0.18258095,0.27494431
1725,0.26931763,0.99688412,2824,0.09469986,0.99807855,993,0.17461777,-0.00119443,0.18200874,0.26931763
1726,0.26378632,0.99725490,2766,0.08792877,0.99807741,922,0.17585754,-0.00082252,0.17585754,0.26378632
1727,0.26350021,0.99718958,2763,0.09002686,0.99820046,944,0.17347336,-0.00101087,0.17676353,0.26350021
1728,0.27570724,0.99706515,2891,0.09098053,0.99806638,954,0.18472672,-0.00100123,0.18334389,0.27570724
1729,0.40559769,0.99641646,4253,0.10070801,0.99746674,1056,0.30488968,-0.00105028,0.25315285,0.40559769
1730,0.36954880,0.99705246,3875,0.09126663,0.99740935,957,0.27828217,-0.00035689,0.23040771,0.36954880
1731,0.41961670,0.99632389,4400,0.10375977,0.99741871,1088,0.31585693,-0.00109482,0.26168823,0.41961670
1732,0.40950775,0.99642597,4294,0.10337830,0.99747621,1084,0.30612946,-0.00105024,0.25644302,0.40950775
1733,0.41418076,0.99640712,4343,0.11396408,0.99732832,1195,0.30021667,-0.00092120,0.26407242,0.41418076
1734,0.41933060,0.99641895,4397,0.11138916,0.99730304,1168,0.30794144,-0.00088409,0.26535988,0.41933060
1735,0.39911270,0.99703596,4185,0.11024475,0.99728669,1156,0.28886795,-0.00025072,0.25467873,0.39911270
1736,0.41809082,0.99684618,4384,0.11053085,0.99721955,1159,0.30755997,-0.00037337,0.26431084,0.41809082
1737,0.14142990,0.99915094,1483,0.18577576,0.99562910,1948,-0.04434586,0.00352183,0.16360283,0.18577576
1738,0.12111664,0.99896067,1270,0.18672943,0.99540158,1958,-0.06561279,0.00355909,0.15392303,0.18672943
1739,0.15115738,0.99873907,1585,0.18911362,0.99551452,1983,-0.03795624,0.00322455,0.17013550,0.18911362
1740,0.13742447,0.99909028,1441,0.18405914,0.99560277,1930,-0.04663467,0.00348751,0.16074181,0.18405914
1741,0.13399124,0.99912302,1405,0.18663406,0.99558673,1957,-0.05264282,0.00353629,0.16031265,0.18663406
1742,0.14743805,0.99903920,1546,0.18854141,0.99556543,1977,-0.04110336,0.00347376,0.16798973,0.18854141
1743,0.12645721,0.99905276,1326,0.18577576,0.99552918,1948,-0.05931854,0.00352358,0.15611649,0.18577576
1744,0.14228821,0.99898010,1492,0.19159317,0.99558075,2009,-0.04930496,0.00339935,0.16694069,0.19159317
1745,0.26006699,0.99617590,2727,0.13113022,0.99614453,1375,0.12893677,0.00003137,0.19559860,0.26006699
1746,0.24471283,0.99619298,2566,0.13694763,0.99608413,1436,0.10776520,0.00010885,0.19083023,0.24471283
1747,0.25787354,0.99616693,2704,0.13666153,0.99615782,1433,0.12121201,0.00000911,0.19726753,0.25787354
1748,0.25072098,0.99620706,2629,0.13151169,0.99611481,1379,0.11920929,0.00009225,0.19111633,0.25072098
1749,0.24890900,0.99621369,2610,0.13837814,0.99610866,1451,0.11053085,0.00010503,0.19364357,0.24890900
1750,0.25968552,0.99618004,2723,0.13656616,0.99615537,1432,0.12311935,0.00002466,0.19812584,0.25968552
1751,0.25177002,0.99618239,2640,0.13685226,0.99621325,1435,0.11491776,-0.00003085,0.19431114,0.25177002
1752,0.25520325,0.99605882,2676,0.13818741,0.99612170,1449,0.11701584,-0.00006288,0.19669533,0.25520325
1753,0.17557144,0.99877788,1841,0.00448227,0.99989524,47,0.17108917,-0.00111736,0.09002686,0.17557144
1754,0.17786026,0.99880584,1865,0.00782013,0.99988613,82,0.17004013,-0.00108029,0.09284019,0.17786026
1755,0.17871857,0.99877626,1874,0.01459122,0.99939418,153,0.16412735,-0.00061792,0.09665489,0.17871857
1756,0.17871857,0.99877405,1874,0.01611710,0.99940018,169,0.16260147,-0.00062614,0.09741783,0.17871857
1757,0.17557144,0.99871055,1841,0.01373291,0.99939504,144,0.16183853,-0.00068449,0.09465218,0.17557144
1758,0.17795563,0.99885251,1866,0.00543594,0.99992791,57,0.17251968,-0.00107540,0.09169579,0.17795563
1759,0.17585754,0.99892615,1844,0.00305176,0.99998855,32,0.17280579,-0.00106240,0.08945465,0.17585754
1760,0.19083023,0.99838663,2001,0.00534058,0.99982283,56,0.18548965,-0.00143620,0.09808540,0.19083023
1761,0.17557144,0.99860036,1841,0.06961823,0.99738068,730,0.10595322,0.00121967,0.12259483,0.17557144
1762,0.17538071,0.99858512,1839,0.07143021,0.99737202,749,0.10395050,0.00121311,0.12340546,0.17538071
1763,0.17652512,0.99869440,1851,0.05922318,0.99792154,621,0.11730194,0.00077286,0.11787415,0.17652512
1764,0.16975403,0.99879549,1780,0.06418228,0.99793104,673,0.10557175,0.00086445,0.11696815,0.16975403
1765,0.17251968,0.99845370,1809,0.07162094,0.99737739,751,0.10089874,0.00107631,0.12207031,0.17251968
1766,0.17776489,0.99859411,1864,0.07581711,0.99736686,795,0.10194778,0.00122726,0.12679100,0.17776489
1767,0.17461777,0.99869889,1831,0.06275177,0.99795379,658,0.11186600,0.00074510,0.11868477,0.17461777
1768,0.18997192,0.99809456,1992,0.06542206,0.99772245,686,0.12454987,0.00037210,0.12769699,0.18997192
1769,0.09870529,0.99867839,1035,0.48980713,0.98705157,5136,-0.39110184,0.01162683,0.29425621,0.48980713
1770,0.09937286,0.99868922,1042,0.49505234,0.98696908,5191,-0.39567947,0.01172014,0.29721260,0.49505234
1771,0.07953644,0.99922741,834,0.49104691,0.98711075,5149,-0.41151047,0.01211666,0.28529167,0.49104691
1772,0.08792877,0.99916983,922,0.50344467,0.98692932,5279,-0.41551590,0.01224051,0.29568672,0.50344467
1773,0.10137558,0.99863899,1063,0.49276352,0.98696840,5167,-0.39138794,0.01167059,0.29706955,0.49276352
1774,0.08926392,0.99911458,936,0.46815872,0.98751520,4909,-0.37889481,0.01159939,0.27871132,0.46815872
1775,0.10290146,0.99873422,1079,0.46443939,0.98720534,4870,-0.36153793,0.01152888,0.28367043,0.46443939
1776,0.07295609,0.99954784,765,0.46815872,0.98238713,4909,-0.39520264,0.01716071,0.27055740,0.46815872
1777,0.08516312,0.99902151,893,0.48847198,0.98191972,5122,-0.40330887,0.01710178,0.28681755,0.48847198
1778,0.05855560,0.99964977,614,0.48570633,0.98230627,5093,-0.42715073,0.01734349,0.27213097,0.48570633
1779,0.05130768,0.99968288,538,0.47731400,0.98230832,5005,-0.42600632,0.01737456,0.26431084,0.47731400
1780,0.07162094,0.99940407,751,0.48313141,0.98220306,5066,-0.41151047,0.01720101,0.27737617,0.48313141
1781,0.06551743,0.99959305,687,0.47988892,0.98229720,5032,-0.41437149,0.01729586,0.27270317,0.47988892
1782,0.07200241,0.99947381,755,0.48246384,0.98239804,5059,-0.41046143,0.01707577,0.27723312,0.48246384
1783,0.08249283,0.99905422,865,0.50144196,0.98198323,5258,-0.41894913,0.01707098,0.29196739,0.50144196
1784,0.07295609,0.99909151,765,0.19397736,0.99518227,2034,-0.12102127,0.00390924,0.13346672,0.19397736
1785,0.07410049,0.99923940,777,0.18577576,0.99540176,1948,-0.11167526,0.00383764,0.12993813,0.18577576
1786,0.07457733,0.99889699,782,0.19006729,0.99511558,1993,-0.11548996,0.00378141,0.13232231,0.19006729
1787,0.06790161,0.99913867,712,0.19950867,0.99491259,2092,-0.13160706,0.00422607,0.13370514,0.19950867
1788,0.07019043,0.99908620,736,0.20017624,0.99479386,2099,-0.12998581,0.00429234,0.13518333,0.20017624
1789,0.06418228,0.99928285,673,0.18844604,0.99544883,1976,-0.12426376,0.00383401,0.12631416,0.18844604
1790,0.07247925,0.99923390,760,0.18949509,0.99547828,1987,-0.11701584,0.00375562,0.13098717,0.18949509
1791,0.06713867,0.99924628,704,0.19054413,0.99551412,1998,-0.12340546,0.00373216,0.12884140,0.19054413
1792,0.21829605,0.99510341,2289,0.18301010,0.99617836,1919,0.03528595,-0.00107495,0.20065308,0.21829605
1793,0.22296906,0.99507703,2338,0.18329620,0.99629632,1922,0.03967285,-0.00121929,0.20313263,0.22296906
1794,0.23155212,0.99501024,2428,0.19159317,0.99626246,2009,0.03995895,-0.00125223,0.21157265,0.23155212
1795,0.22268295,0.99513095,2335,0.18768311,0.99642131,1968,0.03499985,-0.00129036,0.20518303,0.22268295
1796,0.23460388,0.99423485,2460,0.19207001,0.99630259,2014,0.04253387,-0.00206774,0.21333694,0.23460388
1797,0.23794174,0.99414561,2495,0.19168854,0.99617806,2010,0.04625320,-0.00203245,0.21481514,0.23794174
1798,0.22382736,0.99518958,2347,0.19254684,0.99641950,2019,0.03128052,-0.00122993,0.20818710,0.22382736
1799,0.22916794,0.99517794,2403,0.19712448,0.99640416,2067,0.03204346,-0.00122622,0.21314621,0.22916794
1800,0.24166107,0.99522915,2534,0.02374649,0.99940090,249,0.21791458,-0.00417176,0.13270378,0.24166107
1801,0.24785995,0.99524968,2599,0.02393723,0.99937851,251,0.22392273,-0.00412883,0.13589859,0.24785995
1802,0.25377274,0.99523414,2661,0.02613068,0.99933430,274,0.22764206,-0.00410016,0.13995171,0.25377274
1803,0.25720596,0.99463996,2697,0.02489090,0.99931395,261,0.23231506,-0.00467399,0.14104843,0.25720596
1804,0.24957657,0.99536436,2617,0.02918243,0.99929094,306,0.22039413,-0.00392659,0.13937950,0.24957657
1805,0.25968552,0.99466128,2723,0.02593994,0.99925829,272,0.23374557,-0.00459701,0.14281273,0.25968552
1806,0.25186539,0.99533556,2641,0.02660751,0.99927282,279,0.22525787,-0.00393726,0.13923645,0.25186539
1807,0.25701523,0.99530222,2695,0.02841949,0.99923701,298,0.22859573,-0.00393480,0.14271736,0.25701523
1808,0.30136108,0.99577678,3160,0.12464523,0.99901072,1307,0.17671585,-0.00323394,0.21300316,0.30136108
1809,0.31967163,0.99618890,3352,0.12493134,0.99935199,1310,0.19474030,-0.00316310,0.22230148,0.31967163
1810,0.31709671,0.99598159,3325,0.12626648,0.99933491,1324,0.19083023,-0.00335332,0.22168159,0.31709671
1811,0.31404495,0.99609183,3293,0.12655258,0.99933644,1327,0.18749237,-0.00324461,0.22029877,0.31404495
1812,0.31557083,0.99615070,3309,0.12302399,0.99935551,1290,0.19254684,-0.00320481,0.21929741,0.31557083
1813,0.31576157,0.99608086,3311,0.12588501,0.99934079,1320,0.18987656,-0.00325992,0.22082329,0.31576157
1814,0.32243729,0.99610376,3381,0.12083054,0.99937634,1267,0.20160675,-0.00327258,0.22163391,0.32243729
1815,0.31585693,0.99619440,3312,0.12369156,0.99936235,1297,0.19216537,-0.00316795,0.21977425,0.31585693
1816,0.18606186,0.99821697,1951,0.26416779,0.99245020,2770,-0.07810593,0.00576677,0.22511482,0.26416779
1817,0.21104813,0.99783953,2213,0.27980804,0.99194828,2934,-0.06875992,0.00589125,0.24542809,0.27980804
1818,0.21038055,0.99795190,2206,0.27523041,0.99222055,2886,-0.06484985,0.00573136,0.24280548,0.27523041
1819,0.20198822,0.99790028,2118,0.29020309,0.99183545,3043,-0.08821487,0.00606483,0.24609566,0.29020309
1820,0.19359589,0.99808962,2030,0.27589798,0.99244902,2893,-0.08230209,0.00564061,0.23474693,0.27589798
1821,0.20122528,0.99798707,2110,0.27971268,0.99236462,2933,-0.07848740,0.00562245,0.24046898,0.27971268
1822,0.20618439,0.99798183,2162,0.29029846,0.99226692,3044,-0.08411407,0.00571490,0.24824142,0.29029846
1823,0.21009445,0.99788395,2203,0.28800964,0.99244160,3020,-0.07791519,0.00544235,0.24905205,0.28800964
1824,0.50849915,0.99113097,5332,0.41809082,0.98396442,4384,0.09040833,0.00716656,0.46329498,0.50849915
1825,0.52623749,0.99089450,5518,0.41685104,0.98408049,4371,0.10938644,0.00681401,0.47154427,0.52623749
1826,0.53434372,0.99079956,5603,0.43172836,0.98405499,4527,0.10261536,0.00674457,0.48303604,0.53434372
1827,0.54283142,0.99039467,5692,0.43478012,0.98377786,4559,0.10805130,0.00661681,0.48880577,0.54283142
1828,0.54492950,0.99060017,5714,0.42762756,0.98408248,4484,0.11730194,0.00651769,0.48627853,0.54492950
1829,0.57201385,0.99047384,5998,0.44326782,0.98405311,4648,0.12874603,0.00642073,0.50764084,0.57201385
1830,0.59175491,0.99002500,6205,0.44422150,0.98394921,4658,0.14753342,0.00607579,0.51798820,0.59175491
1831,0.26769638,0.99693439,2807,1.28498077,0.95736522,13474,-1.01728439,0.03956918,0.77633858,1.28498077
1832,0.26769638,0.99676268,2807,1.29337311,0.95739283,13562,-1.02567673,0.03936985,0.78053474,1.29337311
1833,0.27055740,0.99680628,2837,1.29814148,0.95740171,13612,-1.02758408,0.03940456,0.78434944,1.29814148
1834,0.26607513,0.99684388,2790,1.31025314,0.95699328,13739,-1.04417801,0.03985060,0.78816414,1.31025314
1835,0.27732849,0.99665762,2908,1.31807327,0.95672242,13821,-1.04074478,0.03993520,0.79770088,1.31807327
1836,0.27093887,0.99679161,2841,1.31807327,0.95636958,13821,-1.04713440,0.04042203,0.79450607,1.31807327
1837,0.27971268,0.99650815,2933,1.32236481,0.95614079,13866,-1.04265213,0.04036737,0.80103874,1.32236481
1838,0.28629303,0.99632740,3002,1.31282806,0.95626603,13766,-1.02653503,0.04006137,0.79956055,1.31282806
1839,0.72383881,0.98560779,7590,0.64926147,0.98692578,6808,0.07457733,-0.00131799,0.68655014,0.72383881
1840,0.72612762,0.98571490,7614,0.64020157,0.98697994,6713,0.08592606,-0.00126504,0.68316460,0.72612762
1841,0.75111389,0.98546501,7876,0.66404343,0.98704613,6963,0.08707047,-0.00158112,0.70757866,0.75111389
1842,0.73957443,0.98582555,7755,0.65860748,0.98688292,6906,0.08096695,-0.00105737,0.69909096,0.73957443
1843,0.77123642,0.98556482,8087,0.67768097,0.98685391,7106,0.09355545,-0.00128909,0.72445869,0.77123642
1844,0.76093674,0.98569553,7979,0.67481995,0.98691252,7076,0.08611679,-0.00121699,0.71787834,0.76093674
1845,0.77810287,0.98536306,8159,0.67968369,0.98687551,7127,0.09841919,-0.00151245,0.72889328,0.77810287
1846,0.79412460,0.98525551,8327,0.67882538,0.98701270,7118,0.11529922,-0.00175719,0.73647499,0.79412460
1847,0.54750443,0.99166551,5741,0.31957626,0.98758306,3351,0.22792816,0.00408245,0.43354034,0.54750443
1848,0.57582855,0.99051952,6038,0.34208298,0.98599972,3587,0.23374557,0.00451980,0.45895576,0.57582855
1849,0.58088303,0.99043045,6091,0.36296844,0.98471479,3806,0.21791458,0.00571565,0.47192574,0.58088303
1850,0.58450699,0.99043287,6129,0.38299561,0.98341737,4016,0.20151138,0.00701550,0.48375130,0.58450699
1851,0.56133270,0.99180927,5886,0.41112900,0.98212973,4311,0.15020370,0.00967955,0.48623085,0.56133270
1852,0.56829453,0.99203146,5959,0.43621063,0.98132401,4574,0.13208389,0.01070745,0.50225258,0.56829453
1853,0.54464340,0.99325050,5711,0.46033859,0.97983733,4827,0.08430481,0.01341317,0.50249100,0.54464340
1854,0.56467056,0.99314406,5921,0.46997070,0.97966466,4928,0.09469986,0.01347941,0.51732063,0.56467056
1855,0.08096695,0.99854379,849,0.33645630,0.99376716,3528,-0.25548935,0.00477663,0.20871162,0.33645630
1856,0.07381439,0.99863958,774,0.34236908,0.99352745,3590,-0.26855469,0.00511213,0.20809174,0.34236908
1857,0.07295609,0.99892546,765,0.33712387,0.99369050,3535,-0.26416779,0.00523496,0.20503998,0.33712387
1858,0.07801056,0.99863111,818,0.34675598,0.99327537,3636,-0.26874542,0.00535574,0.21238327,0.34675598
1859,0.07762909,0.99891515,814,0.34284592,0.99365147,3595,-0.26521683,0.00526367,0.21023750,0.34284592
1860,0.07915497,0.99888594,830,0.35619736,0.99349324,3735,-0.27704239,0.00539270,0.21767616,0.35619736
1861,0.09078979,0.99823305,952,0.35982132,0.99287789,3773,-0.26903152,0.00535516,0.22530556,0.35982132
1862,0.08325577,0.99883607,873,0.35190582,0.99340363,3690,-0.26865005,0.00543244,0.21758080,0.35190582
1863,0.26254654,0.99119480,2753,0.30441284,0.98665459,3192,-0.04186630,0.00454020,0.28347969,0.30441284
1864,0.26636124,0.99112911,2793,0.31156540,0.98639499,3267,-0.04520416,0.00473412,0.28896332,0.31156540
1865,0.26750565,0.99122703,2805,0.31156540,0.98635757,3267,-0.04405975,0.00486946,0.28953552,0.31156540
1866,0.26769638,0.99131899,2807,0.31147003,0.98631017,3266,-0.04377365,0.00500882,0.28958321,0.31147003
1867,0.27694702,0.99137663,2904,0.32787323,0.98616394,3438,-0.05092621,0.00521269,0.30241013,0.32787323
1868,0.33483505,0.98961970,3511,0.33969879,0.98594962,3562,-0.00486374,0.00367008,0.33726692,0.33969879
1869,0.33388138,0.98977285,3501,0.33588409,0.98587509,3522,-0.00200272,0.00389776,0.33488274,0.33588409
1870,0.31156540,0.99082253,3267,0.82950592,0.97690834,8698,-0.51794052,0.01391419,0.57053566,0.82950592
1871,0.31356812,0.99051965,3288,0.82845688,0.97725189,8687,-0.51488876,0.01326776,0.57101250,0.82845688
1872,0.30031204,0.99100114,3149,0.81624985,0.97779758,8559,-0.51593781,0.01320356,0.55828094,0.81624985
1873,0.31480789,0.99064470,3301,0.81758499,0.97798754,8573,-0.50277710,0.01265716,0.56619644,0.81758499
1874,0.31204224,0.99055065,3272,0.72689056,0.97807716,7622,-0.41484833,0.01247348,0.51946640,0.72689056
1875,0.31728745,0.99070651,3327,0.62599182,0.97826049,6564,-0.30870438,0.01244602,0.47163963,0.62599182
1876,0.31805038,0.99084974,3335,0.63467026,0.97829435,6655,-0.31661987,0.01255539,0.47636032,0.63467026
1877,0.46672821,0.98757485,4894,0.88148117,0.97845619,9243,-0.41475296,0.00911866,0.67410469,0.88148117
1878,0.47197342,0.98780859,4949,0.90942383,0.97791332,9536,-0.43745041,0.00989528,0.69069862,0.90942383
1879,0.46920776,0.98771946,4920,0.93507767,0.97733315,9805,-0.46586990,0.01038631,0.70214272,0.93507767
1880,0.48837662,0.98762526,5121,0.96406937,0.97661742,10109,-0.47569275,0.01100784,0.72622299,0.96406937
1881,0.47483444,0.98746041,4979,0.93183517,0.97721204,9771,-0.45700073,0.01024837,0.70333481,0.93183517
1882,0.49123764,0.98704684,5151,0.84905624,0.97870632,8903,-0.35781860,0.00834052,0.67014694,0.84905624
1883,0.49266815,0.98711384,5166,0.69599152,0.98158641,7298,-0.20332336,0.00552744,0.59432983,0.69599152
1884,0.14829636,0.99723219,1555,0.16069412,0.99752560,1685,-0.01239777,-0.00029341,0.15449524,0.16069412
1885,0.15058517,0.99716452,1579,0.15926361,0.99747293,1670,-0.00867844,-0.00030841,0.15492439,0.15926361
1886,0.15449524,0.99724581,1620,0.16298294,0.99750576,1709,-0.00848770,-0.00025995,0.15873909,0.16298294
1887,0.15773773,0.99705245,1654,0.16212463,0.99754488,1700,-0.00438690,-0.00049243,0.15993118,0.16212463
1888,0.15316010,0.99708699,1606,0.15068054,0.99752642,1580,0.00247955,-0.00043943,0.15192032,0.15316010
1889,0.16155243,0.99704207,1694,0.14982224,0.99797100,1571,0.01173019,-0.00092893,0.15568733,0.16155243
1890,1.27696991,0.96664933,13390,0.63209534,0.98490221,6628,0.64487457,-0.01825288,0.95453262,1.27696991
1891,1.28860474,0.96597599,13512,0.64830780,0.98434200,6798,0.64029694,-0.01836600,0.96845627,1.28860474
1892,1.29137039,0.96636848,13541,0.64744949,0.98468014,6789,0.64392090,-0.01831165,0.96940994,1.29137039
1893,1.30252838,0.96568406,13658,0.65393448,0.98433416,6857,0.64859390,-0.01865010,0.97823143,1.30252838
1894,1.32875443,0.96533703,13933,0.66967010,0.98405752,7022,0.65908432,-0.01872049,0.99921227,1.32875443
1895,1.34925842,0.96498602,14148,0.68731308,0.98353137,7207,0.66194534,-0.01854535,1.01828575,1.34925842
1896,1.33152008,0.96708402,13962,0.69847107,0.98307017,7324,0.63304901,-0.01598616,1.01499557,1.33152008
1897,0.78401566,0.98732414,8221,0.25863647,0.99681891,2712,0.52537918,-0.00949477,0.52132607,0.78401566
1898,0.79202652,0.98714042,8305,0.26512146,0.99671400,2780,0.52690506,-0.00957359,0.52857399,0.79202652
1899,0.80280304,0.98696484,8418,0.27170181,0.99662826,2849,0.53110123,-0.00966341,0.53725243,0.80280304
1900,0.80404282,0.98688926,8431,0.26931763,0.99670744,2824,0.53472519,-0.00981817,0.53668022,0.80404282
1901,0.81472397,0.98670968,8543,0.26931763,0.99675117,2824,0.54540634,-0.01004149,0.54202080,0.81472397
1902,0.83141327,0.98671395,8718,0.27294159,0.99674049,2862,0.55847168,-0.01002654,0.55217743,0.83141327
1903,0.84981918,0.98615734,8911,0.28915405,0.99646687,3032,0.56066513,-0.01030953,0.56948662,0.84981918
1904,1.23176575,0.98070059,12916,0.06971359,0.99853971,731,1.16205215,-0.01783912,0.65073967,1.23176575
1905,1.25761032,0.98072143,13187,0.07324219,0.99866658,768,1.18436813,-0.01794515,0.66542625,1.25761032
1906,1.28593445,0.98013181,13484,0.07791519,0.99849317,817,1.20801926,-0.01836136,0.68192482,1.28593445
1907,1.31711960,0.97971039,13811,0.06790161,0.99870199,712,1.24921799,-0.01899160,0.69251060,1.31711960
1908,1.34477615,0.97949402,14101,0.07591248,0.99855300,796,1.26886368,-0.01905898,0.71034431,1.34477615
1909,1.32694244,0.97928716,13914,0.07820129,0.99851294,820,1.24874115,-0.01922578,0.70257187,1.32694244
1910,1.30157471,0.97917625,13648,0.08296967,0.99843689,870,1.21860504,-0.01926064,0.69227219,1.30157471
1911,0.17538071,0.99596641,1839,0.16498566,0.99850716,1730,0.01039505,-0.00254074,0.17018318,0.17538071
1912,0.15125275,0.99596251,1586,0.19235611,0.99823400,2017,-0.04110336,-0.00227149,0.17180443,0.19235611
1913,0.12111664,0.99619891,1270,0.19102097,0.99825020,2003,-0.06990433,-0.00205129,0.15606880,0.19102097
1914,0.10995865,0.99623947,1153,0.18625259,0.99825209,1953,-0.07629395,-0.00201262,0.14810562,0.18625259
1915,0.10366440,0.99613911,1087,0.18386841,0.99827550,1928,-0.08020401,-0.00213638,0.14376640,0.18386841
1916,0.11434555,0.99600636,1199,0.19245148,0.99819816,2018,-0.07810593,-0.00219180,0.15339851,0.19245148
1917,0.08039474,0.99735668,843,0.20580292,0.99800299,2158,-0.12540817,-0.00064631,0.14309883,0.20580292
1918,0.43172836,0.99510818,4527,0.04615784,0.99963789,484,0.38557053,-0.00452970,0.23894310,0.43172836
1919,0.43802261,0.99459879,4593,0.03652573,0.99974416,383,0.40149689,-0.00514537,0.23727417,0.43802261
1920,0.45185089,0.99466146,4738,0.04816055,0.99962121,505,0.40369034,-0.00495974,0.25000572,0.45185089
1921,0.45318604,0.99455786,4752,0.04892349,0.99969912,513,0.40426254,-0.00514126,0.25105476,0.45318604
1922,0.47092438,0.99403901,4938,0.04720688,0.99970610,495,0.42371750,-0.00566709,0.25906563,0.47092438
1923,0.45757294,0.99430954,4798,0.04501343,0.99967555,472,0.41255951,-0.00536601,0.25129318,0.45757294
1924,0.47636032,0.99386409,4995,0.05178452,0.99964153,543,0.42457581,-0.00577744,0.26407242,0.47636032
1925,0.62446594,0.98885050,6548,0.10423660,0.99739481,1093,0.52022934,-0.00854431,0.36435127,0.62446594
1926,0.57325363,0.98861112,6011,0.10700226,0.99712850,1122,0.46625137,-0.00851739,0.34012794,0.57325363
1927,0.52232742,0.98878688,5477,0.10814667,0.99694961,1134,0.41418076,-0.00816273,0.31523705,0.52232742
1928,0.46529770,0.99039842,4879,0.09040833,0.99760166,948,0.37488937,-0.00720324,0.27785301,0.46529770
1929,0.41532516,0.99177793,4355,0.05702972,0.99879396,598,0.35829544,-0.00701603,0.23617744,0.41532516
1930,0.38261414,0.99221436,4012,0.04587173,0.99914349,481,0.33674240,-0.00692913,0.21424294,0.38261414
1931,0.38433075,0.99194963,4030,0.04520416,0.99909840,474,0.33912659,-0.00714877,0.21476746,0.38433075
1932,0.36211014,0.99238418,3797,0.04491806,0.99913022,471,0.31719208,-0.00674604,0.20351410,0.36211014
1933,0.15611649,0.99684372,1637,0.13237000,0.99819720,1388,0.02374649,-0.00135348,0.14424324,0.15611649
1934,0.15974045,0.99671057,1675,0.15211105,0.99804540,1595,0.00762939,-0.00133484,0.15592575,0.15974045
1935,0.17309189,0.99643584,1815,0.19121170,0.99790976,2005,-0.01811981,-0.00147392,0.18215179,0.19121170
1936,0.16880035,0.99639439,1770,0.18234253,0.99795114,1912,-0.01354218,-0.00155674,0.17557144,0.18234253
1937,0.18320084,0.99632026,1921,0.19636154,0.99784141,2059,-0.01316071,-0.00152115,0.18978119,0.19636154
1938,0.19779205,0.99613315,2074,0.22926331,0.99769039,2404,-0.03147125,-0.00155724,0.21352768,0.22926331
1939,0.21009445,0.99606868,2203,0.23736954,0.99760081,2489,-0.02727509,-0.00153213,0.22373199,0.23736954
1940,0.21409988,0.99591332,2245,0.24080276,0.99751985,2525,-0.02670288,-0.00160653,0.22745132,0.24080276
1941,0.12140274,0.99913664,1273,0.08354187,0.99953033,876,0.03786087,-0.00039370,0.10247231,0.12140274
1942,0.13275146,0.99903048,1392,0.09241104,0.99949795,969,0.04034042,-0.00046747,0.11258125,0.13275146
1943,0.12798309,0.99904823,1342,0.09117126,0.99943794,956,0.03681183,-0.00038970,0.10957718,0.12798309
1944,0.14448166,0.99883420,1515,0.09489059,0.99937127,995,0.04959106,-0.00053708,0.11968613,0.14448166
1945,0.15897751,0.99871186,1667,0.10280609,0.99935696,1078,0.05617142,-0.00064509,0.13089180,0.15897751
1946,0.18653870,0.99855274,1956,0.12750626,0.99923900,1337,0.05903244,-0.00068626,0.15702248,0.18653870
1947,0.19407272,0.99853406,2035,0.13351440,0.99922123,1400,0.06055832,-0.00068718,0.16379356,0.19407272
