frame,fvdb_per_percent,fvdb_ssim,fvdb_error_pixels,spconv_per_percent,spconv_ssim,spconv_error_pixels,per_delta_fvdb_minus_spconv,ssim_delta_fvdb_minus_spconv,combined_per_percent,max_per_percent
744,0.26779175,0.99705321,2808,0.02794266,0.99966261,293,0.23984909,-0.00260940,0.14786720,0.26779175
745,0.29525757,0.99673612,3096,0.04339218,0.99942084,455,0.25186539,-0.00268472,0.16932487,0.29525757
746,0.28352737,0.99674879,2973,0.02546310,0.99964601,267,0.25806427,-0.00289722,0.15449524,0.28352737
747,0.29344559,0.99664304,3077,0.03099442,0.99962105,325,0.26245117,-0.00297801,0.16222000,0.29344559
748,0.29983521,0.99653917,3144,0.02689362,0.99959361,282,0.27294159,-0.00305443,0.16336441,0.29983521
749,0.30107498,0.99636420,3157,0.03070831,0.99950000,322,0.27036667,-0.00313580,0.16589165,0.30107498
750,0.26340485,0.99716802,2762,0.01544952,0.99971582,162,0.24795532,-0.00254780,0.13942719,0.26340485
751,0.28371811,0.99700397,2975,0.01850128,0.99969896,194,0.26521683,-0.00269499,0.15110970,0.28371811
752,0.28123856,0.99681190,2949,0.01459122,0.99969243,153,0.26664734,-0.00288053,0.14791489,0.28123856
753,0.28886795,0.99674504,3029,0.01668930,0.99967561,175,0.27217865,-0.00293056,0.15277863,0.28886795
754,0.29668808,0.99657748,3111,0.01583099,0.99967226,166,0.28085709,-0.00309478,0.15625954,0.29668808
755,0.30918121,0.99642980,3242,0.01859665,0.99964312,195,0.29058456,-0.00321332,0.16388893,0.30918121
756,0.31871796,0.99630265,3342,0.01859665,0.99961132,195,0.30012131,-0.00330867,0.16865730,0.31871796
757,0.32234192,0.99616329,3380,0.01993179,0.99952799,209,0.30241013,-0.00336470,0.17113686,0.32234192
758,0.24671555,0.99734962,2587,0.01773834,0.99968032,186,0.22897720,-0.00233070,0.13222694,0.24671555
759,0.26512146,0.99720634,2780,0.01773834,0.99966569,186,0.24738312,-0.00245935,0.14142990,0.26512146
760,0.27198792,0.99703120,2852,0.01802444,0.99964787,189,0.25396347,-0.00261667,0.14500618,0.27198792
761,0.27437210,0.99685938,2877,0.01840591,0.99962651,193,0.25596619,-0.00276713,0.14638901,0.27437210
762,0.28524399,0.99683689,2991,0.01888275,0.99960574,198,0.26636124,-0.00276884,0.15206337,0.28524399
763,0.29249191,0.99669566,3067,0.01935959,0.99959488,203,0.27313232,-0.00289923,0.15592575,0.29249191
764,0.30622482,0.99645889,3211,0.02050400,0.99956515,215,0.28572083,-0.00310626,0.16336441,0.30622482
765,0.31156540,0.99646691,3267,0.02431870,0.99944703,255,0.28724670,-0.00298013,0.16794205,0.31156540
766,0.26054382,0.99726394,2732,0.01144409,0.99967938,120,0.24909973,-0.00241544,0.13599396,0.26054382
767,0.28133392,0.99701881,2950,0.01201630,0.99966880,126,0.26931763,-0.00264999,0.14667511,0.28133392
768,0.28734207,0.99697002,3013,0.01258850,0.99966783,132,0.27475357,-0.00269781,0.14996529,0.28734207
769,0.29239655,0.99696509,3066,0.01316071,0.99966971,138,0.27923584,-0.00270462,0.15277863,0.29239655
770,0.30412674,0.99682636,3189,0.01363754,0.99966982,143,0.29048920,-0.00284347,0.15888214,0.30412674
771,0.30956268,0.99673415,3246,0.01411438,0.99966625,148,0.29544830,-0.00293210,0.16183853,0.30956268
772,0.32529831,0.99652620,3411,0.01554489,0.99963830,163,0.30975342,-0.00311211,0.17042160,0.32529831
773,0.32844543,0.99643928,3444,0.01916885,0.99955351,201,0.30927658,-0.00311423,0.17380714,0.32844543
774,0.35533905,0.99589361,3726,0.08859634,0.99832518,929,0.26674271,-0.00243156,0.22196770,0.35533905
775,0.37727356,0.99574401,3956,0.09021759,0.99829242,946,0.28705597,-0.00254841,0.23374557,0.37727356
776,0.38328171,0.99562804,4019,0.09117126,0.99835990,956,0.29211044,-0.00273186,0.23722649,0.38328171
777,0.39253235,0.99540285,4116,0.09164810,0.99831075,961,0.30088425,-0.00290790,0.24209023,0.39253235
778,0.40197372,0.99546080,4215,0.09336472,0.99830840,979,0.30860901,-0.00284760,0.24766922,0.40197372
779,0.40807724,0.99526393,4279,0.10166168,0.99812933,1066,0.30641556,-0.00286540,0.25486946,0.40807724
780,0.42619705,0.99499777,4469,0.10423660,0.99804595,1093,0.32196045,-0.00304818,0.26521683,0.42619705
781,0.42638779,0.99508659,4471,0.10423660,0.99811323,1093,0.32215118,-0.00302665,0.26531219,0.42638779
782,0.31557083,0.99695962,3309,0.04558563,0.99927657,478,0.26998520,-0.00231695,0.18057823,0.31557083
783,0.34036636,0.99678797,3569,0.04758835,0.99926939,499,0.29277802,-0.00248141,0.19397736,0.34036636
784,0.34170151,0.99664799,3583,0.04673004,0.99926327,490,0.29497147,-0.00261528,0.19421577,0.34170151
785,0.35161972,0.99658117,3687,0.04930496,0.99925068,517,0.30231476,-0.00266951,0.20046234,0.35161972
786,0.35705566,0.99641322,3744,0.05054474,0.99920199,530,0.30651093,-0.00278877,0.20380020,0.35705566
787,0.36668777,0.99625898,3845,0.06017685,0.99901452,631,0.30651093,-0.00275554,0.21343231,0.36668777
788,0.38375854,0.99605996,4024,0.06046295,0.99898653,634,0.32329559,-0.00292657,0.22211075,0.38375854
789,0.38108826,0.99616256,3996,0.06227493,0.99903944,653,0.31881332,-0.00287687,0.22168159,0.38108826
790,0.30307770,0.99713220,3178,0.03747940,0.99934348,393,0.26559830,-0.00221127,0.17027855,0.30307770
791,0.32310486,0.99699315,3388,0.04091263,0.99933156,429,0.28219223,-0.00233841,0.18200874,0.32310486
792,0.32882690,0.99693213,3448,0.03843307,0.99933429,403,0.29039383,-0.00240216,0.18362999,0.32882690
793,0.33826828,0.99681337,3547,0.04482269,0.99930798,470,0.29344559,-0.00249461,0.19154549,0.33826828
794,0.36859512,0.99642336,3865,0.06856918,0.99890746,719,0.30002594,-0.00248411,0.21858215,0.36859512
795,0.36163330,0.99647143,3792,0.05769730,0.99899533,605,0.30393600,-0.00252390,0.20966530,0.36163330
796,0.36849976,0.99643569,3864,0.05264282,0.99911390,552,0.31585693,-0.00267820,0.21057129,0.36849976
797,0.37431717,0.99640028,3925,0.05416870,0.99918360,568,0.32014847,-0.00278332,0.21424294,0.37431717
798,0.37078857,0.99673917,3888,0.03757477,0.99936165,394,0.33321381,-0.00262249,0.20418167,0.37078857
799,0.39138794,0.99665186,4104,0.03805161,0.99936187,399,0.35333633,-0.00271002,0.21471977,0.39138794
800,0.39157867,0.99659335,4106,0.03728867,0.99939165,391,0.35429001,-0.00279830,0.21443367,0.39157867
801,0.41313171,0.99629578,4332,0.03900528,0.99933581,409,0.37412643,-0.00304003,0.22606850,0.41313171
802,0.41913986,0.99609829,4395,0.04730225,0.99915320,496,0.37183762,-0.00305491,0.23322105,0.41913986
803,0.43478012,0.99593043,4559,0.05569458,0.99905114,584,0.37908554,-0.00312071,0.24523735,0.43478012
804,0.45528412,0.99556173,4774,0.07543564,0.99879274,791,0.37984848,-0.00323101,0.26535988,0.45528412
805,0.45309067,0.99578522,4751,0.04510880,0.99937842,473,0.40798187,-0.00359319,0.24909973,0.45309067
806,0.29678345,0.99743349,3112,0.04072189,0.99945110,427,0.25606155,-0.00201761,0.16875267,0.29678345
807,0.31270981,0.99732305,3279,0.04110336,0.99942635,431,0.27160645,-0.00210330,0.17690659,0.31270981
808,0.31595230,0.99722940,3313,0.04215240,0.99941237,442,0.27379990,-0.00218298,0.17905235,0.31595230
809,0.32873154,0.99702715,3447,0.04310608,0.99939588,452,0.28562546,-0.00236873,0.18591881,0.32873154
810,0.35285950,0.99675343,3700,0.05617142,0.99929184,589,0.29668808,-0.00253841,0.20451546,0.35285950
811,0.35219193,0.99682868,3693,0.04882812,0.99943387,512,0.30336380,-0.00260518,0.20051003,0.35219193
812,0.35305023,0.99687568,3702,0.04453659,0.99943608,467,0.30851364,-0.00256039,0.19879341,0.35305023
813,0.28972626,0.99754446,3038,0.04177094,0.99949260,438,0.24795532,-0.00194814,0.16574860,0.28972626
814,0.30822754,0.99743658,3232,0.04129410,0.99951361,433,0.26693344,-0.00207704,0.17476082,0.30822754
815,0.30755997,0.99742596,3225,0.04167557,0.99949528,437,0.26588440,-0.00206932,0.17461777,0.30755997
816,0.31652451,0.99731083,3319,0.04386902,0.99944506,460,0.27265549,-0.00213424,0.18019676,0.31652451
817,0.33292770,0.99708520,3491,0.05807877,0.99927711,609,0.27484894,-0.00219190,0.19550323,0.33292770
818,0.33750534,0.99714420,3539,0.05474091,0.99939491,574,0.28276443,-0.00225071,0.19612312,0.33750534
819,0.34189224,0.99703784,3585,0.04863739,0.99947534,510,0.29325485,-0.00243750,0.19526482,0.34189224
820,0.34379959,0.99710451,3605,0.04549026,0.99947532,477,0.29830933,-0.00237081,0.19464493,0.34379959
821,0.27379990,0.99737330,2871,0.04062653,0.99952953,426,0.23317337,-0.00215623,0.15721321,0.27379990
822,0.28743744,0.99728007,3014,0.04091263,0.99950628,429,0.24652481,-0.00222621,0.16417503,0.28743744
823,0.28667450,0.99742606,3006,0.04148483,0.99949905,435,0.24518967,-0.00207299,0.16407967,0.28667450
824,0.30860901,0.99701194,3236,0.04596710,0.99946547,482,0.26264191,-0.00245353,0.17728806,0.30860901
825,0.32224655,0.99697149,3379,0.05588531,0.99935528,586,0.26636124,-0.00238379,0.18906593,0.32224655
826,0.32243729,0.99704771,3381,0.05855560,0.99939281,614,0.26388168,-0.00234511,0.19049644,0.32243729
827,0.32701492,0.99686589,3429,0.04787445,0.99949953,502,0.27914047,-0.00263364,0.18744469,0.32701492
828,0.33121109,0.99691491,3473,0.04701614,0.99947048,493,0.28419495,-0.00255557,0.18911362,0.33121109
829,0.26102066,0.99730888,2737,0.03681183,0.99965935,386,0.22420883,-0.00235047,0.14891624,0.26102066
830,0.27809143,0.99713148,2916,0.03681183,0.99964554,386,0.24127960,-0.00251405,0.15745163,0.27809143
831,0.28114319,0.99714549,2948,0.03652573,0.99964900,383,0.24461746,-0.00250351,0.15883446,0.28114319
832,0.28533936,0.99713624,2992,0.03814697,0.99963795,400,0.24719238,-0.00250171,0.16174316,0.28533936
833,0.30937195,0.99680934,3244,0.05006790,0.99952150,525,0.25930405,-0.00271215,0.17971992,0.30937195
834,0.31480789,0.99676768,3301,0.05092621,0.99956497,534,0.26388168,-0.00279729,0.18286705,0.31480789
835,0.31003952,0.99677334,3251,0.04453659,0.99962398,467,0.26550293,-0.00285064,0.17728806,0.31003952
836,0.32148361,0.99665274,3371,0.03900528,0.99962795,409,0.28247833,-0.00297521,0.18024445,0.32148361
837,0.25587082,0.99731315,2683,0.03919601,0.99958289,411,0.21667480,-0.00226974,0.14753342,0.25587082
838,0.26988983,0.99712669,2830,0.04529953,0.99947002,475,0.22459030,-0.00234333,0.15759468,0.26988983
839,0.27751923,0.99707661,2910,0.04014969,0.99958808,421,0.23736954,-0.00251148,0.15883446,0.27751923
840,0.28476715,0.99693881,2986,0.04043579,0.99958798,424,0.24433136,-0.00264916,0.16260147,0.28476715
841,0.30460358,0.99673225,3194,0.05235672,0.99947962,549,0.25224686,-0.00274737,0.17848015,0.30460358
842,0.31204224,0.99669458,3272,0.05550385,0.99948258,582,0.25653839,-0.00278800,0.18377304,0.31204224
843,0.30784607,0.99660818,3228,0.05149841,0.99952659,540,0.25634766,-0.00291842,0.17967224,0.30784607
844,0.32367706,0.99645443,3394,0.04453659,0.99958281,467,0.27914047,-0.00312838,0.18410683,0.32367706
845,0.26350021,0.99762092,2763,0.04663467,0.99952237,489,0.21686554,-0.00190144,0.15506744,0.26350021
846,0.28209686,0.99733958,2958,0.05168915,0.99942528,542,0.23040771,-0.00208570,0.16689301,0.28209686
847,0.29010773,0.99732189,3042,0.04749298,0.99952026,498,0.24261475,-0.00219837,0.16880035,0.29010773
848,0.29191971,0.99730425,3061,0.04844666,0.99952176,508,0.24347305,-0.00221751,0.17018318,0.29191971
849,0.31394958,0.99705940,3292,0.05912781,0.99941572,620,0.25482178,-0.00235632,0.18653870,0.31394958
850,0.32329559,0.99701577,3390,0.06589890,0.99943449,691,0.25739670,-0.00241872,0.19459724,0.32329559
851,0.31719208,0.99693307,3326,0.05846024,0.99945537,613,0.25873184,-0.00252230,0.18782616,0.31719208
852,0.33302307,0.99675519,3492,0.05283356,0.99948121,554,0.28018951,-0.00272602,0.19292831,0.33302307
853,0.25520325,0.99758239,2676,0.04529953,0.99957094,475,0.20990372,-0.00198854,0.15025139,0.25520325
854,0.28009415,0.99728131,2937,0.05149841,0.99946383,540,0.22859573,-0.00218253,0.16579628,0.28009415
855,0.27532578,0.99734109,2887,0.04615784,0.99957420,484,0.22916794,-0.00223311,0.16074181,0.27532578
856,0.29354095,0.99648889,3078,0.05731583,0.99876393,601,0.23622513,-0.00227504,0.17542839,0.29354095
857,0.30374527,0.99713129,3185,0.05702972,0.99952089,598,0.24671555,-0.00238960,0.18038750,0.30374527
858,0.31061172,0.99706557,3257,0.06418228,0.99953923,673,0.24642944,-0.00247366,0.18739700,0.31061172
859,0.30317307,0.99708850,3179,0.05731583,0.99956357,601,0.24585724,-0.00247507,0.18024445,0.30317307
860,0.32196045,0.99682645,3376,0.05207062,0.99958228,546,0.26988983,-0.00275583,0.18701553,0.32196045
861,0.34236908,0.99699854,3590,0.03232956,0.99989131,339,0.31003952,-0.00289276,0.18734932,0.34236908
862,0.35686493,0.99685224,3742,0.03271103,0.99988929,343,0.32415390,-0.00303705,0.19478798,0.35686493
863,0.37231445,0.99667984,3904,0.03309250,0.99988584,347,0.33922195,-0.00320600,0.20270348,0.37231445
864,0.37174225,0.99670501,3898,0.03318787,0.99988659,348,0.33855438,-0.00318158,0.20246506,0.37174225
865,0.39253235,0.99656294,4116,0.04386902,0.99985987,460,0.34866333,-0.00329693,0.21820068,0.39253235
866,0.40130615,0.99652738,4208,0.05111694,0.99983596,536,0.35018921,-0.00330857,0.22621155,0.40130615
867,0.41065216,0.99639676,4306,0.04396439,0.99986039,461,0.36668777,-0.00346364,0.22730827,0.41065216
868,0.41370392,0.99619405,4338,0.03843307,0.99988976,403,0.37527084,-0.00369571,0.22606850,0.41370392
869,0.28190613,0.99769964,2956,0.03223419,0.99990698,338,0.24967194,-0.00220733,0.15707016,0.28190613
870,0.30641556,0.99732375,3213,0.03242493,0.99990260,340,0.27399063,-0.00257885,0.16942024,0.30641556
871,0.32072067,0.99724993,3363,0.03232956,0.99989816,339,0.28839111,-0.00264824,0.17652512,0.32072067
872,0.33283234,0.99714637,3490,0.04224777,0.99986568,443,0.29058456,-0.00271931,0.18754005,0.33283234
873,0.34246445,0.99707053,3591,0.04978180,0.99983510,522,0.29268265,-0.00276458,0.19612312,0.34246445
874,0.34255981,0.99704621,3592,0.04234314,0.99987066,444,0.30021667,-0.00282444,0.19245148,0.34255981
875,0.35839081,0.99668732,3758,0.03738403,0.99988540,392,0.32100677,-0.00319808,0.19788742,0.35839081
876,0.23193359,0.99803912,2432,0.03232956,0.99988299,339,0.19960403,-0.00184388,0.13213158,0.23193359
877,0.24814606,0.99785235,2602,0.03356934,0.99987768,352,0.21457672,-0.00202532,0.14085770,0.24814606
878,0.25358200,0.99776992,2659,0.03271103,0.99987158,343,0.22087097,-0.00210166,0.14314651,0.25358200
879,0.27484894,0.99761381,2882,0.04606247,0.99972097,483,0.22878647,-0.00210716,0.16045570,0.27484894
880,0.28066635,0.99756938,2943,0.04405975,0.99981355,462,0.23660660,-0.00224418,0.16236305,0.28066635
881,0.28743744,0.99744656,3014,0.05025864,0.99978304,527,0.23717880,-0.00233648,0.16884804,0.28743744
882,0.27961731,0.99747309,2932,0.04262924,0.99982704,447,0.23698807,-0.00235395,0.16112328,0.27961731
883,0.29726028,0.99723009,3117,0.03738403,0.99984914,392,0.25987625,-0.00261905,0.16732216,0.29726028
884,0.26273727,0.99789948,2755,0.05340576,0.99971877,560,0.20933151,-0.00181929,0.15807152,0.26273727
885,0.27847290,0.99772840,2920,0.05340576,0.99971765,560,0.22506714,-0.00198924,0.16593933,0.27847290
886,0.28190613,0.99763690,2956,0.05340576,0.99971769,560,0.22850037,-0.00208079,0.16765594,0.28190613
887,0.29754639,0.99754415,3120,0.06160736,0.99965254,646,0.23593903,-0.00210838,0.17957687,0.29754639
888,0.32205582,0.99736595,3377,0.07429123,0.99960606,779,0.24776459,-0.00224011,0.19817352,0.32205582
889,0.31967163,0.99727500,3352,0.06847382,0.99963458,718,0.25119781,-0.00235959,0.19407272,0.31967163
890,0.31509399,0.99730115,3304,0.06103516,0.99968451,640,0.25405884,-0.00238336,0.18806458,0.31509399
891,0.32758713,0.99714557,3435,0.05731583,0.99968248,601,0.27027130,-0.00253691,0.19245148,0.32758713
892,0.26674271,0.99784181,2797,0.05187988,0.99972383,544,0.21486282,-0.00188202,0.15931129,0.26674271
893,0.28610229,0.99760436,3000,0.05140305,0.99972044,539,0.23469925,-0.00211607,0.16875267,0.28610229
894,0.28457642,0.99754104,2984,0.05140305,0.99971878,539,0.23317337,-0.00217774,0.16798973,0.28457642
895,0.30241013,0.99744781,3171,0.06141663,0.99967225,644,0.24099350,-0.00222445,0.18191338,0.30241013
896,0.32300949,0.99726788,3387,0.07362366,0.99963286,772,0.24938583,-0.00236499,0.19831657,0.32300949
897,0.32234192,0.99717476,3380,0.06580353,0.99964808,690,0.25653839,-0.00247332,0.19407272,0.32234192
898,0.31929016,0.99714814,3348,0.05760193,0.99968341,604,0.26168823,-0.00253526,0.18844604,0.31929016
899,0.32234192,0.99706959,3380,0.05607605,0.99968151,588,0.26626587,-0.00261192,0.18920898,0.32234192
900,0.26264191,0.99770434,2754,0.06465912,0.99942777,678,0.19798279,-0.00172343,0.16365051,0.26264191
901,0.28448105,0.99755368,2983,0.06923676,0.99934661,726,0.21524429,-0.00179292,0.17685890,0.28448105
902,0.28676987,0.99739899,3007,0.06647110,0.99936557,697,0.22029877,-0.00196658,0.17662048,0.28676987
903,0.30508041,0.99727888,3199,0.07734299,0.99930349,811,0.22773743,-0.00202461,0.19121170,0.30508041
904,0.32215118,0.99713395,3378,0.09145737,0.99917352,959,0.23069382,-0.00203957,0.20680428,0.32215118
905,0.31356812,0.99708141,3288,0.07810593,0.99929177,819,0.23546219,-0.00221036,0.19583702,0.31356812
906,0.30927658,0.99710275,3243,0.06961823,0.99935689,730,0.23965836,-0.00225413,0.18944740,0.30927658
907,0.31785965,0.99704186,3333,0.07476807,0.99929428,784,0.24309158,-0.00225242,0.19631386,0.31785965
908,0.30326843,0.99632430,3180,0.06303787,0.99920348,661,0.24023056,-0.00287918,0.18315315,0.30326843
909,0.32587051,0.99615319,3417,0.06132126,0.99924158,643,0.26454926,-0.00308839,0.19359589,0.32587051
910,0.32720566,0.99606068,3431,0.06160736,0.99926260,646,0.26559830,-0.00320193,0.19440651,0.32720566
911,0.34370422,0.99587531,3604,0.07858276,0.99907823,824,0.26512146,-0.00320291,0.21114349,0.34370422
912,0.35810471,0.99560800,3755,0.08211136,0.99903791,861,0.27599335,-0.00342991,0.22010803,0.35810471
913,0.36039352,0.99556132,3779,0.07181168,0.99912628,753,0.28858185,-0.00356496,0.21610260,0.36039352
914,0.35791397,0.99553569,3753,0.06618500,0.99917098,694,0.29172897,-0.00363529,0.21204948,0.35791397
915,0.36525726,0.99550805,3830,0.07467270,0.99914398,783,0.29058456,-0.00363593,0.21996498,0.36525726
916,0.64592361,0.99173234,6773,0.09822845,0.99906657,1030,0.54769516,-0.00733423,0.37207603,0.64592361
917,0.66938400,0.99143415,7019,0.09880066,0.99906764,1036,0.57058334,-0.00763349,0.38409233,0.66938400
918,0.66747665,0.99122978,6999,0.09918213,0.99904763,1040,0.56829453,-0.00781785,0.38332939,0.66747665
919,0.71125031,0.99079446,7458,0.12493134,0.99880205,1310,0.58631897,-0.00800758,0.41809082,0.71125031
920,0.70390701,0.99090745,7381,0.11425018,0.99888168,1198,0.58965683,-0.00797424,0.40907860,0.70390701
921,0.68864822,0.99097935,7221,0.10204315,0.99898346,1070,0.58660507,-0.00800411,0.39534569,0.68864822
922,0.69885254,0.99105113,7328,0.10099411,0.99902413,1059,0.59785843,-0.00797300,0.39992332,0.69885254
923,0.72050095,0.99067791,7555,0.11520386,0.99886354,1208,0.60529709,-0.00818563,0.41785240,0.72050095
924,0.65870285,0.99219242,6907,0.12187958,0.99889385,1278,0.53682327,-0.00670143,0.39029121,0.65870285
925,0.68607330,0.99186087,7194,0.12474060,0.99879530,1308,0.56133270,-0.00693443,0.40540695,0.68607330
926,0.68998337,0.99169935,7235,0.12807846,0.99882088,1343,0.56190491,-0.00712154,0.40903091,0.68998337
927,0.71916580,0.99138543,7541,0.15420914,0.99858802,1617,0.56495667,-0.00720259,0.43668747,0.71916580
928,0.69904327,0.99144992,7330,0.12855530,0.99873190,1348,0.57048798,-0.00728199,0.41379929,0.69904327
929,0.70276260,0.99143686,7369,0.13189316,0.99875294,1383,0.57086945,-0.00731609,0.41732788,0.70276260
930,0.74739456,0.99093868,7837,0.15172958,0.99853104,1591,0.59566498,-0.00759236,0.44956207,0.74739456
931,0.34456253,0.99604487,3613,0.07848740,0.99924589,823,0.26607513,-0.00320102,0.21152496,0.34456253
932,0.37279129,0.99574462,3909,0.08001328,0.99923272,839,0.29277802,-0.00348811,0.22640228,0.37279129
933,0.37384033,0.99571228,3920,0.08087158,0.99921862,848,0.29296875,-0.00350634,0.22735596,0.37384033
934,0.38862228,0.99557988,4075,0.10700226,0.99900395,1122,0.28162003,-0.00342408,0.24781227,0.38862228
935,0.37136078,0.99576909,3894,0.08049011,0.99919886,844,0.29087067,-0.00342977,0.22592545,0.37136078
936,0.37069321,0.99566706,3887,0.08020401,0.99919630,841,0.29048920,-0.00352923,0.22544861,0.37069321
937,0.41341782,0.99527250,4335,0.11253357,0.99897295,1180,0.30088425,-0.00370045,0.26297569,0.41341782
938,0.38051605,0.99562473,3990,0.08764267,0.99916334,919,0.29287338,-0.00353861,0.23407936,0.38051605
939,0.34914017,0.99567519,3661,0.08811951,0.99898581,924,0.26102066,-0.00331062,0.21862984,0.34914017
940,0.37527084,0.99550465,3935,0.08897781,0.99898225,933,0.28629303,-0.00347760,0.23212433,0.37527084
941,0.36754608,0.99537302,3854,0.09193420,0.99894601,964,0.27561188,-0.00357299,0.22974014,0.36754608
942,0.39758682,0.99520520,4169,0.11997223,0.99874275,1258,0.27761459,-0.00353755,0.25877953,0.39758682
943,0.38013458,0.99534464,3986,0.09527206,0.99897068,999,0.28486252,-0.00362604,0.23770332,0.38013458
944,0.38566589,0.99519542,4044,0.09708405,0.99891251,1018,0.28858185,-0.00371709,0.24137497,0.38566589
945,0.38986206,0.99517722,4088,0.09860992,0.99889499,1034,0.29125214,-0.00371778,0.24423599,0.38986206
946,0.41341782,0.99503370,4335,0.11682510,0.99872244,1225,0.29659271,-0.00368874,0.26512146,0.41341782
947,0.37984848,0.99592438,3983,0.15735626,0.99800921,1650,0.22249222,-0.00208483,0.26860237,0.37984848
948,0.39596558,0.99574974,4152,0.16212463,0.99795166,1700,0.23384094,-0.00220192,0.27904510,0.39596558
949,0.40388107,0.99541471,4235,0.16250610,0.99783332,1704,0.24137497,-0.00241861,0.28319359,0.40388107
950,0.42457581,0.99534402,4452,0.17957687,0.99773995,1883,0.24499893,-0.00239593,0.30207634,0.42457581
951,0.43182373,0.99525800,4528,0.18396378,0.99782665,1929,0.24785995,-0.00256866,0.30789375,0.43182373
952,0.43058395,0.99498767,4515,0.17442703,0.99772640,1829,0.25615692,-0.00273873,0.30250549,0.43058395
953,0.41847229,0.99522976,4388,0.16498566,0.99790476,1730,0.25348663,-0.00267500,0.29172897,0.41847229
954,0.42972565,0.99497637,4506,0.17118454,0.99771228,1795,0.25854111,-0.00273591,0.30045509,0.42972565
955,0.54578781,0.99381881,5723,0.13923645,0.99822560,1460,0.40655136,-0.00440679,0.34251213,0.54578781
956,0.55761337,0.99374343,5847,0.14066696,0.99809257,1475,0.41694641,-0.00434914,0.34914017,0.55761337
957,0.56686401,0.99363049,5944,0.13904572,0.99801038,1458,0.42781830,-0.00437989,0.35295486,0.56686401
958,0.57849884,0.99331956,6066,0.14543533,0.99794841,1525,0.43306351,-0.00462885,0.36196709,0.57849884
959,0.59604645,0.99320551,6250,0.16078949,0.99770330,1686,0.43525696,-0.00449779,0.37841797,0.59604645
960,0.60586929,0.99300388,6353,0.15907288,0.99794235,1668,0.44679642,-0.00493847,0.38247108,0.60586929
961,0.61197281,0.99306884,6417,0.15859604,0.99787737,1663,0.45337677,-0.00480853,0.38528442,0.61197281
962,0.61912537,0.99279226,6492,0.15974045,0.99798458,1675,0.45938492,-0.00519232,0.38943291,0.61912537
963,0.32281876,0.99637825,3385,0.19311905,0.99728214,2025,0.12969971,-0.00090390,0.25796890,0.32281876
964,0.33054352,0.99608975,3466,0.19340515,0.99711751,2028,0.13713837,-0.00102776,0.26197433,0.33054352
965,0.32606125,0.99616857,3419,0.18644333,0.99725427,1955,0.13961792,-0.00108570,0.25625229,0.32606125
966,0.33397675,0.99590484,3502,0.18453598,0.99698575,1935,0.14944077,-0.00108091,0.25925636,0.33397675
967,0.32529831,0.99619136,3411,0.17757416,0.99734892,1862,0.14772415,-0.00115756,0.25143623,0.32529831
968,0.32453537,0.99622655,3403,0.17681122,0.99734272,1854,0.14772415,-0.00111617,0.25067329,0.32453537
969,0.31690598,0.99630774,3323,0.16984940,0.99736724,1781,0.14705658,-0.00105950,0.24337769,0.31690598
970,0.31757355,0.99619997,3330,0.16469955,0.99752441,1727,0.15287399,-0.00132444,0.24113655,0.31757355
971,0.26702881,0.99689871,2800,0.11863708,0.99837738,1244,0.14839172,-0.00147867,0.19283295,0.26702881
972,0.27208328,0.99683939,2853,0.11692047,0.99840559,1226,0.15516281,-0.00156620,0.19450188,0.27208328
973,0.27723312,0.99667676,2907,0.11453629,0.99849268,1201,0.16269684,-0.00181592,0.19588470,0.27723312
974,0.28190613,0.99652931,2956,0.10967255,0.99840533,1150,0.17223358,-0.00187602,0.19578934,0.28190613
975,0.28667450,0.99635578,3006,0.10881424,0.99838292,1141,0.17786026,-0.00202714,0.19774437,0.28667450
976,0.29506683,0.99624723,3094,0.10910034,0.99842055,1144,0.18596649,-0.00217332,0.20208359,0.29506683
977,0.30374527,0.99613065,3185,0.10347366,0.99845408,1085,0.20027161,-0.00232343,0.20360947,0.30374527
978,0.29859543,0.99626081,3131,0.09880066,0.99861708,1036,0.19979477,-0.00235627,0.19869804,0.29859543
979,0.30775070,0.99629393,3227,0.15411377,0.99713420,1616,0.15363693,-0.00084027,0.23093224,0.30775070
980,0.30565262,0.99594688,3205,0.14829636,0.99676870,1555,0.15735626,-0.00082182,0.22697449,0.30565262
981,0.30889511,0.99620143,3239,0.13790131,0.99706295,1446,0.17099380,-0.00086152,0.22339821,0.30889511
982,0.31137466,0.99613507,3265,0.13446808,0.99718854,1410,0.17690659,-0.00105346,0.22292137,0.31137466
983,0.32424927,0.99591933,3400,0.12855530,0.99764763,1348,0.19569397,-0.00172830,0.22640228,0.32424927
984,0.32253265,0.99600183,3382,0.11653900,0.99803160,1222,0.20599365,-0.00202977,0.21953583,0.32253265
985,0.32720566,0.99598561,3431,0.10261536,0.99840046,1076,0.22459030,-0.00241485,0.21491051,0.32720566
986,0.33683777,0.99579395,3532,0.09326935,0.99862524,978,0.24356842,-0.00283129,0.21505356,0.33683777
987,0.30984879,0.99593572,3249,0.07419586,0.99886379,778,0.23565292,-0.00292807,0.19202232,0.30984879
988,0.31871796,0.99585689,3342,0.06809235,0.99903372,714,0.25062561,-0.00317683,0.19340515,0.31871796
989,0.33531189,0.99556197,3516,0.06504059,0.99910941,682,0.27027130,-0.00354744,0.20017624,0.33531189
