backend,scene,model,d,epochs,pred_video,gt_video,eval_stats,repo_video_metrics,fn_rate,fp_rate,dice,decoded_video_num_frames,decoded_video_mae_mean,decoded_video_rmse_mean,decoded_video_ssim_mean,decoded_video_ssim_min,decoded_video_ssim_max,video_ssim_all,video_psnr_avg,video_vmaf,video_flip_avg
spconv,industrial_clean,OACNNsInterleaved,16,10,results/video_metrics/industrial_spconv_d16_10ep_video/industrial_spconv_d16_10ep_normalized.mp4,results/video_metrics/industrial_spconv_d16_10ep_video/industrial_gt_pvv_video_normalized.mp4,data_for_test/out_spconv/OACNNsInterleaved_industrial_clean_dice_20260508-170334_industrial_clean_spconv_d16_10ep-industrial_clean_spconv_d16_10ep_infer_F5Rc9ZAo/eval_stats.csv,results/video_metrics/industrial_spconv_d16_10ep_video/industrial_spconv_d16_10ep_normalized_results.json,0.0004865375243245451,0.003146750619888562,0.99229835931512,600,0.0092964010577028,0.018428075485862793,0.9598458091417948,0.9521610140800476,0.9882238507270813,0.978528,37.943336,93.446777,0.05059883068005244
