name,num_frames,ssim_mean,pixel_error_rate_proxy_mean,mae_mean,rmse_mean,fn_rate,fp_rate,fp_ratio,gv_ratio,paper_fnr,paper_fpr,pred_visible_over_gt,weighted_dice,eval_stats,pred_dir
d8_depth2_a0001,3598,0.7583315781151473,0.1223991991484656,0.022603732357738646,0.06046509330242193,0.0004285550496262337,0.003868758800852342,0.16785798636601143,0.3395930454903042,0.00040378810818347013,0.9757577756830242,1.975353987574841,0.9992873920607812,/home/atighedl/Adapted_fvdb/data_for_test/out/OACNNsInterleaved_bigcity/bigcity/r30_dice_20260504-185657_20260504-181747_bigcity_fvdb_oacnn_200ep_sweep_d8_depth2_a0001-20260504-181747_bigcity_fvdb_oacnn_200ep_sweep_d8_depth2_a0001_paperstyle_eval_wt2Ixx8g/eval_stats.csv,data_for_test/bigcity_render_d8_depth2_a0001/r30/pvv/00_color
d16_depth2_a0001,3598,0.7593857572435206,0.12146678771750669,0.022417191484877804,0.0599361434133683,0.0003514080937897798,0.008771103657974058,0.3790873279891063,0.5508306112486062,0.00035632939026595243,2.2122349197200775,3.2118785903298113,0.9981036702382196,/home/atighedl/Adapted_fvdb/data_for_test/out/OACNNsInterleaved_bigcity/bigcity/r30_dice_20260504-193535_20260504-181747_bigcity_fvdb_oacnn_200ep_sweep_d16_depth2_a0001-20260504-181747_bigcity_fvdb_oacnn_200ep_sweep_d16_depth2_a0001_paperstyle_eval_EH4YLklP/eval_stats.csv,data_for_test/bigcity_render_d16_depth2_a0001/r30/pvv/00_color
d8_depth2_a001,3598,0.7154239285084988,0.15478905479412405,0.02855154381844403,0.07189958054301075,0.0007806581178340287,0.0032038137691152587,0.1390775378371022,0.3107535859051439,0.0007495365383891235,0.8080414674048857,1.8072919308664968,0.9959071813170443,/home/atighedl/Adapted_fvdb/data_for_test/out/OACNNsInterleaved_bigcity/bigcity/r30_dice_20260504-231636_20260504-181747_bigcity_fvdb_oacnn_200ep_sweep_d8_depth2_a001-20260504-181747_bigcity_fvdb_oacnn_200ep_sweep_d8_depth2_a001_paperstyle_eval_kVFWqz54/eval_stats.csv,data_for_test/bigcity_render_d8_depth2_a001/r30/pvv/00_color
