frame,fvdb_per_percent,fvdb_ssim,fvdb_error_pixels,spconv_per_percent,spconv_ssim,spconv_error_pixels,per_delta_fvdb_minus_spconv,ssim_delta_fvdb_minus_spconv,combined_per_percent,max_per_percent
904,2.11315155,0.98613458,22158,1.19009018,0.99175930,12479,0.92306137,-0.00562472,1.65162086,2.11315155
905,2.09712982,0.98634100,21990,1.18026733,0.99168769,12376,0.91686249,-0.00534669,1.63869858,2.09712982
906,2.04973221,0.98829698,21493,1.27696991,0.98076330,13390,0.77276230,0.00753368,1.66335106,2.04973221
907,2.02713013,0.98838123,21256,1.28488541,0.98048468,13473,0.74224472,0.00789655,1.65600777,2.02713013
908,2.04582214,0.98831243,21452,1.32522583,0.98020357,13896,0.72059631,0.00810886,1.68552399,2.04582214
909,2.03981400,0.98840421,21389,1.36976242,0.97935565,14363,0.67005157,0.00904856,1.70478821,2.03981400
910,2.03790665,0.98849865,21369,1.39617920,0.97870689,14640,0.64172745,0.00979176,1.71704292,2.03790665
911,2.05230713,0.98849954,21520,1.42841339,0.97854153,14978,0.62389374,0.00995801,1.74036026,2.05230713
912,2.04515457,0.98867864,21445,1.48658752,0.97775884,15588,0.55856705,0.01091980,1.76587105,2.04515457
913,2.04381943,0.98871338,21431,1.51014328,0.97728489,15835,0.53367615,0.01142849,1.77698135,2.04381943
914,1.59339905,0.99152962,16708,0.73566437,0.99635218,7714,0.85773468,-0.00482256,1.16453171,1.59339905
915,1.60322189,0.99161078,16811,0.73614120,0.99633298,7719,0.86708069,-0.00472221,1.16968155,1.60322189
916,1.61762238,0.99169654,16962,0.74729919,0.99616911,7836,0.87032318,-0.00447257,1.18246078,1.61762238
917,1.61542892,0.99181460,16939,0.73633194,0.99619178,7721,0.87909698,-0.00437718,1.17588043,1.61542892
918,1.62258148,0.99189238,17014,0.75683594,0.99590526,7936,0.86574554,-0.00401288,1.18970871,1.62258148
919,1.62181854,0.99204494,17006,0.75855255,0.99596091,7954,0.86326599,-0.00391597,1.19018555,1.62181854
920,1.63669586,0.99212956,17162,0.80013275,0.99559974,8390,0.83656311,-0.00347018,1.21841431,1.63669586
921,1.63040161,0.99210349,17096,0.78544617,0.99567144,8236,0.84495544,-0.00356795,1.20792389,1.63040161
922,2.23369598,0.99191677,23422,1.09415054,0.99330085,11473,1.13954544,-0.00138408,1.66392326,2.23369598
923,2.31113434,0.99166617,24234,1.17731094,0.99295241,12345,1.13382339,-0.00128623,1.74422264,2.31113434
924,2.26993561,0.99183885,23802,1.16128922,0.99281603,12177,1.10864639,-0.00097718,1.71561241,2.26993561
925,2.31218338,0.99168264,24245,1.20725632,0.99265428,12659,1.10492706,-0.00097164,1.75971985,2.31218338
926,2.34394073,0.99162891,24578,1.27811432,0.99216882,13402,1.06582642,-0.00053992,1.81102753,2.34394073
927,2.52895355,0.99076438,26518,1.46493912,0.99153182,15361,1.06401443,-0.00076743,1.99694633,2.52895355
928,2.40678787,0.99157228,25237,1.35898590,0.99151906,14250,1.04780197,0.00005322,1.88288689,2.40678787
929,2.66304016,0.99056594,27924,1.56621933,0.99083146,16423,1.09682083,-0.00026552,2.11462975,2.66304016
930,1.55763626,0.99547081,16333,0.48313141,0.99909611,5066,1.07450485,-0.00362530,1.02038383,1.55763626
931,1.60245895,0.99526510,16803,0.52862167,0.99887458,5543,1.07383728,-0.00360948,1.06554031,1.60245895
932,1.61981583,0.99544562,16985,0.53529739,0.99894754,5613,1.08451843,-0.00350192,1.07755661,1.61981583
933,1.66797638,0.99516894,17490,0.59528351,0.99871766,6242,1.07269287,-0.00354871,1.13162994,1.66797638
934,1.65662766,0.99531867,17371,0.59356689,0.99871554,6224,1.06306076,-0.00339687,1.12509727,1.65662766
935,2.11200714,0.99348829,22146,1.05190277,0.99690432,11030,1.06010437,-0.00341603,1.58195496,2.11200714
936,3.08923721,0.98998608,32393,2.20842361,0.99338145,23157,0.88081360,-0.00339537,2.64883041,3.08923721
937,2.76231766,0.99073729,28965,1.96437836,0.99414657,20598,0.79793930,-0.00340928,2.36334801,2.76231766
938,1.47819519,0.99542497,15500,1.64384842,0.99020457,17237,-0.16565323,0.00522040,1.56102180,1.64384842
939,1.11274719,0.99666820,11668,1.30586624,0.99130880,13693,-0.19311905,0.00535940,1.20930672,1.30586624
940,1.09033585,0.99669706,11433,1.33008957,0.99112561,13947,-0.23975372,0.00557145,1.21021271,1.33008957
941,1.10197067,0.99660809,11555,1.35898590,0.99102149,14250,-0.25701523,0.00558660,1.23047829,1.35898590
942,1.04398727,0.99687002,10947,1.35097504,0.99096097,14166,-0.30698776,0.00590905,1.19748116,1.35097504
943,1.03044510,0.99696311,10805,1.36003494,0.99086536,14261,-0.32958984,0.00609775,1.19524002,1.36003494
944,1.07641220,0.99676988,11287,1.43404007,0.99051883,15037,-0.35762787,0.00625105,1.25522614,1.43404007
945,1.07622147,0.99684507,11285,1.47495270,0.99047231,15466,-0.39873123,0.00637276,1.27558708,1.47495270
946,0.89807510,0.99692115,9417,2.66447067,0.97782675,27939,-1.76639557,0.01909439,1.78127289,2.66447067
947,1.02100372,0.99648127,10706,2.73418427,0.97794939,28670,-1.71318054,0.01853188,1.87759399,2.73418427
948,0.94594955,0.99676752,9919,2.58522034,0.97895998,27108,-1.63927078,0.01780754,1.76558495,2.58522034
949,0.93870163,0.99675327,9843,2.45685577,0.97964159,25762,-1.51815414,0.01711167,1.69777870,2.45685577
950,0.90456009,0.99696780,9485,2.36387253,0.98053190,24787,-1.45931244,0.01643590,1.63421631,2.36387253
951,0.97560883,0.99664863,10230,2.41661072,0.98028618,25340,-1.44100189,0.01636245,1.69610977,2.41661072
952,1.64117813,0.99471809,17209,3.09438705,0.97846602,32447,-1.45320892,0.01625208,2.36778259,3.09438705
953,6.08043671,0.98217617,63758,7.56273270,0.96557862,79301,-1.48229599,0.01659755,6.82158470,7.56273270
954,1.05514526,0.99757572,11064,3.14950943,0.96814418,33025,-2.09436417,0.02943154,2.10232735,3.14950943
955,1.05657578,0.99766826,11079,3.34272385,0.96757330,35051,-2.28614807,0.03009497,2.19964981,3.34272385
956,1.05543137,0.99766398,11067,3.56636047,0.96674643,37396,-2.51092911,0.03091755,2.31089592,3.56636047
957,1.08337402,0.99757761,11360,3.65495682,0.96622925,38325,-2.57158279,0.03134836,2.36916542,3.65495682
958,1.06754303,0.99767052,11194,3.61890793,0.96587230,37947,-2.55136490,0.03179822,2.34322548,3.61890793
959,1.07460022,0.99767930,11268,3.58695984,0.96561800,37612,-2.51235962,0.03206130,2.33078003,3.58695984
960,1.08556747,0.99765527,11383,3.58829498,0.96512993,37626,-2.50272751,0.03252534,2.33693123,3.58829498
961,0.94499588,0.99811893,9909,2.34203339,0.98101891,24558,-1.39703751,0.01710001,1.64351463,2.34203339
962,0.81377029,0.99850661,8533,2.17418671,0.98158936,22798,-1.36041641,0.01691725,1.49397850,2.17418671
963,0.80919266,0.99853337,8485,2.19650269,0.98101914,23032,-1.38731003,0.01751423,1.50284767,2.19650269
964,0.81701279,0.99851918,8567,2.27565765,0.98054666,23862,-1.45864487,0.01797252,1.54633522,2.27565765
965,0.81186295,0.99852157,8513,2.33316422,0.97993261,24465,-1.52130127,0.01858896,1.57251358,2.33316422
966,0.81882477,0.99853910,8586,2.34098434,0.97962304,24547,-1.52215958,0.01891606,1.57990456,2.34098434
967,0.81205368,0.99855059,8515,2.31981277,0.97912241,24325,-1.50775909,0.01942818,1.56593323,2.31981277
968,0.84142685,0.99806601,8823,1.23558044,0.99370914,12956,-0.39415359,0.00435687,1.03850365,1.23558044
969,0.81148148,0.99818067,8509,1.25713348,0.99306730,13182,-0.44565201,0.00511337,1.03430748,1.25713348
970,0.81510544,0.99826051,8547,1.30023956,0.99253842,13634,-0.48513412,0.00572209,1.05767250,1.30023956
971,0.80232620,0.99836557,8413,1.38378143,0.99152101,14510,-0.58145523,0.00684456,1.09305382,1.38378143
972,1.00107193,0.99784993,10497,1.59101486,0.99051541,16683,-0.58994293,0.00733451,1.29604340,1.59101486
973,1.26638412,0.99693902,13279,1.87406540,0.98890475,19651,-0.60768127,0.00803427,1.57022476,1.87406540
974,0.78554153,0.99844980,8237,1.42259598,0.98993791,14917,-0.63705444,0.00851189,1.10406876,1.42259598
975,0.68645477,0.99829729,7198,1.02634430,0.99616132,10762,-0.33988953,0.00213597,0.85639954,1.02634430
976,0.68712234,0.99833338,7205,1.04894638,0.99589020,10999,-0.36182404,0.00244318,0.86803436,1.04894638
977,0.65832138,0.99849083,6903,1.05113983,0.99551145,11022,-0.39281845,0.00297938,0.85473061,1.05113983
978,0.65727234,0.99855009,6892,1.06916428,0.99519428,11211,-0.41189194,0.00335581,0.86321831,1.06916428
979,0.66928864,0.99854542,7018,1.11846924,0.99458738,11728,-0.44918060,0.00395805,0.89387894,1.11846924
980,0.63924789,0.99868304,6703,1.10530853,0.99436001,11590,-0.46606064,0.00432303,0.87227821,1.10530853
981,0.63495636,0.99868975,6658,1.14326477,0.99379446,11988,-0.50830841,0.00489529,0.88911057,1.14326477
982,0.53911209,0.99915245,5653,0.65269470,0.99845260,6844,-0.11358261,0.00069985,0.59590340,0.65269470
983,0.53625107,0.99916290,5623,0.65784454,0.99837984,6898,-0.12159348,0.00078307,0.59704781,0.65784454
984,0.53892136,0.99915763,5651,0.65584183,0.99829585,6877,-0.11692047,0.00086178,0.59738159,0.65584183
985,0.53720474,0.99914689,5633,0.66251755,0.99816669,6947,-0.12531281,0.00098020,0.59986115,0.66251755
986,0.54779053,0.99911063,5744,0.65784454,0.99814295,6898,-0.11005402,0.00096768,0.60281754,0.65784454
987,0.54931641,0.99909485,5760,0.66642761,0.99798045,6988,-0.11711121,0.00111440,0.60787201,0.66642761
988,0.54836273,0.99912435,5750,0.68225861,0.99750255,7154,-0.13389587,0.00162180,0.61531067,0.68225861
989,0.63524246,0.99845377,6661,1.27601624,0.99142138,13380,-0.64077377,0.00703239,0.95562935,1.27601624
990,0.65879822,0.99864241,6908,1.29518509,0.99143409,13581,-0.63638687,0.00720831,0.97699165,1.29518509
991,0.64811707,0.99877745,6796,1.29146576,0.99136037,13542,-0.64334869,0.00741709,0.96979141,1.29146576
992,0.64287186,0.99890497,6741,1.29070282,0.99132953,13534,-0.64783096,0.00757544,0.96678734,1.29070282
993,0.64277649,0.99900676,6740,1.29985809,0.99117557,13630,-0.65708160,0.00783119,0.97131729,1.29985809
994,0.64516068,0.99906741,6765,1.32026672,0.99090777,13844,-0.67510605,0.00815964,0.98271370,1.32026672
995,0.65059662,0.99908413,6822,1.32989883,0.99066279,13945,-0.67930222,0.00842134,0.99024773,1.32989883
996,0.79126358,0.99709182,8297,1.41916275,0.98675136,14881,-0.62789917,0.01034046,1.10521317,1.41916275
997,0.78973770,0.99726218,8281,1.40180588,0.98689047,14699,-0.61206818,0.01037170,1.09577179,1.40180588
998,0.77800751,0.99737198,8158,1.38473511,0.98687945,14520,-0.60672760,0.01049253,1.08137131,1.38473511
999,0.78248978,0.99742126,8205,1.37100220,0.98689474,14376,-0.58851242,0.01052651,1.07674599,1.37100220
1000,0.77638626,0.99739242,8141,1.37119293,0.98662242,14378,-0.59480667,0.01077001,1.07378960,1.37119293
1001,0.76999664,0.99739258,8074,1.36823654,0.98640526,14347,-0.59823990,0.01098732,1.06911659,1.36823654
1002,0.76446533,0.99732883,8016,1.36137009,0.98643261,14275,-0.59690475,0.01089622,1.06291771,1.36137009
1003,0.94051361,0.99449160,9862,1.64222717,0.98203478,17220,-0.70171356,0.01245683,1.29137039,1.64222717
1004,0.96902847,0.99439328,10161,1.61943436,0.98282009,16981,-0.65040588,0.01157318,1.29423141,1.61943436
1005,0.94423294,0.99450474,9901,1.58376694,0.98340046,16607,-0.63953400,0.01110428,1.26399994,1.58376694
1006,0.94156265,0.99460921,9873,1.54008865,0.98436279,16149,-0.59852600,0.01024642,1.24082565,1.54008865
1007,0.95920563,0.99461282,10058,1.52759552,0.98498978,16018,-0.56838989,0.00962304,1.24340057,1.52759552
1008,0.95500946,0.99481506,10014,1.50384903,0.98577316,15769,-0.54883957,0.00904189,1.22942924,1.50384903
1009,0.95243454,0.99491250,9987,1.48077011,0.98623968,15527,-0.52833557,0.00867283,1.21660233,1.48077011
1010,0.84505081,0.99531170,8861,1.40790939,0.98792835,14763,-0.56285858,0.00738336,1.12648010,1.40790939
1011,0.82807541,0.99544696,8683,1.36489868,0.98852558,14312,-0.53682327,0.00692139,1.09648705,1.36489868
1012,0.83541870,0.99551246,8760,1.34754181,0.98890944,14130,-0.51212311,0.00660302,1.09148026,1.34754181
1013,0.83208084,0.99555374,8725,1.31988525,0.98924825,13840,-0.48780441,0.00630550,1.07598305,1.31988525
1014,0.81949234,0.99566359,8593,1.29041672,0.98962473,13531,-0.47092438,0.00603886,1.05495453,1.29041672
1015,0.81729889,0.99569376,8570,1.27029419,0.98990694,13320,-0.45299530,0.00578682,1.04379654,1.27029419
1016,0.82683563,0.99582512,8670,1.27954483,0.99016461,13417,-0.45270920,0.00566052,1.05319023,1.27954483
1017,1.15280151,0.99399734,12088,1.19524002,0.99107032,12533,-0.04243851,0.00292702,1.17402077,1.19524002
1018,1.14507675,0.99421258,12007,1.19304657,0.99137918,12510,-0.04796982,0.00283340,1.16906166,1.19304657
1019,1.13830566,0.99434882,11936,1.17902756,0.99154341,12363,-0.04072189,0.00280541,1.15866661,1.17902756
1020,1.13620758,0.99444003,11914,1.18532181,0.99164528,12429,-0.04911423,0.00279475,1.16076469,1.18532181
1021,1.12657547,0.99456844,11813,1.18303299,0.99180051,12405,-0.05645752,0.00276793,1.15480423,1.18303299
1022,1.11799240,0.99465366,11723,1.16729736,0.99197308,12240,-0.04930496,0.00268057,1.14264488,1.16729736
1023,1.11379623,0.99472564,11679,1.16634369,0.99210570,12230,-0.05254745,0.00261994,1.14006996,1.16634369
1024,0.83389282,0.99498920,8744,1.02195740,0.99365244,10716,-0.18806458,0.00133676,0.92792511,1.02195740
1025,0.83055496,0.99495833,8709,1.00345612,0.99367499,10522,-0.17290115,0.00128334,0.91700554,1.00345612
1026,0.83980560,0.99500710,8806,1.00984573,0.99372785,10589,-0.17004013,0.00127925,0.92482567,1.00984573
1027,0.85878372,0.99511684,9005,1.01289749,0.99381068,10621,-0.15411377,0.00130617,0.93584061,1.01289749
1028,0.87022781,0.99523855,9125,1.01327896,0.99391582,10625,-0.14305115,0.00132274,0.94175339,1.01327896
1029,0.88529587,0.99539635,9283,1.01690292,0.99403847,10663,-0.13160706,0.00135789,0.95109940,1.01690292
1030,0.88815689,0.99560995,9313,1.01642609,0.99423751,10658,-0.12826920,0.00137244,0.95229149,1.01642609
1031,0.42905807,0.99916755,4499,0.71907043,0.99778388,7540,-0.29001236,0.00138367,0.57406425,0.71907043
1032,0.42839050,0.99920316,4492,0.71554184,0.99775707,7503,-0.28715134,0.00144609,0.57196617,0.71554184
1033,0.42648315,0.99923473,4472,0.72145462,0.99780466,7565,-0.29497147,0.00143007,0.57396889,0.72145462
1034,0.42762756,0.99925877,4484,0.72631836,0.99775890,7616,-0.29869080,0.00149987,0.57697296,0.72631836
1035,0.42562485,0.99928877,4463,0.73614120,0.99772830,7719,-0.31051636,0.00156046,0.58088303,0.73614120
1036,0.42762756,0.99932043,4484,0.73051453,0.99775502,7660,-0.30288696,0.00156541,0.57907104,0.73051453
1037,0.42810440,0.99934992,4489,0.73204041,0.99778801,7676,-0.30393600,0.00156191,0.58007240,0.73204041
1038,0.47025681,0.99925534,4931,0.95863342,0.99711342,10052,-0.48837662,0.00214192,0.71444511,0.95863342
1039,0.46691895,0.99925483,4896,0.94804764,0.99716248,9941,-0.48112869,0.00209235,0.70748329,0.94804764
1040,0.48246384,0.99925238,5059,0.95977783,0.99723194,10064,-0.47731400,0.00202044,0.72112083,0.95977783
1041,0.47082901,0.99926675,4937,0.96044540,0.99723446,10071,-0.48961639,0.00203228,0.71563721,0.96044540
1042,0.47664642,0.99926932,4998,0.95195770,0.99732116,9982,-0.47531128,0.00194816,0.71430206,0.95195770
1043,0.47941208,0.99928197,5027,0.95767975,0.99734427,10042,-0.47826767,0.00193770,0.71854591,0.95767975
1044,0.47311783,0.99929479,4961,0.97332001,0.99730981,10206,-0.50020218,0.00198498,0.72321892,0.97332001
1045,0.69551468,0.99907918,7293,0.93698502,0.99630567,9825,-0.24147034,0.00277351,0.81624985,0.93698502
1046,0.68674088,0.99908707,7201,0.95357895,0.99629293,9999,-0.26683807,0.00279414,0.82015991,0.95357895
1047,0.67262650,0.99912225,7053,0.94480515,0.99633684,9907,-0.27217865,0.00278541,0.80871582,0.94480515
1048,0.67234039,0.99910387,7050,0.95901489,0.99630770,10056,-0.28667450,0.00279617,0.81567764,0.95901489
1049,0.66137314,0.99913441,6935,0.95853806,0.99637066,10051,-0.29716492,0.00276375,0.80995560,0.95853806
1050,0.65431595,0.99913931,6861,0.96263885,0.99640830,10094,-0.30832291,0.00273101,0.80847740,0.96263885
1051,0.65202713,0.99916740,6837,0.96893311,0.99647516,10160,-0.31690598,0.00269223,0.81048012,0.96893311
1052,0.75130463,0.99886936,7878,0.91285706,0.99636747,9572,-0.16155243,0.00250189,0.83208084,0.91285706
1053,0.72822571,0.99887856,7636,0.95682144,0.99621324,10033,-0.22859573,0.00266532,0.84252357,0.95682144
1054,0.70075989,0.99893863,7348,0.98447800,0.99602500,10323,-0.28371811,0.00291363,0.84261894,0.98447800
1055,0.67319870,0.99896452,7059,0.99277496,0.99590616,10410,-0.31957626,0.00305836,0.83298683,0.99277496
1056,0.65174103,0.99900658,6834,0.99573135,0.99596648,10441,-0.34399033,0.00304010,0.82373619,0.99573135
1057,0.63781738,0.99900763,6688,0.98609924,0.99619468,10340,-0.34828186,0.00281295,0.81195831,0.98609924
1058,0.61721802,0.99902543,6472,0.98104477,0.99644551,10287,-0.36382675,0.00257992,0.79913139,0.98104477
1059,0.48570633,0.99926492,5093,0.42304993,0.99941491,4436,0.06265640,-0.00014999,0.45437813,0.48570633
1060,0.47025681,0.99928887,4931,0.42085648,0.99941076,4413,0.04940033,-0.00012188,0.44555664,0.47025681
1061,0.45442581,0.99929579,4765,0.40607452,0.99944186,4258,0.04835129,-0.00014608,0.43025017,0.45442581
1062,0.44155121,0.99931233,4630,0.41446686,0.99941946,4346,0.02708435,-0.00010712,0.42800903,0.44155121
1063,0.42047501,0.99932521,4409,0.40626526,0.99944500,4260,0.01420975,-0.00011979,0.41337013,0.42047501
1064,0.40369034,0.99934939,4233,0.40578842,0.99945656,4255,-0.00209808,-0.00010717,0.40473938,0.40578842
1065,0.37879944,0.99939549,3972,0.39405823,0.99946377,4132,-0.01525879,-0.00006828,0.38642883,0.39405823
1066,0.51355362,0.99954323,5385,0.83656311,0.99899636,8772,-0.32300949,0.00054687,0.67505836,0.83656311
1067,0.49133301,0.99956678,5152,0.81548691,0.99900899,8551,-0.32415390,0.00055779,0.65340996,0.81548691
1068,0.47416687,0.99960138,4972,0.80289841,0.99902846,8419,-0.32873154,0.00057292,0.63853264,0.80289841
1069,0.45833588,0.99961428,4806,0.79202652,0.99904225,8305,-0.33369064,0.00057203,0.62518120,0.79202652
1070,0.43735504,0.99961816,4586,0.77495575,0.99904284,8126,-0.33760071,0.00057532,0.60615540,0.77495575
1071,0.42705536,0.99963807,4478,0.76675415,0.99905852,8040,-0.33969879,0.00057955,0.59690475,0.76675415
1072,0.41608810,0.99965578,4363,0.75674057,0.99906128,7935,-0.34065247,0.00059450,0.58641434,0.75674057
1073,0.41484833,0.99956426,4350,1.20058060,0.99889743,12589,-0.78573227,0.00066683,0.80771446,1.20058060
1074,0.41236877,0.99957608,4324,1.20191574,0.99888696,12603,-0.78954697,0.00068911,0.80714226,1.20191574
1075,0.39606094,0.99958119,4153,1.21212006,0.99882228,12710,-0.81605911,0.00075891,0.80409050,1.21212006
1076,0.39482117,0.99959803,4140,1.21803284,0.99874129,12772,-0.82321167,0.00085673,0.80642700,1.21803284
1077,0.39167404,0.99960396,4107,1.21297836,0.99870477,12719,-0.82130432,0.00089919,0.80232620,1.21297836
1078,0.38909912,0.99960458,4080,1.21469498,0.99867397,12737,-0.82559586,0.00093061,0.80189705,1.21469498
1079,0.38900375,0.99960632,4079,1.20744705,0.99869306,12661,-0.81844330,0.00091326,0.79822540,1.20744705
1080,0.41694641,0.99846115,4372,0.98791122,0.99882352,10359,-0.57096481,-0.00036237,0.70242882,0.98791122
1081,0.41866302,0.99838961,4390,0.97999573,0.99884130,10276,-0.56133270,-0.00045169,0.69932938,0.97999573
1082,0.42800903,0.99821134,4488,0.97742081,0.99885052,10249,-0.54941177,-0.00063918,0.70271492,0.97742081
1083,0.43516159,0.99813396,4563,0.97112656,0.99883170,10183,-0.53596497,-0.00069775,0.70314407,0.97112656
1084,0.43592453,0.99820237,4571,0.96359253,0.99880857,10104,-0.52766800,-0.00060619,0.69975853,0.96359253
1085,0.43659210,0.99829399,4578,0.96063614,0.99876902,10073,-0.52404404,-0.00047503,0.69861412,0.96063614
1086,0.45566559,0.99824089,4778,0.96702576,0.99870305,10140,-0.51136017,-0.00046216,0.71134567,0.96702576
1087,0.48923492,0.99897032,5130,0.93564987,0.99823941,9811,-0.44641495,0.00073090,0.71244240,0.93564987
1088,0.48170090,0.99903354,5051,0.90751648,0.99832569,9516,-0.42581558,0.00070785,0.69460869,0.90751648
1089,0.42171478,0.99916407,4422,0.83036423,0.99850097,8707,-0.40864944,0.00066310,0.62603951,0.83036423
1090,0.39157867,0.99922964,4106,0.76684952,0.99862458,8041,-0.37527084,0.00060506,0.57921410,0.76684952
1091,0.38757324,0.99925546,4064,0.73890686,0.99868116,7748,-0.35133362,0.00057430,0.56324005,0.73890686
1092,0.37956238,0.99936412,3980,0.70257187,0.99882985,7367,-0.32300949,0.00053427,0.54106712,0.70257187
1093,0.37536621,0.99940776,3936,0.67815781,0.99895813,7111,-0.30279160,0.00044963,0.52676201,0.67815781
1094,0.15716553,0.99988020,1648,0.31805038,0.99975637,3335,-0.16088486,0.00012383,0.23760796,0.31805038
1095,0.15010834,0.99988675,1574,0.30088425,0.99977538,3155,-0.15077591,0.00011138,0.22549629,0.30088425
1096,0.14762878,0.99988715,1548,0.28753281,0.99978408,3015,-0.13990402,0.00010306,0.21758080,0.28753281
1097,0.14705658,0.99988007,1542,0.27608871,0.99979532,2895,-0.12903214,0.00008475,0.21157265,0.27608871
1098,0.14228821,0.99988073,1492,0.26597977,0.99980871,2789,-0.12369156,0.00007203,0.20413399,0.26597977
1099,0.13465881,0.99988227,1412,0.24261475,0.99982307,2544,-0.10795593,0.00005920,0.18863678,0.24261475
1100,0.13322830,0.99988308,1397,0.23221970,0.99983646,2435,-0.09899139,0.00004662,0.18272400,0.23221970
1101,0.10843277,0.99985876,1137,0.17585754,0.99987479,1844,-0.06742477,-0.00001603,0.14214516,0.17585754
1102,0.11014938,0.99985312,1155,0.15563965,0.99990468,1632,-0.04549026,-0.00005156,0.13289452,0.15563965
1103,0.10824203,0.99982585,1135,0.14095306,0.99992625,1478,-0.03271103,-0.00010039,0.12459755,0.14095306
1104,0.11930466,0.99983405,1251,0.13198853,0.99994304,1384,-0.01268387,-0.00010899,0.12564659,0.13198853
1105,0.12512207,0.99982282,1312,0.11968613,0.99994685,1255,0.00543594,-0.00012403,0.12240410,0.12512207
1106,0.12598038,0.99982162,1321,0.10986328,0.99995041,1152,0.01611710,-0.00012879,0.11792183,0.12598038
1107,0.12226105,0.99983560,1282,0.09632111,0.99995590,1010,0.02593994,-0.00012030,0.10929108,0.12226105
1108,0.14963150,0.99955635,1569,0.08201599,0.99995798,860,0.06761551,-0.00040162,0.11582375,0.14963150
1109,0.14791489,0.99955653,1551,0.07896423,0.99995400,828,0.06895065,-0.00039747,0.11343956,0.14791489
1110,0.15020370,0.99954044,1575,0.07972717,0.99995883,836,0.07047653,-0.00041840,0.11496544,0.15020370
1111,0.15382767,0.99953146,1613,0.08096695,0.99995285,849,0.07286072,-0.00042139,0.11739731,0.15382767
1112,0.15058517,0.99953589,1579,0.07371902,0.99995980,773,0.07686615,-0.00042391,0.11215210,0.15058517
1113,0.14152527,0.99955434,1484,0.06856918,0.99996201,719,0.07295609,-0.00040767,0.10504723,0.14152527
1114,0.14848709,0.99952950,1557,0.07438660,0.99996017,780,0.07410049,-0.00043067,0.11143684,0.14848709
1115,0.09613037,0.99981752,1008,0.12998581,0.99979201,1363,-0.03385544,0.00002551,0.11305809,0.12998581
1116,0.09880066,0.99980629,1036,0.12950897,0.99978456,1358,-0.03070831,0.00002173,0.11415482,0.12950897
1117,0.09012222,0.99982742,945,0.12607574,0.99980758,1322,-0.03595352,0.00001984,0.10809898,0.12607574
1118,0.09603500,0.99981909,1007,0.12712479,0.99980196,1333,-0.03108978,0.00001713,0.11157990,0.12712479
1119,0.08802414,0.99983215,923,0.11768341,0.99981365,1234,-0.02965927,0.00001850,0.10285378,0.11768341
1120,0.09479523,0.99982412,994,0.12474060,0.99980639,1308,-0.02994537,0.00001773,0.10976791,0.12474060
1121,0.09450912,0.99983012,991,0.11930466,0.99981721,1251,-0.02479553,0.00001292,0.10690689,0.11930466
1122,0.15859604,0.99979347,1663,0.15544891,0.99980145,1630,0.00314713,-0.00000798,0.15702248,0.15859604
1123,0.15544891,0.99979914,1630,0.15239716,0.99979706,1598,0.00305176,0.00000208,0.15392303,0.15544891
1124,0.15439987,0.99979605,1619,0.15010834,0.99980669,1574,0.00429153,-0.00001064,0.15225410,0.15439987
1125,0.15487671,0.99980828,1624,0.14085770,0.99983318,1477,0.01401901,-0.00002490,0.14786720,0.15487671
1126,0.15268326,0.99981736,1601,0.13618469,0.99985502,1428,0.01649857,-0.00003767,0.14443398,0.15268326
1127,0.14696121,0.99983366,1541,0.12788773,0.99986567,1341,0.01907349,-0.00003201,0.13742447,0.14696121
1128,0.15888214,0.99979816,1666,0.13751984,0.99982428,1442,0.02136230,-0.00002612,0.14820099,0.15888214
1129,0.24051666,0.99961547,2522,0.12054443,0.99988084,1264,0.11997223,-0.00026538,0.18053055,0.24051666
1130,0.22735596,0.99961552,2384,0.11157990,0.99988965,1170,0.11577606,-0.00027413,0.16946793,0.22735596
1131,0.22583008,0.99963058,2368,0.10614395,0.99991550,1113,0.11968613,-0.00028492,0.16598701,0.22583008
1132,0.21018982,0.99966837,2204,0.10099411,0.99991834,1059,0.10919571,-0.00024997,0.15559196,0.21018982
1133,0.20437241,0.99965312,2143,0.09784698,0.99992057,1026,0.10652542,-0.00026745,0.15110970,0.20437241
1134,0.19550323,0.99966154,2050,0.09412766,0.99991862,987,0.10137558,-0.00025707,0.14481544,0.19550323
1135,0.18577576,0.99969666,1948,0.09784698,0.99990800,1026,0.08792877,-0.00021133,0.14181137,0.18577576
1136,0.15659332,0.99971737,1642,0.12588501,0.99989899,1320,0.03070831,-0.00018162,0.14123917,0.15659332
1137,0.14572144,0.99974377,1528,0.11005402,0.99990843,1154,0.03566742,-0.00016467,0.12788773,0.14572144
1138,0.14381409,0.99976776,1508,0.10128021,0.99990772,1062,0.04253387,-0.00013996,0.12254715,0.14381409
1139,0.13628006,0.99977622,1429,0.09174347,0.99990673,962,0.04453659,-0.00013051,0.11401176,0.13628006
1140,0.12865067,0.99980072,1349,0.08344650,0.99990942,875,0.04520416,-0.00010870,0.10604858,0.12865067
1141,0.11949539,0.99981377,1253,0.07839203,0.99990782,822,0.04110336,-0.00009405,0.09894371,0.11949539
1142,0.12187958,0.99981021,1278,0.07867813,0.99992297,825,0.04320145,-0.00011276,0.10027885,0.12187958
1143,0.18415451,0.99964131,1931,0.16136169,0.99970304,1692,0.02279282,-0.00006173,0.17275810,0.18415451
1144,0.18272400,0.99964644,1916,0.16384125,0.99970373,1718,0.01888275,-0.00005729,0.17328262,0.18272400
