frame,fvdb_per_percent,fvdb_ssim,fvdb_error_pixels,spconv_per_percent,spconv_ssim,spconv_error_pixels,per_delta_fvdb_minus_spconv,ssim_delta_fvdb_minus_spconv,combined_per_percent,max_per_percent
1701,0.58250427,0.99841389,6108,1.86052322,0.98475483,19509,-1.27801895,0.01365907,1.22151375,1.86052322
1702,0.37813187,0.99907146,3965,1.59263611,0.98731793,16700,-1.21450424,0.01175353,0.98538399,1.59263611
1703,0.37784576,0.99913880,3962,1.62973404,0.98706347,17089,-1.25188828,0.01207533,1.00378990,1.62973404
1704,0.36115646,0.99922231,3787,1.65958405,0.98686097,17402,-1.29842758,0.01236134,1.01037025,1.65958405
1705,0.34446716,0.99933832,3612,1.69324875,0.98654142,17755,-1.34878159,0.01279690,1.01885796,1.69324875
1706,0.73556900,0.99750072,7713,1.58853531,0.98544267,16657,-0.85296631,0.01205806,1.16205215,1.58853531
1707,0.75826645,0.99743876,7951,1.65891647,0.98489392,17395,-0.90065002,0.01254484,1.20859146,1.65891647
1708,0.78611374,0.99737721,8243,1.73044205,0.98422691,18145,-0.94432831,0.01315029,1.25827789,1.73044205
1709,0.80118179,0.99729227,8401,1.78918839,0.98364205,18761,-0.98800659,0.01365023,1.29518509,1.78918839
1710,0.68521500,0.99710260,7185,0.61292648,0.99524417,6427,0.07228851,0.00185843,0.64907074,0.68521500
1711,0.70409775,0.99706021,7383,0.64935684,0.99497509,6809,0.05474091,0.00208512,0.67672729,0.70409775
1712,0.71268082,0.99702043,7473,0.68817139,0.99467017,7216,0.02450943,0.00235026,0.70042610,0.71268082
1713,0.71287155,0.99700688,7475,0.72374344,0.99435469,7589,-0.01087189,0.00265219,0.71830750,0.72374344
1714,0.56695938,0.99788514,5945,0.24242401,0.99966280,2542,0.32453537,-0.00177766,0.40469170,0.56695938
1715,0.60424805,0.99772636,6336,0.25539398,0.99962583,2678,0.34885406,-0.00189947,0.42982101,0.60424805
1716,0.63238144,0.99750282,6631,0.26397705,0.99948239,2768,0.36840439,-0.00197958,0.44817924,0.63238144
1717,0.65507889,0.99719849,6869,0.27494431,0.99929576,2883,0.38013458,-0.00209726,0.46501160,0.65507889
1718,1.27687454,0.98973271,13389,0.28572083,0.99819142,2996,0.99115372,-0.00845871,0.78129768,1.27687454
1719,1.37538910,0.98862905,14422,0.32653809,0.99789948,3424,1.04885101,-0.00927043,0.85096359,1.37538910
1720,1.53121948,0.98728001,16056,0.37498474,0.99742328,3932,1.15623474,-0.01014327,0.95310211,1.53121948
1721,1.61361694,0.98721062,16920,0.42505264,0.99697984,4457,1.18856430,-0.00976922,1.01933479,1.61361694
1722,0.60205460,0.99682843,6313,0.75855255,0.99351703,7954,-0.15649796,0.00331140,0.68030357,0.75855255
1723,0.65279007,0.99620690,6845,0.84676743,0.99249472,8879,-0.19397736,0.00371217,0.74977875,0.84676743
1724,0.74310303,0.99516332,7792,0.95968246,0.99115885,10063,-0.21657944,0.00400448,0.85139275,0.95968246
1725,0.87509155,0.99417368,9176,1.08337402,0.98979749,11360,-0.20828247,0.00437619,0.97923279,1.08337402
1726,0.24633408,0.99908486,2583,2.11076736,0.98132513,22133,-1.86443329,0.01775973,1.17855072,2.11076736
1727,0.25978088,0.99903722,2724,2.18381882,0.97985658,22899,-1.92403793,0.01918064,1.22179985,2.18381882
1728,0.29363632,0.99885469,3079,2.23236084,0.97857952,23408,-1.93872452,0.02027518,1.26299858,2.23236084
1729,0.30851364,0.99873552,3235,2.24313736,0.97725504,23521,-1.93462372,0.02148048,1.27582550,2.24313736
1730,0.39005280,0.99843930,4090,1.92222595,0.97920561,20156,-1.53217316,0.01923369,1.15613937,1.92222595
1731,0.40197372,0.99841148,4215,2.06356049,0.97806144,21638,-1.66158676,0.02035004,1.23276711,2.06356049
1732,0.43325424,0.99820040,4543,2.15711594,0.97742724,22619,-1.72386169,0.02077315,1.29518509,2.15711594
1733,0.44078827,0.99811849,4622,2.22444534,0.97691536,23325,-1.78365707,0.02120314,1.33261681,2.22444534
1734,0.75101852,0.99532341,7875,2.30960846,0.97986476,24218,-1.55858994,0.01545865,1.53031349,2.30960846
1735,0.76160431,0.99518398,7986,2.38952637,0.97968080,25056,-1.62792206,0.01550318,1.57556534,2.38952637
1736,0.79460144,0.99484722,8332,2.42719650,0.97927815,25451,-1.63259506,0.01556906,1.61089897,2.42719650
1737,0.82998276,0.99470604,8703,2.45933533,0.97906719,25788,-1.62935257,0.01563885,1.64465904,2.45933533
1738,0.75845718,0.99515787,7953,1.19791031,0.98890851,12561,-0.43945312,0.00624936,0.97818375,1.19791031
1739,0.77896118,0.99496222,8168,1.18818283,0.98908816,12459,-0.40922165,0.00587407,0.98357201,1.18818283
1740,0.78458786,0.99490423,8227,1.20420456,0.98895457,12627,-0.41961670,0.00594967,0.99439621,1.20420456
1741,0.81605911,0.99459937,8557,1.21927261,0.98915746,12785,-0.40321350,0.00544191,1.01766586,1.21927261
1742,0.61140060,0.99642232,6411,0.47483444,0.99367478,4979,0.13656616,0.00274754,0.54311752,0.61140060
1743,0.64287186,0.99616901,6741,0.50144196,0.99330757,5258,0.14142990,0.00286144,0.57215691,0.64287186
1744,0.67348480,0.99579908,7062,0.52394867,0.99288625,5494,0.14953613,0.00291283,0.59871674,0.67348480
1745,0.69618225,0.99546674,7300,0.54578781,0.99255133,5723,0.15039444,0.00291541,0.62098503,0.69618225
1746,1.03673935,0.99267767,10871,0.67033768,0.99266951,7029,0.36640167,0.00000816,0.85353851,1.03673935
1747,1.05304718,0.99257447,11042,0.68998337,0.99247364,7235,0.36306381,0.00010083,0.87151527,1.05304718
1748,1.05886459,0.99247242,11103,0.73709488,0.99203794,7729,0.32176971,0.00043448,0.89797974,1.05886459
1749,1.06620789,0.99244909,11180,0.78115463,0.99176735,8191,0.28505325,0.00068174,0.92368126,1.06620789
1750,0.56610107,0.99736593,5936,0.52957535,0.99487305,5553,0.03652573,0.00249288,0.54783821,0.56610107
1751,0.57353973,0.99736379,6014,0.58889389,0.99429931,6175,-0.01535416,0.00306447,0.58121681,0.58889389
1752,0.57697296,0.99717784,6050,0.66032410,0.99360238,6924,-0.08335114,0.00357546,0.61864853,0.66032410
1753,0.59423447,0.99708658,6231,0.74062347,0.99277625,7766,-0.14638901,0.00431034,0.66742897,0.74062347
1754,0.70085526,0.99474841,7349,1.10960007,0.99113281,11635,-0.40874481,0.00361560,0.90522766,1.10960007
1755,0.75082779,0.99436077,7873,1.20983124,0.99006428,12686,-0.45900345,0.00429649,0.98032951,1.20983124
1756,0.78582764,0.99396761,8240,1.30748749,0.98890212,13710,-0.52165985,0.00506548,1.04665756,1.30748749
1757,0.82969666,0.99322634,8700,1.41868591,0.98760572,14876,-0.58898926,0.00562062,1.12419128,1.41868591
1758,0.95653534,0.99003285,10030,0.41389465,0.99760300,4340,0.54264069,-0.00757015,0.68521500,0.95653534
1759,1.02348328,0.98926455,10732,0.44384003,0.99729682,4654,0.57964325,-0.00803227,0.73366165,1.02348328
1760,1.08222961,0.98842984,11348,0.55007935,0.99628904,5768,0.53215027,-0.00785920,0.81615448,1.08222961
1761,1.17435455,0.98740244,12314,0.71420670,0.99514895,7489,0.46014786,-0.00774651,0.94428062,1.17435455
1762,1.21278763,0.99108851,12717,4.12015915,0.95855659,43203,-2.90737152,0.03253193,2.66647339,4.12015915
1763,1.56164169,0.98914129,16375,4.73728180,0.95459352,49674,-3.17564011,0.03454776,3.14946175,4.73728180
1764,1.91459656,0.98721015,20076,5.38444519,0.95101310,56460,-3.46984863,0.03619705,3.64952087,5.38444519
1765,2.27003098,0.98465734,23803,5.95178604,0.94764653,62409,-3.68175507,0.03701081,4.11090851,5.95178604
1766,1.48916245,0.98938293,15615,4.71487045,0.96000586,49439,-3.22570801,0.02937707,3.10201645,4.71487045
1767,1.63192749,0.98823979,17112,5.18112183,0.95679081,54328,-3.54919434,0.03144898,3.40652466,5.18112183
1768,1.71556473,0.98763167,17989,5.48229218,0.95400218,57486,-3.76672745,0.03362949,3.59892845,5.48229218
1769,1.78308487,0.98692268,18697,5.73463440,0.95226362,60132,-3.95154953,0.03465906,3.75885963,5.73463440
1770,0.99143982,0.99562064,10396,2.54468918,0.98544673,26683,-1.55324936,0.01017391,1.76806450,2.54468918
1771,1.05514526,0.99524555,11064,2.70509720,0.98507170,28365,-1.64995193,0.01017385,1.88012123,2.70509720
1772,1.03416443,0.99513948,10844,2.79932022,0.98453875,29353,-1.76515579,0.01060073,1.91674232,2.79932022
1773,1.03588104,0.99532867,10862,2.70843506,0.98504352,28400,-1.67255402,0.01028515,1.87215805,2.70843506
1774,0.92811584,0.99428566,9732,1.93805695,0.99140937,20322,-1.00994110,0.00287629,1.43308640,1.93805695
1775,1.01928711,0.99375325,10688,1.47533417,0.99332033,15470,-0.45604706,0.00043292,1.24731064,1.47533417
1776,1.09586716,0.99320915,11491,1.16653442,0.99503579,12232,-0.07066727,-0.00182664,1.13120079,1.16653442
1777,1.42936707,0.99034732,14988,1.89590454,0.99190463,19880,-0.46653748,-0.00155731,1.66263580,1.89590454
1778,1.46245956,0.98976064,15335,2.33297348,0.99051750,24463,-0.87051392,-0.00075686,1.89771652,2.33297348
1779,1.45196915,0.98924307,15225,1.95455551,0.99148504,20495,-0.50258636,-0.00224198,1.70326233,1.95455551
1780,1.18217468,0.99194752,12396,0.74625015,0.99727375,7825,0.43592453,-0.00532623,0.96421242,1.18217468
1781,1.18532181,0.99172518,12429,0.60014725,0.99776144,6293,0.58517456,-0.00603626,0.89273453,1.18532181
1782,1.19485855,0.99134084,12529,0.81472397,0.99658899,8543,0.38013458,-0.00524815,1.00479126,1.19485855
1783,1.00288391,0.99637423,10516,0.59232712,0.99667511,6211,0.41055679,-0.00030088,0.79760551,1.00288391
1784,1.02977753,0.99621647,10798,0.60663223,0.99659697,6361,0.42314529,-0.00038050,0.81820488,1.02977753
1785,1.05772018,0.99599256,11091,0.60129166,0.99656368,6305,0.45642853,-0.00057112,0.82950592,1.05772018
1786,1.30014420,0.99395445,13633,0.54922104,0.99887900,5759,0.75092316,-0.00492455,0.92468262,1.30014420
1787,1.39436722,0.99276935,14621,0.57229996,0.99879098,6001,0.82206726,-0.00602163,0.98333359,1.39436722
1788,1.42688751,0.99185767,14962,0.58841705,0.99871355,6170,0.83847046,-0.00685588,1.00765228,1.42688751
1789,4.69360352,0.96124213,49216,2.56652832,0.97757567,26912,2.12707520,-0.01633354,3.63006592,4.69360352
1790,4.21962738,0.96266736,44246,2.79445648,0.97516431,29302,1.42517090,-0.01249695,3.50704193,4.21962738
1791,3.80039215,0.96428661,39850,2.80485153,0.97426951,29411,0.99554062,-0.00998290,3.30262184,3.80039215
1792,1.87187195,0.98461044,19628,1.70469284,0.98193889,17875,0.16717911,0.00267155,1.78828239,1.87187195
1793,1.80826187,0.98441105,18961,1.52444839,0.98293932,15985,0.28381348,0.00147173,1.66635513,1.80826187
1794,1.82094574,0.98400625,19094,1.42774582,0.98362974,14971,0.39319992,0.00037651,1.62434578,1.82094574
1795,1.73492432,0.98650783,18192,1.87788010,0.97495780,19691,-0.14295578,0.01155003,1.80640221,1.87788010
1796,1.78232193,0.98593544,18689,1.84478760,0.97475770,19344,-0.06246567,0.01117773,1.81355476,1.84478760
1797,1.77402496,0.98586615,18602,1.90582275,0.97396023,19984,-0.13179779,0.01190591,1.83992386,1.90582275
1798,1.39131546,0.98963375,14589,1.77717209,0.96866916,18635,-0.38585663,0.02096459,1.58424377,1.77717209
1799,1.41391754,0.98907019,14826,1.82533264,0.96775721,19140,-0.41141510,0.02131298,1.61962509,1.82533264
1800,1.47190094,0.98828882,15434,1.89170837,0.96650396,19836,-0.41980743,0.02178486,1.68180466,1.89170837
1801,1.39884949,0.99012643,14668,0.82311630,0.99447265,8631,0.57573318,-0.00434622,1.11098289,1.39884949
1802,1.43699646,0.98958158,15068,0.82559586,0.99439323,8657,0.61140060,-0.00481165,1.13129616,1.43699646
1803,1.45339966,0.98947403,15240,0.83293915,0.99443435,8734,0.62046051,-0.00496031,1.14316940,1.45339966
1804,0.92477798,0.99543304,9697,0.51851273,0.99854951,5437,0.40626526,-0.00311647,0.72164536,0.92477798
1805,0.96940994,0.99516392,10165,0.54531097,0.99837518,5718,0.42409897,-0.00321126,0.75736046,0.96940994
1806,1.00049973,0.99476674,10491,0.57315826,0.99831155,6010,0.42734146,-0.00354481,0.78682899,1.00049973
1807,0.92878342,0.99676783,9739,0.98619461,0.99360685,10341,-0.05741119,0.00316098,0.95748901,0.98619461
1808,0.86326599,0.99705583,9052,0.95891953,0.99389567,10055,-0.09565353,0.00316016,0.91109276,0.95891953
1809,0.91161728,0.99674970,9559,0.96111298,0.99371282,10078,-0.04949570,0.00303689,0.93636513,0.96111298
1810,1.76439285,0.98893524,18501,1.33285522,0.99052881,13976,0.43153763,-0.00159356,1.54862404,1.76439285
1811,1.86214447,0.98732850,19526,1.32684708,0.99126049,13913,0.53529739,-0.00393199,1.59449577,1.86214447
1812,1.85422897,0.98738058,19443,1.23558044,0.99362991,12956,0.61864853,-0.00624932,1.54490471,1.85422897
1813,1.92050934,0.98783182,20138,0.92020035,0.99568071,9649,1.00030899,-0.00784888,1.42035484,1.92050934
1814,1.97649002,0.98745184,20725,0.89378357,0.99586457,9372,1.08270645,-0.00841273,1.43513680,1.97649002
1815,2.01873779,0.98678124,21168,0.87366104,0.99586041,9161,1.14507675,-0.00907917,1.44619942,2.01873779
1816,0.96483231,0.99710667,10117,0.47273636,0.99943713,4957,0.49209595,-0.00233046,0.71878433,0.96483231
1817,0.99258423,0.99689732,10408,0.46596527,0.99947691,4886,0.52661896,-0.00257959,0.72927475,0.99258423
1818,1.02605820,0.99663746,10759,0.47235489,0.99946591,4953,0.55370331,-0.00282845,0.74920654,1.02605820
1819,1.13534927,0.99722386,11905,0.71697235,0.99898519,7518,0.41837692,-0.00176133,0.92616081,1.13534927
1820,1.14278793,0.99720758,11983,0.71573257,0.99906840,7505,0.42705536,-0.00186083,0.92926025,1.14278793
1821,1.12991333,0.99719087,11848,0.69894791,0.99911162,7329,0.43096542,-0.00192074,0.91443062,1.12991333
1822,1.25665665,0.99578995,13177,0.50868988,0.99917537,5334,0.74796677,-0.00338543,0.88267326,1.25665665
1823,1.27468109,0.99569468,13366,0.51536560,0.99915945,5404,0.75931549,-0.00346477,0.89502335,1.27468109
1824,1.27677917,0.99571474,13388,0.50897598,0.99919430,5337,0.76780319,-0.00347955,0.89287758,1.27677917
1825,1.51214600,0.99476720,15856,0.56905746,0.99869871,5967,0.94308853,-0.00393151,1.04060173,1.51214600
1826,1.54781342,0.99452416,16230,0.57525635,0.99865495,6032,0.97255707,-0.00413079,1.06153488,1.54781342
1827,1.53551102,0.99481804,16101,0.58259964,0.99867911,6109,0.95291138,-0.00386108,1.05905533,1.53551102
1828,0.96292496,0.99719903,10097,0.49133301,0.99934734,5152,0.47159195,-0.00214831,0.72712898,0.96292496
1829,1.00870132,0.99686160,10577,0.50888062,0.99934770,5336,0.49982071,-0.00248610,0.75879097,1.00870132
1830,1.00126266,0.99706441,10499,0.49772263,0.99936460,5219,0.50354004,-0.00230019,0.74949265,1.00126266
1831,1.22547150,0.99712673,12850,1.05476379,0.99747289,11060,0.17070770,-0.00034615,1.14011765,1.22547150
1832,1.22652054,0.99713393,12861,1.05581284,0.99734250,11071,0.17070770,-0.00020857,1.14116669,1.22652054
1833,1.25427246,0.99704913,13152,1.07870102,0.99715886,11311,0.17557144,-0.00010973,1.16648674,1.25427246
1834,0.97045898,0.99760701,10176,0.79660416,0.99660702,8353,0.17385483,0.00099999,0.88353157,0.97045898
1835,0.96254349,0.99758930,10093,0.81043243,0.99627461,8498,0.15211105,0.00131469,0.88648796,0.96254349
1836,0.96683502,0.99759106,10138,0.84476471,0.99584715,8858,0.12207031,0.00174391,0.90579987,0.96683502
1837,0.97074509,0.99762251,10179,1.02901459,0.99672499,10790,-0.05826950,0.00089752,0.99987984,1.02901459
1838,0.99430084,0.99756908,10426,1.05714798,0.99652452,11085,-0.06284714,0.00104455,1.02572441,1.05714798
1839,1.00069046,0.99758964,10493,1.06592178,0.99649536,11177,-0.06523132,0.00109429,1.03330612,1.06592178
1840,1.67436600,0.99474484,17557,1.20105743,0.99726569,12594,0.47330856,-0.00252085,1.43771172,1.67436600
1841,1.69563293,0.99468114,17780,1.21641159,0.99728617,12755,0.47922134,-0.00260504,1.45602226,1.69563293
1842,1.72462463,0.99450038,18084,1.26037598,0.99673476,13216,0.46424866,-0.00223439,1.49250031,1.72462463
1843,2.04124451,0.99129217,21404,1.12333298,0.99696011,11779,0.91791153,-0.00566795,1.58228874,2.04124451
1844,2.10447311,0.99098715,22067,1.18284225,0.99648218,12403,0.92163086,-0.00549503,1.64365768,2.10447311
1845,2.23674774,0.98983741,23454,1.23577118,0.99587230,12958,1.00097656,-0.00603488,1.73625946,2.23674774
1846,2.48327255,0.98799798,26039,0.94881058,0.99749671,9949,1.53446198,-0.00949873,1.71604156,2.48327255
1847,2.58989334,0.98680561,27157,0.95376968,0.99754836,10001,1.63612366,-0.01074276,1.77183151,2.58989334
1848,2.66561508,0.98559869,27951,0.96712112,0.99743741,10141,1.69849396,-0.01183872,1.81636810,2.66561508
1849,1.39656067,0.99571557,14644,1.14049911,0.99743145,11959,0.25606155,-0.00171589,1.26852989,1.39656067
1850,1.38816833,0.99577634,14556,1.13172531,0.99741962,11867,0.25644302,-0.00164329,1.25994682,1.38816833
1851,1.40895844,0.99571960,14774,1.14145279,0.99740200,11969,0.26750565,-0.00168240,1.27520561,1.40895844
1852,1.74007416,0.99287196,18246,1.37977600,0.99698858,14468,0.36029816,-0.00411662,1.55992508,1.74007416
1853,1.76715851,0.99238074,18530,1.39122009,0.99697317,14588,0.37593842,-0.00459243,1.57918930,1.76715851
1854,1.82352066,0.99197082,19121,1.36489868,0.99695920,14312,0.45862198,-0.00498838,1.59420967,1.82352066
1855,2.09293365,0.98734542,21946,1.10998154,0.99802759,11639,0.98295212,-0.01068218,1.60145760,2.09293365
1856,2.07509995,0.98696400,21759,1.07746124,0.99806067,11298,0.99763870,-0.01109667,1.57628059,2.07509995
1857,2.09474564,0.98705176,21965,1.08089447,0.99809649,11334,1.01385117,-0.01104474,1.58782005,2.09474564
1858,1.49736404,0.99313075,15701,1.47933960,0.99514929,15512,0.01802444,-0.00201854,1.48835182,1.49736404
1859,1.51014328,0.99289736,15835,1.55277252,0.99476825,16282,-0.04262924,-0.00187089,1.53145790,1.55277252
1860,1.51414871,0.99284131,15877,1.60465240,0.99476008,16826,-0.09050369,-0.00191877,1.55940056,1.60465240
1861,1.03807449,0.99734411,10885,2.13489532,0.98487682,22386,-1.09682083,0.01246729,1.58648491,2.13489532
1862,1.01966858,0.99731215,10692,2.20956802,0.98396640,23169,-1.18989944,0.01334575,1.61461830,2.20956802
1863,1.02481842,0.99743102,10746,2.42090225,0.98220046,25385,-1.39608383,0.01523057,1.72286034,2.42090225
1864,1.09586716,0.99709743,11491,1.55954361,0.99510298,16353,-0.46367645,0.00199445,1.32770538,1.55954361
1865,1.09033585,0.99721777,11433,1.57718658,0.99526432,16538,-0.48685074,0.00195346,1.33376122,1.57718658
1866,1.11904144,0.99709749,11734,1.63612366,0.99497537,17156,-0.51708221,0.00212212,1.37758255,1.63612366
1867,1.52797699,0.99501298,16022,1.43613815,0.99748218,15059,0.09183884,-0.00246920,1.48205757,1.52797699
1868,1.68828964,0.99423945,17703,1.45111084,0.99757033,15216,0.23717880,-0.00333088,1.56970024,1.68828964
1869,1.78966522,0.99412961,18766,1.48620605,0.99758910,15584,0.30345917,-0.00345949,1.63793564,1.78966522
1870,1.18885040,0.99700980,12466,0.85144043,0.99858880,8928,0.33740997,-0.00157900,1.02014542,1.18885040
1871,1.21049881,0.99696234,12693,0.86011887,0.99860383,9019,0.35037994,-0.00164149,1.03530884,1.21049881
1872,1.22623444,0.99687586,12858,0.89006424,0.99855614,9333,0.33617020,-0.00168028,1.05814934,1.22623444
1873,1.31292343,0.99660976,13767,1.30844116,0.99593176,13720,0.00448227,0.00067800,1.31068230,1.31292343
1874,1.40914917,0.99639353,14776,1.21955872,0.99723397,12788,0.18959045,-0.00084044,1.31435394,1.40914917
1875,1.47914886,0.99624055,15510,1.24082565,0.99747502,13011,0.23832321,-0.00123447,1.35998726,1.47914886
1876,1.19323730,0.99796543,12512,1.02481842,0.99772479,10746,0.16841888,0.00024064,1.10902786,1.19323730
1877,1.29270554,0.99767296,13555,1.03931427,0.99765138,10898,0.25339127,0.00002158,1.16600990,1.29270554
1878,1.38120651,0.99732408,14483,1.12485886,0.99724294,11795,0.25634766,0.00008114,1.25303268,1.38120651
1879,1.44739151,0.99594811,15177,0.79326630,0.99734149,8318,0.65412521,-0.00139337,1.12032890,1.44739151
1880,1.54638290,0.99543216,16215,0.92716217,0.99634924,9722,0.61922073,-0.00091708,1.23677254,1.54638290
1881,1.64432526,0.99485999,17242,1.00717545,0.99604754,10561,0.63714981,-0.00118755,1.32575035,1.64432526
1882,1.25789642,0.99686246,13190,0.47187805,0.99838501,4948,0.78601837,-0.00152255,0.86488724,1.25789642
1883,1.30643845,0.99676558,13699,0.49505234,0.99832100,5191,0.81138611,-0.00155542,0.90074539,1.30643845
1884,1.35660172,0.99653534,14225,0.53749084,0.99813625,5636,0.81911087,-0.00160091,0.94704628,1.35660172
1885,1.85165405,0.99645627,19416,0.98218918,0.99513536,10299,0.86946487,0.00132091,1.41692162,1.85165405
1886,1.82046890,0.99591171,19089,1.12771988,0.99391960,11825,0.69274902,0.00199212,1.47409439,1.82046890
1887,1.78365707,0.99552135,18703,1.16748810,0.99378169,12242,0.61616898,0.00173966,1.47557259,1.78365707
1888,2.06794739,0.99413729,21684,0.90074539,0.99846754,9445,1.16720200,-0.00433025,1.48434639,2.06794739
1889,2.15635300,0.99363278,22611,0.94213486,0.99829209,9879,1.21421814,-0.00465931,1.54924393,2.15635300
1890,2.25572586,0.99344367,23653,0.95148087,0.99825059,9977,1.30424500,-0.00480692,1.60360336,2.25572586
1891,2.05831528,0.99351420,21583,1.28822327,0.99263745,13508,0.77009201,0.00087675,1.67326927,2.05831528
1892,2.12259293,0.99339744,22257,1.30224228,0.99233102,13655,0.82035065,0.00106643,1.71241760,2.12259293
1893,2.10533142,0.99341610,22076,1.25675201,0.99367826,13178,0.84857941,-0.00026215,1.68104172,2.10533142
1894,2.37636566,0.99247987,24918,1.95970535,0.98643547,20549,0.41666031,0.00604441,2.16803551,2.37636566
1895,2.55088806,0.99135129,26748,2.09074020,0.98686895,21923,0.46014786,0.00448233,2.32081413,2.55088806
1896,2.46944427,0.99017635,25894,1.98059082,0.99068196,20768,0.48885345,-0.00050561,2.22501755,2.46944427
1897,3.30953598,0.98878472,34703,1.10158920,0.99767225,11551,2.20794678,-0.00888753,2.20556259,3.30953598
1898,3.19280624,0.98846877,33479,1.09157562,0.99768995,11446,2.10123062,-0.00922118,2.14219093,3.19280624
1899,3.07626724,0.98836862,32257,1.06983185,0.99784296,11218,2.00643539,-0.00947434,2.07304955,3.07626724
1900,4.38728333,0.97785609,46004,1.74140930,0.99366265,18260,2.64587402,-0.01580655,3.06434631,4.38728333
1901,4.33464050,0.97757310,45452,1.68180466,0.99442291,17635,2.65283585,-0.01684981,3.00822258,4.33464050
1902,4.27694321,0.97764730,44847,1.59797668,0.99463010,16756,2.67896652,-0.01698280,2.93745995,4.27694321
1903,3.05881500,0.98550777,32074,1.19104385,0.99401338,12489,1.86777115,-0.00850561,2.12492943,3.05881500
1904,3.13358307,0.98485327,32858,1.17263794,0.99391401,12296,1.96094513,-0.00906074,2.15311050,3.13358307
1905,3.16667557,0.98419593,33205,1.15089417,0.99393402,12068,2.01578140,-0.00973809,2.15878487,3.16667557
1906,2.92024612,0.98695910,30621,1.15957260,0.99557904,12159,1.76067352,-0.00861994,2.03990936,2.92024612
1907,2.92434692,0.98652244,30664,1.12333298,0.99573971,11779,1.80101395,-0.00921727,2.02383995,2.92434692
1908,2.83670425,0.98723714,29745,1.10740662,0.99590743,11612,1.72929764,-0.00867029,1.97205544,2.83670425
1909,2.11877823,0.99244047,22217,1.03034973,0.99707985,10804,1.08842850,-0.00463938,1.57456398,2.11877823
1910,2.03905106,0.99274338,21381,1.01337433,0.99726570,10626,1.02567673,-0.00452232,1.52621269,2.03905106
1911,1.85270309,0.99300674,19427,0.97227097,0.99750365,10195,0.88043213,-0.00449691,1.41248703,1.85270309
1912,1.88665390,0.99291793,19783,1.09043121,0.99637285,11434,0.79622269,-0.00345492,1.48854256,1.88665390
1913,1.95674896,0.99268649,20518,1.07679367,0.99654123,11291,0.87995529,-0.00385474,1.51677132,1.95674896
1914,1.91974640,0.99239902,20130,1.03702545,0.99676923,10874,0.88272095,-0.00437021,1.47838593,1.91974640
1915,1.85022354,0.99203371,19401,1.36451721,0.99514403,14308,0.48570633,-0.00311033,1.60737038,1.85022354
1916,1.91154480,0.99188791,20044,1.31397247,0.99522072,13778,0.59757233,-0.00333281,1.61275864,1.91154480
1917,1.91631317,0.99209433,20094,1.29852295,0.99505501,13616,0.61779022,-0.00296068,1.60741806,1.91631317
1918,1.68752670,0.99059604,17695,1.24883652,0.99409261,13095,0.43869019,-0.00349657,1.46818161,1.68752670
1919,1.65052414,0.99045709,17307,1.22737885,0.99384534,12870,0.42314529,-0.00338825,1.43895149,1.65052414
1920,1.63326263,0.98997593,17126,1.18370056,0.99383547,12412,0.44956207,-0.00385954,1.40848160,1.63326263
1921,2.18391418,0.98629614,22900,1.10483170,0.99376472,11585,1.07908249,-0.00746858,1.64437294,2.18391418
1922,2.19898224,0.98642291,23058,1.02872849,0.99388525,10787,1.17025375,-0.00746234,1.61385536,2.19898224
1923,2.30007172,0.98658494,24118,0.91772079,0.99432928,9623,1.38235092,-0.00774434,1.60889626,2.30007172
1924,2.43291855,0.98784046,25511,1.06487274,0.99557896,11166,1.36804581,-0.00773850,1.74889565,2.43291855
1925,2.24056244,0.98743515,23494,1.02787018,0.99554422,10778,1.21269226,-0.00810907,1.63421631,2.24056244
1926,1.80740356,0.98944152,18952,0.84295273,0.99609084,8839,0.96445084,-0.00664932,1.32517815,1.80740356
1927,1.53970718,0.99282857,16145,0.68426132,0.99539466,7175,0.85544586,-0.00256609,1.11198425,1.53970718
1928,1.20658875,0.99248157,12652,0.61864853,0.99549847,6487,0.58794022,-0.00301690,0.91261864,1.20658875
1929,1.14631653,0.99183575,12020,0.62828064,0.99547228,6588,0.51803589,-0.00363653,0.88729858,1.14631653
1930,1.17378235,0.98944661,12308,0.36516190,0.99910248,3829,0.80862045,-0.00965586,0.76947212,1.17378235
1931,1.23271942,0.98914783,12926,0.45642853,0.99898209,4786,0.77629089,-0.00983426,0.84457397,1.23271942
1932,1.36232376,0.98747079,14285,0.59833527,0.99813736,6274,0.76398849,-0.01066656,0.98032951,1.36232376
1933,1.49517059,0.98601978,15678,0.90503693,0.99398769,9490,0.59013367,-0.00796790,1.20010376,1.49517059
1934,1.52959824,0.98500299,16039,1.08489990,0.99288960,11376,0.44469833,-0.00788660,1.30724907,1.52959824
1935,1.59015656,0.98404888,16674,1.08194351,0.99246925,11345,0.50821304,-0.00842037,1.33605003,1.59015656
1936,2.26011276,0.97304089,23699,1.18627548,0.98908311,12439,1.07383728,-0.01604222,1.72319412,2.26011276
1937,2.44073868,0.97114357,25593,1.53732300,0.98677663,16120,0.90341568,-0.01563307,1.98903084,2.44073868
1938,2.70929337,0.96877223,28409,1.83897018,0.98414720,19283,0.87032318,-0.01537497,2.27413177,2.70929337
1939,1.42364502,0.98661770,14928,0.93555450,0.98763003,9810,0.48809052,-0.00101234,1.17959976,1.42364502
