Step,dice,loss_SparseWeightedDiceLoss,loss_NoGuessLoss,loss,epoch,lr
0,0.790534496307373,0.20946550369262695,1.2916638851165771,0.22028748691082,1,0.001
1,0.8066083788871765,0.1933916211128235,1.3020447492599487,0.20447814464569092,1,0.001
2,0.8285287618637085,0.1714712381362915,1.3203232288360596,0.18295976519584656,1,0.001
3,0.857717752456665,0.14228224754333496,1.296081304550171,0.1538202315568924,1,0.001
4,0.8865544199943542,0.11344558000564575,1.3162972927093506,0.12547409534454346,1,0.001
5,0.9108277559280396,0.08917224407196045,1.284805178642273,0.10112857073545456,1,0.001
6,0.9345570802688599,0.06544291973114014,1.289320945739746,0.07768169790506363,1,0.001
7,0.948035478591919,0.051964521408081055,1.2967822551727295,0.06441269814968109,1,0.001
8,0.9634358286857605,0.0365641713142395,1.2813684940338135,0.049012213945388794,1,0.001
9,0.9735250473022461,0.026474952697753906,1.307723045349121,0.03928743302822113,1,0.001
10,0.9734697341918945,0.02653026580810547,1.2721086740493774,0.038986049592494965,1,0.001
11,0.9752203226089478,0.024779677391052246,1.2817635536193848,0.03734951466321945,1,0.001
12,0.9729286432266235,0.027071356773376465,1.270348310470581,0.03950412571430206,1,0.001
13,0.9787542223930359,0.02124577760696411,1.3016397953033447,0.03404971957206726,1,0.001
14,0.9799397587776184,0.020060241222381592,1.2782806158065796,0.03264244645833969,1,0.001
15,0.9799760580062866,0.02002394199371338,1.2976176738739014,0.03279987722635269,1,0.001
16,0.9799673557281494,0.020032644271850586,1.3040322065353394,0.03287263959646225,1,0.001
17,0.979961097240448,0.020038902759552002,1.284653663635254,0.0326850488781929,1,0.001
18,0.9845795631408691,0.01542043685913086,1.2994458675384521,0.028260689228773117,2,0.00095
19,0.9864873290061951,0.013512670993804932,1.3104954957962036,0.02648250013589859,2,0.00095
20,0.9867745041847229,0.0132254958152771,1.3438247442245483,0.026531487703323364,2,0.00095
21,0.9863638877868652,0.013636112213134766,1.3600919246673584,0.02710067108273506,2,0.00095
22,0.9864277243614197,0.013572275638580322,1.3551619052886963,0.02698817104101181,2,0.00095
23,0.9862199425697327,0.013780057430267334,1.3565713167190552,0.02720797061920166,2,0.00095
24,0.9877718687057495,0.012228131294250488,1.3428198099136353,0.025534048676490784,2,0.00095
25,0.9863622188568115,0.013637781143188477,1.339980959892273,0.026901213452219963,2,0.00095
26,0.9893720746040344,0.010627925395965576,1.337367296218872,0.023895319551229477,2,0.00095
27,0.987276017665863,0.012723982334136963,1.307395339012146,0.025670696049928665,2,0.00095
28,0.9883559942245483,0.01164400577545166,1.315514326095581,0.024682708084583282,2,0.00095
29,0.9863100647926331,0.013689935207366943,1.3050726652145386,0.026603762060403824,2,0.00095
30,0.9893352389335632,0.010664761066436768,1.3252968788146973,0.023811083287000656,2,0.00095
31,0.9890480637550354,0.0109519362449646,1.3409947156906128,0.02425236441195011,2,0.00095
32,0.9866218566894531,0.013378143310546875,1.3435903787612915,0.026680264621973038,2,0.00095
33,0.9895669221878052,0.010433077812194824,1.341830849647522,0.02374705672264099,2,0.00095
34,0.9880512952804565,0.011948704719543457,1.3605622053146362,0.025434840470552444,2,0.00095
35,0.9886109828948975,0.011389017105102539,1.3093233108520508,0.02436836063861847,2,0.00095
36,0.9887688159942627,0.011231184005737305,1.3506537675857544,0.02462540939450264,3,0.0009025
37,0.9894287586212158,0.01057124137878418,1.3568040132522583,0.024033568799495697,3,0.0009025
38,0.9900156855583191,0.009984314441680908,1.351538896560669,0.02339985966682434,3,0.0009025
39,0.9893579483032227,0.010642051696777344,1.358567237854004,0.024121303111314774,3,0.0009025
40,0.9895709156990051,0.010429084300994873,1.3535152673721313,0.023859946057200432,3,0.0009025
41,0.9889076352119446,0.01109236478805542,1.3289215564727783,0.02427065744996071,3,0.0009025
42,0.9897701144218445,0.010229885578155518,1.3465745449066162,0.02359333261847496,3,0.0009025
43,0.9902114272117615,0.009788572788238525,1.3401631116867065,0.023092318326234818,3,0.0009025
44,0.9901650547981262,0.00983494520187378,1.354174256324768,0.023278336971998215,3,0.0009025
45,0.990166187286377,0.009833812713623047,1.3399510383605957,0.023134984076023102,3,0.0009025
46,0.9895974397659302,0.010402560234069824,1.3537261486053467,0.023835796862840652,3,0.0009025
47,0.9904673099517822,0.009532690048217773,1.3241831064224243,0.022679194808006287,3,0.0009025
48,0.9893741011619568,0.010625898838043213,1.3489738702774048,0.024009376764297485,3,0.0009025
49,0.9902420043945312,0.00975799560546875,1.3483452796936035,0.023143868893384933,3,0.0009025
50,0.9896817207336426,0.010318279266357422,1.3646233081817627,0.02386133000254631,3,0.0009025
51,0.9894819259643555,0.010518074035644531,1.3403127193450928,0.023816019296646118,3,0.0009025
52,0.9892939329147339,0.010706067085266113,1.338658332824707,0.023985590785741806,3,0.0009025
53,0.9898689985275269,0.010131001472473145,1.3141287565231323,0.02317097783088684,3,0.0009025
54,0.9897587895393372,0.010241210460662842,1.3574832677841187,0.023713629692792892,4,0.000857375
55,0.9902217388153076,0.009778261184692383,1.3345109224319458,0.02302558720111847,4,0.000857375
56,0.9902661442756653,0.009733855724334717,1.3448537588119507,0.023085054010152817,4,0.000857375
57,0.9906414747238159,0.009358525276184082,1.3133690357208252,0.022398630157113075,4,0.000857375
58,0.9897316098213196,0.01026839017868042,1.3386225700378418,0.023551931604743004,4,0.000857375
59,0.9903221130371094,0.009677886962890625,1.325627088546753,0.022837378084659576,4,0.000857375
60,0.9908953905105591,0.009104609489440918,1.3222883939743042,0.022236447781324387,4,0.000857375
61,0.9901012778282166,0.009898722171783447,1.332753300666809,0.023127267137169838,4,0.000857375
62,0.9905835390090942,0.009416460990905762,1.3193646669387817,0.02251594327390194,4,0.000857375
63,0.9895867109298706,0.010413289070129395,1.3584444522857666,0.023893600329756737,4,0.000857375
64,0.9904652237892151,0.009534776210784912,1.3461989164352417,0.022901415824890137,4,0.000857375
65,0.9904350638389587,0.00956493616104126,1.3379552364349365,0.022848838940262794,4,0.000857375
66,0.9905981421470642,0.009401857852935791,1.3221160173416138,0.0225289985537529,4,0.000857375
67,0.9903899431228638,0.00961005687713623,1.3475940227508545,0.022989895194768906,4,0.000857375
68,0.9907317757606506,0.009268224239349365,1.3305290937423706,0.022480832412838936,4,0.000857375
69,0.9901522994041443,0.009847700595855713,1.322368860244751,0.022972911596298218,4,0.000857375
70,0.9905515909194946,0.009448409080505371,1.3214399814605713,0.022568324580788612,4,0.000857375
71,0.9911810755729675,0.00881892442703247,1.2916927337646484,0.021647661924362183,4,0.000857375
72,0.9910378456115723,0.008962154388427734,1.3374841213226318,0.022247374057769775,5,0.0008145062499999999
73,0.9894557595252991,0.010544240474700928,1.3563027381896973,0.024001825600862503,5,0.0008145062499999999
74,0.9907094836235046,0.009290516376495361,1.3228899240493774,0.022426510229706764,5,0.0008145062499999999
75,0.9906793236732483,0.009320676326751709,1.3434337377548218,0.022661807015538216,5,0.0008145062499999999
76,0.9904767274856567,0.009523272514343262,1.343780517578125,0.022865844890475273,5,0.0008145062499999999
77,0.990450918674469,0.009549081325531006,1.3218193054199219,0.022671783342957497,5,0.0008145062499999999
78,0.9909469485282898,0.009053051471710205,1.3104692697525024,0.02206721343100071,5,0.0008145062499999999
79,0.9911724328994751,0.008827567100524902,1.3047326803207397,0.02178661897778511,5,0.0008145062499999999
80,0.9903462529182434,0.009653747081756592,1.317047357559204,0.022727683186531067,5,0.0008145062499999999
81,0.9911953210830688,0.008804678916931152,1.296809196472168,0.02168472483754158,5,0.0008145062499999999
82,0.9904065132141113,0.009593486785888672,1.3087265491485596,0.022584818303585052,5,0.0008145062499999999
83,0.9905750155448914,0.009424984455108643,1.3367301225662231,0.022698035463690758,5,0.0008145062499999999
84,0.9914255738258362,0.008574426174163818,1.3049206733703613,0.021537888795137405,5,0.0008145062499999999
85,0.990403413772583,0.009596586227416992,1.3380340337753296,0.022880960255861282,5,0.0008145062499999999
86,0.9908289313316345,0.009171068668365479,1.3226253986358643,0.02230561152100563,5,0.0008145062499999999
87,0.9907994270324707,0.009200572967529297,1.3511260747909546,0.022619828581809998,5,0.0008145062499999999
88,0.9910911917686462,0.00890880823135376,1.3079801797866821,0.021899521350860596,5,0.0008145062499999999
89,0.9908308386802673,0.009169161319732666,1.3338186740875244,0.022415656596422195,5,0.0008145062499999999
90,0.9907506108283997,0.009249389171600342,1.3492218255996704,0.022649113088846207,6,0.0007737809374999998
91,0.9912611842155457,0.008738815784454346,1.3054413795471191,0.02170584164559841,6,0.0007737809374999998
92,0.9911902546882629,0.00880974531173706,1.3238980770111084,0.021960627287626266,6,0.0007737809374999998
93,0.9908859133720398,0.009114086627960205,1.331012487411499,0.022333070635795593,6,0.0007737809374999998
94,0.990979015827179,0.009020984172821045,1.308158040046692,0.02201235480606556,6,0.0007737809374999998
95,0.9907572865486145,0.009242713451385498,1.3206819295883179,0.02235710620880127,6,0.0007737809374999998
96,0.9913905262947083,0.008609473705291748,1.3051649332046509,0.02157502807676792,6,0.0007737809374999998
97,0.9915463328361511,0.008453667163848877,1.3271276950836182,0.021640408784151077,6,0.0007737809374999998
98,0.9907326102256775,0.00926738977432251,1.3583118915557861,0.022757835686206818,6,0.0007737809374999998
99,0.9910526275634766,0.008947372436523438,1.3267107009887695,0.0221250057220459,6,0.0007737809374999998
100,0.9906202554702759,0.009379744529724121,1.3315849304199219,0.022601796314120293,6,0.0007737809374999998
101,0.991216242313385,0.00878375768661499,1.3295378684997559,0.021991297602653503,6,0.0007737809374999998
102,0.9909419417381287,0.009058058261871338,1.3051477670669556,0.022018954157829285,6,0.0007737809374999998
103,0.9906907081604004,0.00930929183959961,1.3180158138275146,0.022396355867385864,6,0.0007737809374999998
104,0.9916104674339294,0.008389532566070557,1.3215278387069702,0.021520916372537613,6,0.0007737809374999998
105,0.9914295077323914,0.008570492267608643,1.3240389823913574,0.021725177764892578,6,0.0007737809374999998
106,0.9906281232833862,0.00937187671661377,1.2954508066177368,0.022232666611671448,6,0.0007737809374999998
107,0.9907355904579163,0.00926440954208374,1.3442641496658325,0.022614406421780586,6,0.0007737809374999998
108,0.9908434152603149,0.009156584739685059,1.307834267616272,0.02214336022734642,7,0.0007350918906249997
109,0.9915180206298828,0.008481979370117188,1.3191664218902588,0.021588824689388275,7,0.0007350918906249997
110,0.9912323951721191,0.00876760482788086,1.3236017227172852,0.021915946155786514,7,0.0007350918906249997
