frame,per_percent,ssim,error_pixels,total_pixels
660,0.40550232,0.99424469,4252,1048576
661,0.36315918,0.99498901,3808,1048576
662,0.33559799,0.99549019,3519,1048576
663,0.40054321,0.99569434,4200,1048576
664,0.39739609,0.99576663,4167,1048576
665,0.41074753,0.99560310,4307,1048576
666,0.42047501,0.99565642,4409,1048576
667,0.41904449,0.99575588,4394,1048576
668,0.41770935,0.99579342,4380,1048576
669,0.42104721,0.99593747,4415,1048576
670,0.42533875,0.99594724,4460,1048576
671,0.61883926,0.98778270,6489,1048576
672,0.61283112,0.98805283,6426,1048576
673,0.63323975,0.98761579,6640,1048576
674,0.62332153,0.98777759,6536,1048576
675,0.63505173,0.98764855,6659,1048576
676,0.62246323,0.98841119,6527,1048576
677,0.60291290,0.98922388,6322,1048576
678,0.59242249,0.98992704,6212,1048576
679,0.81415176,0.98563315,8537,1048576
680,0.82349777,0.98525227,8635,1048576
681,0.82416534,0.98511327,8642,1048576
682,0.83436966,0.98490622,8749,1048576
683,0.84590912,0.98476815,8870,1048576
684,0.83856583,0.98466888,8793,1048576
685,0.84276199,0.98460109,8837,1048576
686,0.84877014,0.98437436,8900,1048576
687,0.25148392,0.99704417,2637,1048576
688,0.26473999,0.99686579,2776,1048576
689,0.27875900,0.99661417,2923,1048576
690,0.28209686,0.99654276,2958,1048576
691,0.29449463,0.99647528,3088,1048576
692,0.29191971,0.99649794,3061,1048576
693,0.31251907,0.99619315,3277,1048576
694,0.30260086,0.99689050,3173,1048576
695,0.31156540,0.99681446,3267,1048576
696,0.32215118,0.99658429,3378,1048576
697,0.32815933,0.99663018,3441,1048576
698,0.33311844,0.99651881,3493,1048576
699,0.34360886,0.99648361,3603,1048576
700,0.35114288,0.99645214,3682,1048576
701,0.36087036,0.99623347,3784,1048576
702,0.38681030,0.99520513,4056,1048576
703,0.38461685,0.99511630,4033,1048576
704,0.40445328,0.99492151,4241,1048576
705,0.39567947,0.99512658,4149,1048576
706,0.41303635,0.99487116,4331,1048576
707,0.42085648,0.99489371,4413,1048576
708,0.41646957,0.99491651,4367,1048576
709,0.43821335,0.99452377,4595,1048576
710,0.21362305,0.99785509,2240,1048576
711,0.21696091,0.99783743,2275,1048576
712,0.22811890,0.99774730,2392,1048576
713,0.23365021,0.99770819,2450,1048576
714,0.23393631,0.99771225,2453,1048576
715,0.24557114,0.99762582,2575,1048576
716,0.25119781,0.99753364,2634,1048576
717,0.26721954,0.99735129,2802,1048576
718,0.29201508,0.99737729,3062,1048576
719,0.30221939,0.99727681,3169,1048576
720,0.30117035,0.99739905,3158,1048576
721,0.32119751,0.99720794,3368,1048576
722,0.32033920,0.99706537,3359,1048576
723,0.33521652,0.99699899,3515,1048576
724,0.34112930,0.99683268,3577,1048576
725,0.35114288,0.99669958,3682,1048576
726,0.31795502,0.99686499,3334,1048576
727,0.33407211,0.99667248,3503,1048576
728,0.34046173,0.99656533,3570,1048576
729,0.35419464,0.99638677,3714,1048576
730,0.36125183,0.99621450,3788,1048576
731,0.36182404,0.99612104,3794,1048576
732,0.37651062,0.99596505,3948,1048576
733,0.37841797,0.99581336,3968,1048576
734,0.39443970,0.99594091,4136,1048576
735,0.41007996,0.99580486,4300,1048576
736,0.41570663,0.99572668,4359,1048576
737,0.42390823,0.99548432,4445,1048576
738,0.42943954,0.99538255,4503,1048576
739,0.43945312,0.99520898,4608,1048576
740,0.45318604,0.99507977,4752,1048576
741,0.45785904,0.99484848,4801,1048576
742,0.25615692,0.99739380,2686,1048576
743,0.26922226,0.99710658,2823,1048576
744,0.26779175,0.99705321,2808,1048576
745,0.29525757,0.99673612,3096,1048576
746,0.28352737,0.99674879,2973,1048576
747,0.29344559,0.99664304,3077,1048576
748,0.29983521,0.99653917,3144,1048576
749,0.30107498,0.99636420,3157,1048576
750,0.26340485,0.99716802,2762,1048576
751,0.28371811,0.99700397,2975,1048576
752,0.28123856,0.99681190,2949,1048576
753,0.28886795,0.99674504,3029,1048576
754,0.29668808,0.99657748,3111,1048576
755,0.30918121,0.99642980,3242,1048576
756,0.31871796,0.99630265,3342,1048576
757,0.32234192,0.99616329,3380,1048576
758,0.24671555,0.99734962,2587,1048576
759,0.26512146,0.99720634,2780,1048576
760,0.27198792,0.99703120,2852,1048576
761,0.27437210,0.99685938,2877,1048576
762,0.28524399,0.99683689,2991,1048576
763,0.29249191,0.99669566,3067,1048576
764,0.30622482,0.99645889,3211,1048576
765,0.31156540,0.99646691,3267,1048576
766,0.26054382,0.99726394,2732,1048576
767,0.28133392,0.99701881,2950,1048576
768,0.28734207,0.99697002,3013,1048576
769,0.29239655,0.99696509,3066,1048576
770,0.30412674,0.99682636,3189,1048576
771,0.30956268,0.99673415,3246,1048576
772,0.32529831,0.99652620,3411,1048576
773,0.32844543,0.99643928,3444,1048576
774,0.35533905,0.99589361,3726,1048576
775,0.37727356,0.99574401,3956,1048576
776,0.38328171,0.99562804,4019,1048576
777,0.39253235,0.99540285,4116,1048576
778,0.40197372,0.99546080,4215,1048576
779,0.40807724,0.99526393,4279,1048576
780,0.42619705,0.99499777,4469,1048576
781,0.42638779,0.99508659,4471,1048576
782,0.31557083,0.99695962,3309,1048576
783,0.34036636,0.99678797,3569,1048576
784,0.34170151,0.99664799,3583,1048576
785,0.35161972,0.99658117,3687,1048576
786,0.35705566,0.99641322,3744,1048576
787,0.36668777,0.99625898,3845,1048576
788,0.38375854,0.99605996,4024,1048576
789,0.38108826,0.99616256,3996,1048576
790,0.30307770,0.99713220,3178,1048576
791,0.32310486,0.99699315,3388,1048576
792,0.32882690,0.99693213,3448,1048576
793,0.33826828,0.99681337,3547,1048576
794,0.36859512,0.99642336,3865,1048576
795,0.36163330,0.99647143,3792,1048576
796,0.36849976,0.99643569,3864,1048576
797,0.37431717,0.99640028,3925,1048576
798,0.37078857,0.99673917,3888,1048576
799,0.39138794,0.99665186,4104,1048576
800,0.39157867,0.99659335,4106,1048576
801,0.41313171,0.99629578,4332,1048576
802,0.41913986,0.99609829,4395,1048576
803,0.43478012,0.99593043,4559,1048576
804,0.45528412,0.99556173,4774,1048576
805,0.45309067,0.99578522,4751,1048576
806,0.29678345,0.99743349,3112,1048576
807,0.31270981,0.99732305,3279,1048576
808,0.31595230,0.99722940,3313,1048576
809,0.32873154,0.99702715,3447,1048576
810,0.35285950,0.99675343,3700,1048576
811,0.35219193,0.99682868,3693,1048576
812,0.35305023,0.99687568,3702,1048576
813,0.28972626,0.99754446,3038,1048576
814,0.30822754,0.99743658,3232,1048576
815,0.30755997,0.99742596,3225,1048576
816,0.31652451,0.99731083,3319,1048576
817,0.33292770,0.99708520,3491,1048576
818,0.33750534,0.99714420,3539,1048576
819,0.34189224,0.99703784,3585,1048576
820,0.34379959,0.99710451,3605,1048576
821,0.27379990,0.99737330,2871,1048576
822,0.28743744,0.99728007,3014,1048576
823,0.28667450,0.99742606,3006,1048576
824,0.30860901,0.99701194,3236,1048576
825,0.32224655,0.99697149,3379,1048576
826,0.32243729,0.99704771,3381,1048576
827,0.32701492,0.99686589,3429,1048576
828,0.33121109,0.99691491,3473,1048576
829,0.26102066,0.99730888,2737,1048576
830,0.27809143,0.99713148,2916,1048576
831,0.28114319,0.99714549,2948,1048576
832,0.28533936,0.99713624,2992,1048576
833,0.30937195,0.99680934,3244,1048576
834,0.31480789,0.99676768,3301,1048576
835,0.31003952,0.99677334,3251,1048576
836,0.32148361,0.99665274,3371,1048576
837,0.25587082,0.99731315,2683,1048576
838,0.26988983,0.99712669,2830,1048576
839,0.27751923,0.99707661,2910,1048576
840,0.28476715,0.99693881,2986,1048576
841,0.30460358,0.99673225,3194,1048576
842,0.31204224,0.99669458,3272,1048576
843,0.30784607,0.99660818,3228,1048576
844,0.32367706,0.99645443,3394,1048576
845,0.26350021,0.99762092,2763,1048576
846,0.28209686,0.99733958,2958,1048576
847,0.29010773,0.99732189,3042,1048576
848,0.29191971,0.99730425,3061,1048576
849,0.31394958,0.99705940,3292,1048576
850,0.32329559,0.99701577,3390,1048576
851,0.31719208,0.99693307,3326,1048576
852,0.33302307,0.99675519,3492,1048576
853,0.25520325,0.99758239,2676,1048576
854,0.28009415,0.99728131,2937,1048576
855,0.27532578,0.99734109,2887,1048576
856,0.29354095,0.99648889,3078,1048576
857,0.30374527,0.99713129,3185,1048576
858,0.31061172,0.99706557,3257,1048576
859,0.30317307,0.99708850,3179,1048576
860,0.32196045,0.99682645,3376,1048576
861,0.34236908,0.99699854,3590,1048576
862,0.35686493,0.99685224,3742,1048576
863,0.37231445,0.99667984,3904,1048576
864,0.37174225,0.99670501,3898,1048576
865,0.39253235,0.99656294,4116,1048576
866,0.40130615,0.99652738,4208,1048576
867,0.41065216,0.99639676,4306,1048576
868,0.41370392,0.99619405,4338,1048576
869,0.28190613,0.99769964,2956,1048576
870,0.30641556,0.99732375,3213,1048576
871,0.32072067,0.99724993,3363,1048576
872,0.33283234,0.99714637,3490,1048576
873,0.34246445,0.99707053,3591,1048576
874,0.34255981,0.99704621,3592,1048576
875,0.35839081,0.99668732,3758,1048576
876,0.23193359,0.99803912,2432,1048576
877,0.24814606,0.99785235,2602,1048576
878,0.25358200,0.99776992,2659,1048576
879,0.27484894,0.99761381,2882,1048576
880,0.28066635,0.99756938,2943,1048576
881,0.28743744,0.99744656,3014,1048576
882,0.27961731,0.99747309,2932,1048576
883,0.29726028,0.99723009,3117,1048576
884,0.26273727,0.99789948,2755,1048576
885,0.27847290,0.99772840,2920,1048576
886,0.28190613,0.99763690,2956,1048576
887,0.29754639,0.99754415,3120,1048576
888,0.32205582,0.99736595,3377,1048576
889,0.31967163,0.99727500,3352,1048576
890,0.31509399,0.99730115,3304,1048576
891,0.32758713,0.99714557,3435,1048576
892,0.26674271,0.99784181,2797,1048576
893,0.28610229,0.99760436,3000,1048576
894,0.28457642,0.99754104,2984,1048576
895,0.30241013,0.99744781,3171,1048576
896,0.32300949,0.99726788,3387,1048576
897,0.32234192,0.99717476,3380,1048576
898,0.31929016,0.99714814,3348,1048576
899,0.32234192,0.99706959,3380,1048576
900,0.26264191,0.99770434,2754,1048576
901,0.28448105,0.99755368,2983,1048576
902,0.28676987,0.99739899,3007,1048576
903,0.30508041,0.99727888,3199,1048576
904,0.32215118,0.99713395,3378,1048576
905,0.31356812,0.99708141,3288,1048576
906,0.30927658,0.99710275,3243,1048576
907,0.31785965,0.99704186,3333,1048576
908,0.30326843,0.99632430,3180,1048576
909,0.32587051,0.99615319,3417,1048576
910,0.32720566,0.99606068,3431,1048576
911,0.34370422,0.99587531,3604,1048576
912,0.35810471,0.99560800,3755,1048576
913,0.36039352,0.99556132,3779,1048576
914,0.35791397,0.99553569,3753,1048576
915,0.36525726,0.99550805,3830,1048576
916,0.64592361,0.99173234,6773,1048576
917,0.66938400,0.99143415,7019,1048576
918,0.66747665,0.99122978,6999,1048576
919,0.71125031,0.99079446,7458,1048576
920,0.70390701,0.99090745,7381,1048576
921,0.68864822,0.99097935,7221,1048576
922,0.69885254,0.99105113,7328,1048576
923,0.72050095,0.99067791,7555,1048576
924,0.65870285,0.99219242,6907,1048576
925,0.68607330,0.99186087,7194,1048576
926,0.68998337,0.99169935,7235,1048576
927,0.71916580,0.99138543,7541,1048576
928,0.69904327,0.99144992,7330,1048576
929,0.70276260,0.99143686,7369,1048576
930,0.74739456,0.99093868,7837,1048576
931,0.34456253,0.99604487,3613,1048576
932,0.37279129,0.99574462,3909,1048576
933,0.37384033,0.99571228,3920,1048576
934,0.38862228,0.99557988,4075,1048576
935,0.37136078,0.99576909,3894,1048576
936,0.37069321,0.99566706,3887,1048576
937,0.41341782,0.99527250,4335,1048576
938,0.38051605,0.99562473,3990,1048576
939,0.34914017,0.99567519,3661,1048576
940,0.37527084,0.99550465,3935,1048576
941,0.36754608,0.99537302,3854,1048576
942,0.39758682,0.99520520,4169,1048576
943,0.38013458,0.99534464,3986,1048576
944,0.38566589,0.99519542,4044,1048576
945,0.38986206,0.99517722,4088,1048576
946,0.41341782,0.99503370,4335,1048576
947,0.37984848,0.99592438,3983,1048576
948,0.39596558,0.99574974,4152,1048576
949,0.40388107,0.99541471,4235,1048576
950,0.42457581,0.99534402,4452,1048576
951,0.43182373,0.99525800,4528,1048576
952,0.43058395,0.99498767,4515,1048576
953,0.41847229,0.99522976,4388,1048576
954,0.42972565,0.99497637,4506,1048576
955,0.54578781,0.99381881,5723,1048576
956,0.55761337,0.99374343,5847,1048576
957,0.56686401,0.99363049,5944,1048576
958,0.57849884,0.99331956,6066,1048576
959,0.59604645,0.99320551,6250,1048576
960,0.60586929,0.99300388,6353,1048576
961,0.61197281,0.99306884,6417,1048576
962,0.61912537,0.99279226,6492,1048576
963,0.32281876,0.99637825,3385,1048576
964,0.33054352,0.99608975,3466,1048576
965,0.32606125,0.99616857,3419,1048576
966,0.33397675,0.99590484,3502,1048576
967,0.32529831,0.99619136,3411,1048576
968,0.32453537,0.99622655,3403,1048576
969,0.31690598,0.99630774,3323,1048576
970,0.31757355,0.99619997,3330,1048576
971,0.26702881,0.99689871,2800,1048576
972,0.27208328,0.99683939,2853,1048576
973,0.27723312,0.99667676,2907,1048576
974,0.28190613,0.99652931,2956,1048576
975,0.28667450,0.99635578,3006,1048576
976,0.29506683,0.99624723,3094,1048576
977,0.30374527,0.99613065,3185,1048576
978,0.29859543,0.99626081,3131,1048576
979,0.30775070,0.99629393,3227,1048576
980,0.30565262,0.99594688,3205,1048576
981,0.30889511,0.99620143,3239,1048576
982,0.31137466,0.99613507,3265,1048576
983,0.32424927,0.99591933,3400,1048576
984,0.32253265,0.99600183,3382,1048576
985,0.32720566,0.99598561,3431,1048576
986,0.33683777,0.99579395,3532,1048576
987,0.30984879,0.99593572,3249,1048576
988,0.31871796,0.99585689,3342,1048576
989,0.33531189,0.99556197,3516,1048576
990,0.36449432,0.99492906,3822,1048576
991,0.36249161,0.99501184,3801,1048576
992,0.36554337,0.99500433,3833,1048576
993,0.38623810,0.99461097,4050,1048576
994,0.29973984,0.99604664,3143,1048576
995,0.31824112,0.99574894,3337,1048576
996,0.35047531,0.99511319,3675,1048576
997,0.34179688,0.99541576,3584,1048576
998,0.35905838,0.99504504,3765,1048576
999,0.36153793,0.99510240,3791,1048576
1000,0.37174225,0.99488192,3898,1048576
1001,0.37870407,0.99463401,3971,1048576
1002,0.32310486,0.99546140,3388,1048576
1003,0.34055710,0.99532555,3571,1048576
1004,0.35896301,0.99492376,3764,1048576
1005,0.35610199,0.99499788,3734,1048576
1006,0.37689209,0.99467095,3952,1048576
1007,0.38127899,0.99447970,3998,1048576
1008,0.39062500,0.99422218,4096,1048576
1009,0.40721893,0.99403245,4270,1048576
1010,0.37145615,0.99517838,3895,1048576
1011,0.39033890,0.99484800,4093,1048576
1012,0.40092468,0.99455801,4204,1048576
1013,0.42791367,0.99416056,4487,1048576
1014,0.42743683,0.99425513,4482,1048576
1015,0.45261383,0.99382228,4746,1048576
1016,0.44908524,0.99370070,4709,1048576
1017,0.46205521,0.99352700,4845,1048576
1018,0.33636093,0.99601452,3527,1048576
1019,0.35886765,0.99578504,3763,1048576
1020,0.36907196,0.99553352,3870,1048576
1021,0.39081573,0.99528858,4098,1048576
1022,0.39215088,0.99531999,4112,1048576
1023,0.39205551,0.99512682,4111,1048576
1024,0.41065216,0.99489561,4306,1048576
1025,0.41255951,0.99480792,4326,1048576
1026,0.33407211,0.99586641,3503,1048576
1027,0.34532547,0.99576741,3621,1048576
1028,0.35810471,0.99553627,3755,1048576
1029,0.38652420,0.99518151,4053,1048576
1030,0.36840439,0.99529011,3863,1048576
1031,0.37031174,0.99528717,3883,1048576
1032,0.39033890,0.99480920,4093,1048576
1033,0.40121078,0.99451305,4207,1048576
1034,0.33435822,0.99608615,3506,1048576
1035,0.35238266,0.99581018,3695,1048576
1036,0.35696030,0.99555222,3743,1048576
1037,0.36592484,0.99552902,3837,1048576
1038,0.34608841,0.99562475,3629,1048576
1039,0.35390854,0.99559660,3711,1048576
1040,0.37412643,0.99517265,3923,1048576
1041,0.36716461,0.99526351,3850,1048576
1042,0.32444000,0.99579161,3402,1048576
1043,0.35400391,0.99534121,3712,1048576
1044,0.35152435,0.99545534,3686,1048576
1045,0.37307739,0.99531328,3912,1048576
1046,0.35362244,0.99535986,3708,1048576
1047,0.35667419,0.99529951,3740,1048576
1048,0.37822723,0.99499912,3966,1048576
1049,0.37212372,0.99493557,3902,1048576
1050,0.34008026,0.99500054,3566,1048576
1051,0.36125183,0.99465806,3788,1048576
1052,0.36239624,0.99472140,3800,1048576
1053,0.38385391,0.99437313,4025,1048576
1054,0.36230087,0.99467518,3799,1048576
1055,0.36754608,0.99448066,3854,1048576
1056,0.39253235,0.99415419,4116,1048576
1057,0.37612915,0.99414800,3944,1048576
1058,0.38452148,0.99480797,4032,1048576
1059,0.40817261,0.99453380,4280,1048576
1060,0.41399002,0.99437806,4341,1048576
1061,0.42333603,0.99421130,4439,1048576
1062,0.41322708,0.99429481,4333,1048576
1063,0.41818619,0.99415210,4385,1048576
1064,0.44250488,0.99394364,4640,1048576
1065,0.41618347,0.99415780,4364,1048576
1066,0.39587021,0.99443736,4151,1048576
1067,0.42648315,0.99407043,4472,1048576
1068,0.44441223,0.99384277,4660,1048576
1069,0.43621063,0.99389666,4574,1048576
1070,0.42324066,0.99391206,4438,1048576
1071,0.43401718,0.99391004,4551,1048576
1072,0.48294067,0.99329356,5064,1048576
1073,0.44260025,0.99385934,4641,1048576
1074,0.37164688,0.99517700,3897,1048576
1075,0.37984848,0.99492337,3983,1048576
1076,0.38595200,0.99483830,4047,1048576
1077,0.38824081,0.99472594,4071,1048576
1078,0.39100647,0.99493581,4100,1048576
1079,0.39854050,0.99483886,4179,1048576
1080,0.44326782,0.99435188,4648,1048576
1081,0.41046143,0.99489239,4304,1048576
1082,0.44336319,0.99441127,4649,1048576
1083,0.47235489,0.99408049,4953,1048576
1084,0.49123764,0.99389559,5151,1048576
1085,0.48131943,0.99396854,5047,1048576
1086,0.46701431,0.99404542,4897,1048576
1087,0.46834946,0.99397121,4911,1048576
1088,0.49734116,0.99346300,5215,1048576
1089,0.46405792,0.99388197,4866,1048576
1090,0.42638779,0.99488453,4471,1048576
1091,0.46062469,0.99458616,4830,1048576
1092,0.49381256,0.99430232,5178,1048576
1093,0.50230026,0.99431415,5267,1048576
1094,0.48770905,0.99446265,5114,1048576
1095,0.49486160,0.99441357,5189,1048576
1096,0.52633286,0.99401173,5519,1048576
1097,0.49457550,0.99438807,5186,1048576
1098,0.42972565,0.99551046,4506,1048576
1099,0.46815872,0.99523716,4909,1048576
1100,0.51584244,0.99486660,5409,1048576
1101,0.50029755,0.99502566,5246,1048576
1102,0.48532486,0.99499741,5089,1048576
1103,0.47836304,0.99498696,5016,1048576
1104,0.52022934,0.99450133,5455,1048576
1105,0.50868988,0.99470678,5334,1048576
1106,0.48580170,0.99453774,5094,1048576
1107,0.50058365,0.99416317,5249,1048576
1108,0.50945282,0.99402305,5342,1048576
1109,0.51460266,0.99413738,5396,1048576
1110,0.50621033,0.99375829,5308,1048576
1111,0.53873062,0.99358914,5649,1048576
1112,0.53529739,0.99380647,5613,1048576
1113,0.46157837,0.99448802,4840,1048576
1114,0.47836304,0.99433555,5016,1048576
1115,0.51984787,0.99407623,5451,1048576
1116,0.48551559,0.99426644,5091,1048576
1117,0.48427582,0.99418395,5078,1048576
1118,0.51298141,0.99394409,5379,1048576
1119,0.50926208,0.99359819,5340,1048576
1120,0.52518845,0.99388358,5507,1048576
1121,0.47769547,0.99473172,5009,1048576
1122,0.49114227,0.99451202,5150,1048576
1123,0.52995682,0.99415504,5557,1048576
1124,0.48017502,0.99449134,5035,1048576
1125,0.51698685,0.99421925,5421,1048576
1126,0.50210953,0.99411614,5265,1048576
1127,0.54540634,0.99386815,5719,1048576
1128,0.51393509,0.99396505,5389,1048576
1129,0.47998428,0.99525831,5033,1048576
1130,0.47712326,0.99507935,5003,1048576
1131,0.51250458,0.99474562,5374,1048576
1132,0.49877167,0.99486541,5230,1048576
1133,0.49104691,0.99477254,5149,1048576
1134,0.51326752,0.99458050,5382,1048576
1135,0.55217743,0.99410901,5790,1048576
1136,0.50516129,0.99476332,5297,1048576
1137,0.49285889,0.99503384,5168,1048576
1138,0.51736832,0.99491545,5425,1048576
1139,0.54092407,0.99444635,5672,1048576
1140,0.53386688,0.99475536,5598,1048576
1141,0.51498413,0.99478148,5400,1048576
1142,0.51183701,0.99464919,5367,1048576
1143,0.55723190,0.99396810,5843,1048576
1144,0.52852631,0.99437531,5542,1048576
1145,0.51031113,0.99489200,5351,1048576
1146,0.51918030,0.99478065,5444,1048576
1147,0.53930283,0.99442568,5655,1048576
1148,0.53071976,0.99449764,5565,1048576
1149,0.52747726,0.99411996,5531,1048576
1150,0.54588318,0.99420561,5724,1048576
1151,0.52661896,0.99415785,5522,1048576
1152,0.52442551,0.99416864,5499,1048576
1153,0.29067993,0.99629584,3048,1048576
1154,0.29048920,0.99611947,3046,1048576
1155,0.30593872,0.99644009,3208,1048576
1156,0.31070709,0.99626196,3258,1048576
1157,0.32176971,0.99629317,3374,1048576
1158,0.34208298,0.99642142,3587,1048576
1159,0.31633377,0.99596916,3317,1048576
1160,0.33617020,0.99652039,3525,1048576
1161,0.21810532,0.99791996,2287,1048576
1162,0.20503998,0.99787297,2150,1048576
1163,0.20408630,0.99786823,2140,1048576
1164,0.21476746,0.99790487,2252,1048576
1165,0.21591187,0.99793405,2264,1048576
1166,0.23050308,0.99784951,2417,1048576
1167,0.22287369,0.99780501,2337,1048576
1168,0.21352768,0.99772482,2239,1048576
1169,0.49400330,0.99468079,5180,1048576
1170,0.50306320,0.99470008,5275,1048576
1171,0.52165985,0.99423318,5470,1048576
1172,0.51097870,0.99431108,5358,1048576
1173,0.51584244,0.99434982,5409,1048576
1174,0.54349899,0.99403422,5699,1048576
1175,0.53272247,0.99401313,5586,1048576
1176,0.53625107,0.99336157,5623,1048576
1177,0.57659149,0.99284852,6046,1048576
1178,0.58507919,0.99257121,6135,1048576
1179,0.56877136,0.99290303,5964,1048576
1180,0.60539246,0.99255421,6348,1048576
1181,0.60110092,0.99234705,6303,1048576
1182,0.63591003,0.99198510,6668,1048576
1183,0.60729980,0.99215256,6368,1048576
1184,0.66041946,0.99439931,6925,1048576
1185,0.71039200,0.99410266,7449,1048576
1186,0.73852539,0.99295944,7744,1048576
1187,0.69837570,0.99384333,7323,1048576
1188,0.72879791,0.99357834,7642,1048576
1189,0.71029663,0.99355580,7448,1048576
1190,0.76541901,0.99332360,8026,1048576
1191,0.74682236,0.99343230,7831,1048576
1192,0.47569275,0.99493129,4988,1048576
1193,0.49695969,0.99439905,5211,1048576
1194,0.52051544,0.99403433,5458,1048576
1195,0.49972534,0.99418898,5240,1048576
1196,0.50201416,0.99399956,5264,1048576
1197,0.49934387,0.99421109,5236,1048576
1198,0.54664612,0.99385669,5732,1048576
1199,0.52394867,0.99401524,5494,1048576
1200,0.60253143,0.99428067,6318,1048576
1201,0.61931610,0.99377465,6494,1048576
1202,0.64678192,0.99337810,6782,1048576
1203,0.62732697,0.99357490,6578,1048576
1204,0.63524246,0.99379554,6661,1048576
1205,0.64029694,0.99386927,6714,1048576
1206,0.65593719,0.99365110,6878,1048576
1207,0.65641403,0.99369771,6883,1048576
1208,0.47369003,0.99488936,4967,1048576
1209,0.48494339,0.99505808,5085,1048576
1210,0.50983429,0.99492858,5346,1048576
1211,0.50144196,0.99474085,5258,1048576
1212,0.51498413,0.99471796,5400,1048576
1213,0.51965714,0.99484523,5449,1048576
1214,0.51603317,0.99482438,5411,1048576
1215,0.53615570,0.99465020,5622,1048576
1216,0.42390823,0.99552004,4445,1048576
1217,0.44298172,0.99564288,4645,1048576
1218,0.47750473,0.99549488,5007,1048576
1219,0.45299530,0.99544439,4750,1048576
1220,0.44469833,0.99534500,4663,1048576
1221,0.46710968,0.99583226,4898,1048576
1222,0.49390793,0.99533459,5179,1048576
1223,0.48866272,0.99539003,5124,1048576
1224,0.43582916,0.99611287,4570,1048576
1225,0.45795441,0.99597965,4802,1048576
1226,0.48503876,0.99575773,5086,1048576
1227,0.49047470,0.99576542,5143,1048576
1228,0.42943954,0.99628329,4503,1048576
1229,0.43964386,0.99641133,4610,1048576
1230,0.50029755,0.99602596,5246,1048576
1231,0.38404465,0.99613464,4027,1048576
1232,0.42715073,0.99577855,4479,1048576
1233,0.43516159,0.99580387,4563,1048576
1234,0.43230057,0.99588226,4533,1048576
1235,0.43621063,0.99576550,4574,1048576
1236,0.43506622,0.99588429,4562,1048576
1237,0.44775009,0.99582325,4695,1048576
1238,0.46844482,0.99560839,4912,1048576
1239,0.49448013,0.99557004,5185,1048576
1240,0.51259995,0.99561541,5375,1048576
1241,0.55303574,0.99504726,5799,1048576
1242,0.58174133,0.99487811,6100,1048576
1243,0.53539276,0.99533444,5614,1048576
1244,0.56886673,0.99502404,5965,1048576
1245,0.62084198,0.99481049,6510,1048576
1246,0.57277679,0.99500175,6006,1048576
1247,0.44155121,0.99568155,4630,1048576
1248,0.47502518,0.99563963,4981,1048576
1249,0.48904419,0.99537738,5128,1048576
1250,0.47693253,0.99548173,5001,1048576
1251,0.48246384,0.99570545,5059,1048576
1252,0.48208237,0.99553434,5055,1048576
1253,0.49762726,0.99546335,5218,1048576
1254,0.53186417,0.99523246,5577,1048576
1255,0.42629242,0.99652820,4470,1048576
1256,0.43182373,0.99622851,4528,1048576
1257,0.47750473,0.99601971,5007,1048576
1258,0.46195984,0.99612091,4844,1048576
1259,0.44384003,0.99638909,4654,1048576
1260,0.45423508,0.99616170,4763,1048576
1261,0.50773621,0.99580384,5324,1048576
1262,0.49018860,0.99579244,5140,1048576
1263,0.39386749,0.99703991,4130,1048576
1264,0.43478012,0.99679097,4559,1048576
1265,0.45642853,0.99660612,4786,1048576
1266,0.44488907,0.99658306,4665,1048576
1267,0.41437149,0.99691816,4345,1048576
1268,0.42419434,0.99696164,4448,1048576
1269,0.49219131,0.99629939,5161,1048576
1270,0.43869019,0.99673647,4600,1048576
1271,0.33988953,0.99742709,3564,1048576
1272,0.36411285,0.99719267,3818,1048576
1273,0.38785934,0.99699116,4067,1048576
1274,0.41399002,0.99674754,4341,1048576
1275,0.38805008,0.99694966,4069,1048576
1276,0.39377213,0.99694559,4129,1048576
1277,0.44908524,0.99649618,4709,1048576
1278,0.42915344,0.99676108,4500,1048576
1279,0.34217834,0.99722814,3588,1048576
1280,0.39243698,0.99695403,4115,1048576
1281,0.42448044,0.99668847,4451,1048576
1282,0.40321350,0.99672443,4228,1048576
1283,0.36382675,0.99702842,3815,1048576
1284,0.45299530,0.99645823,4750,1048576
1285,0.46586990,0.99619578,4885,1048576
1286,0.42953491,0.99649904,4504,1048576
1287,0.37031174,0.99622534,3883,1048576
1288,0.40044785,0.99604396,4199,1048576
1289,0.40674210,0.99583993,4265,1048576
1290,0.37641525,0.99620131,3947,1048576
1291,0.38356781,0.99615384,4022,1048576
1292,0.43697357,0.99557879,4582,1048576
1293,0.41599274,0.99596822,4362,1048576
1294,0.35066605,0.99655161,3677,1048576
1295,0.38290024,0.99633309,4015,1048576
1296,0.41179657,0.99615854,4318,1048576
1297,0.42533875,0.99587940,4460,1048576
1298,0.39091110,0.99621450,4099,1048576
1299,0.40454865,0.99637650,4242,1048576
1300,0.43735504,0.99589991,4586,1048576
1301,0.44326782,0.99584887,4648,1048576
1302,0.38585663,0.99645163,4046,1048576
1303,0.41570663,0.99621328,4359,1048576
1304,0.41913986,0.99604233,4395,1048576
1305,0.45194626,0.99599036,4739,1048576
1306,0.43973923,0.99603449,4611,1048576
1307,0.40445328,0.99643434,4241,1048576
1308,0.48542023,0.99573002,5090,1048576
1309,0.48837662,0.99585596,5121,1048576
