frame,per_percent,ssim,error_pixels,total_pixels
2786,2.67696381,0.97728902,28070,1048576
2789,2.63080597,0.97790228,27586,1048576
2788,2.62956619,0.97815410,27573,1048576
2790,2.62250900,0.97808969,27499,1048576
2787,2.61287689,0.97751994,27398,1048576
2697,2.61020660,0.95410549,27370,1048576
