backend,scene,model,d,epochs,pred_video,gt_video,eval_stats,repo_video_metrics,fn_rate,fp_rate,dice,decoded_video_num_frames,decoded_video_mae_mean,decoded_video_rmse_mean,decoded_video_ssim_mean,decoded_video_ssim_min,decoded_video_ssim_max,video_ssim_all,video_psnr_avg,video_vmaf,video_flip_avg
fvdb,industrial_clean,OACNNsInterleaved,16,10,results/video_metrics/industrial_fvdb_d16_10ep_video/industrial_fvdb_d16_10ep_normalized.mp4,results/video_metrics/industrial_fvdb_d16_10ep_video/industrial_gt_pvv_video_normalized.mp4,data_for_test/out/OACNNsInterleaved_industrial_clean_dice_20260508-165150_industrial_clean_fvdb_d16_10ep-industrial_clean_fvdb_d16_10ep_infer_EtgImGP3/eval_stats.csv,results/video_metrics/industrial_fvdb_d16_10ep_video/industrial_fvdb_d16_10ep_normalized_results.json,0.0006113232205542996,0.0029756610737281144,0.9926935251242195,600,0.009393074992112815,0.0192475941668575,0.9592310737570127,0.9493210315704346,0.9878811240196228,0.978068,37.535405,93.059299,0.050940228138739864
