Step,dice,loss_SparseWeightedDiceLoss,loss_NoGuessLoss,loss,epoch,lr
0,0.7944031953811646,0.20559680461883545,1.2352604866027832,0.2158934324979782,1,0.001
1,0.8107520937919617,0.18924790620803833,1.2319453954696655,0.19967488944530487,1,0.001
2,0.8376439809799194,0.16235601902008057,1.2308130264282227,0.17304059863090515,1,0.001
3,0.8624259233474731,0.13757407665252686,1.2253860235214233,0.14845220744609833,1,0.001
4,0.8927127718925476,0.10728722810745239,1.240118145942688,0.1186155378818512,1,0.001
5,0.9098554253578186,0.0901445746421814,1.2051936388015747,0.10129506886005402,1,0.001
6,0.9315213561058044,0.06847864389419556,1.2326825857162476,0.08012068271636963,1,0.001
7,0.9415770769119263,0.05842292308807373,1.2079393863677979,0.06991808861494064,1,0.001
8,0.9515891075134277,0.048410892486572266,1.2016878128051758,0.05994366109371185,1,0.001
9,0.9539381265640259,0.04606187343597412,1.1895098686218262,0.05749635398387909,1,0.001
10,0.9602229595184326,0.03977704048156738,1.20420241355896,0.05142129212617874,1,0.001
11,0.967032790184021,0.032967209815979004,1.1777156591415405,0.044414691627025604,1,0.001
12,0.9695481061935425,0.03045189380645752,1.2349036931991577,0.04249641299247742,1,0.001
13,0.9719796776771545,0.02802032232284546,1.2350929975509644,0.040091048926115036,2,0.00095
14,0.9715730547904968,0.028426945209503174,1.1867027282714844,0.04000970348715782,2,0.00095
15,0.9747393727302551,0.025260627269744873,1.2118289470672607,0.03712631016969681,2,0.00095
16,0.9750925898551941,0.024907410144805908,1.2122150659561157,0.03678048402070999,2,0.00095
17,0.9740660786628723,0.025933921337127686,1.2341392040252686,0.03801597282290459,2,0.00095
18,0.9754984974861145,0.024501502513885498,1.2438675165176392,0.03669516369700432,2,0.00095
19,0.9777363538742065,0.022263646125793457,1.2293415069580078,0.03433442488312721,2,0.00095
20,0.9801251888275146,0.01987481117248535,1.233290672302246,0.03200896829366684,2,0.00095
21,0.9794071316719055,0.020592868328094482,1.2492717504501343,0.03287965804338455,2,0.00095
22,0.9790666699409485,0.020933330059051514,1.2447055578231812,0.03317105025053024,2,0.00095
23,0.981133222579956,0.018866777420043945,1.2739615440368652,0.03141772747039795,2,0.00095
24,0.9806405901908875,0.01935940980911255,1.2392592430114746,0.031558409333229065,2,0.00095
25,0.9812774062156677,0.018722593784332275,1.2447571754455566,0.030982939526438713,2,0.00095
26,0.9814837574958801,0.018516242504119873,1.215082049369812,0.03048190101981163,3,0.0009025
27,0.9798261523246765,0.020173847675323486,1.2279629707336426,0.032251738011837006,3,0.0009025
28,0.9792094826698303,0.020790517330169678,1.272836685180664,0.03331097960472107,3,0.0009025
29,0.9821760654449463,0.01782393455505371,1.2400546073913574,0.030046243220567703,3,0.0009025
30,0.9829702973365784,0.01702970266342163,1.2380701303482056,0.029240109026432037,3,0.0009025
31,0.9817493557929993,0.018250644207000732,1.248529076576233,0.030553430318832397,3,0.0009025
32,0.9831031560897827,0.016896843910217285,1.2579673528671265,0.029307547956705093,3,0.0009025
33,0.9817203283309937,0.018279671669006348,1.2515767812728882,0.03061264380812645,3,0.0009025
34,0.9809157252311707,0.019084274768829346,1.2777431011199951,0.031670860946178436,3,0.0009025
35,0.9811874628067017,0.01881253719329834,1.241379976272583,0.031038211658596992,3,0.0009025
36,0.9841758012771606,0.015824198722839355,1.2354557514190674,0.02802051603794098,3,0.0009025
37,0.9826846718788147,0.017315328121185303,1.2037155628204346,0.02917933091521263,3,0.0009025
38,0.983439564704895,0.01656043529510498,1.2456575632095337,0.028851406648755074,3,0.0009025
39,0.9832524061203003,0.016747593879699707,1.2480804920196533,0.02906092256307602,4,0.000857375
40,0.983749508857727,0.01625049114227295,1.2441761493682861,0.02852974832057953,4,0.000857375
41,0.9847539663314819,0.015246033668518066,1.2859477996826172,0.027953051030635834,4,0.000857375
42,0.9828044772148132,0.017195522785186768,1.2390010356903076,0.029413577169179916,4,0.000857375
43,0.9839776158332825,0.01602238416671753,1.25619637966156,0.028424125164747238,4,0.000857375
44,0.9843094944953918,0.015690505504608154,1.245184302330017,0.02798544242978096,4,0.000857375
45,0.9841182231903076,0.015881776809692383,1.2609655857086182,0.02833261340856552,4,0.000857375
46,0.9856423139572144,0.014357686042785645,1.2607306241989136,0.02682141587138176,4,0.000857375
47,0.9849905967712402,0.015009403228759766,1.2268097400665283,0.027127407491207123,4,0.000857375
48,0.9846299886703491,0.015370011329650879,1.265483021736145,0.027871141210198402,4,0.000857375
49,0.9834049344062805,0.016595065593719482,1.2711472511291504,0.029140587896108627,4,0.000857375
50,0.9854602813720703,0.014539718627929688,1.2878193855285645,0.02727251499891281,4,0.000857375
51,0.9844300150871277,0.015569984912872314,1.3066329956054688,0.028480615466833115,4,0.000857375
52,0.9855667948722839,0.014433205127716064,1.2481509447097778,0.02677038311958313,5,0.0008145062499999999
53,0.9851683974266052,0.014831602573394775,1.2276233434677124,0.02695951983332634,5,0.0008145062499999999
54,0.9859469532966614,0.014053046703338623,1.2631220817565918,0.026543736457824707,5,0.0008145062499999999
55,0.9853582978248596,0.01464170217514038,1.2733021974563599,0.027228306978940964,5,0.0008145062499999999
56,0.9855327010154724,0.014467298984527588,1.2836945056915283,0.027159571647644043,5,0.0008145062499999999
57,0.985212504863739,0.014787495136260986,1.2783089876174927,0.0274227112531662,5,0.0008145062499999999
58,0.98420250415802,0.01579749584197998,1.2734051942825317,0.02837357297539711,5,0.0008145062499999999
59,0.9855473041534424,0.014452695846557617,1.2557634115219116,0.026865802705287933,5,0.0008145062499999999
60,0.9845571517944336,0.015442848205566406,1.248819351196289,0.02777661383152008,5,0.0008145062499999999
61,0.9853087067604065,0.014691293239593506,1.2908402681350708,0.027452783659100533,5,0.0008145062499999999
62,0.9860840439796448,0.013915956020355225,1.2583694458007812,0.026360491290688515,5,0.0008145062499999999
63,0.9867250323295593,0.013274967670440674,1.30177903175354,0.02616000920534134,5,0.0008145062499999999
64,0.9868268370628357,0.013173162937164307,1.2441623210906982,0.02548305317759514,5,0.0008145062499999999
65,0.9852304458618164,0.014769554138183594,1.2566629648208618,0.027188487350940704,6,0.0007737809374999998
66,0.9858577847480774,0.014142215251922607,1.290887713432312,0.02690966986119747,6,0.0007737809374999998
67,0.9866216778755188,0.013378322124481201,1.2829291820526123,0.02607383020222187,6,0.0007737809374999998
68,0.9869436621665955,0.013056337833404541,1.2558091878890991,0.025483865290880203,6,0.0007737809374999998
69,0.9851908087730408,0.014809191226959229,1.2916115522384644,0.027577213943004608,6,0.0007737809374999998
70,0.9862793684005737,0.01372063159942627,1.2274268865585327,0.025857694447040558,6,0.0007737809374999998
71,0.9864274859428406,0.013572514057159424,1.2262163162231445,0.0256989523768425,6,0.0007737809374999998
72,0.9855011105537415,0.014498889446258545,1.2773385047912598,0.027127284556627274,6,0.0007737809374999998
73,0.9864579439163208,0.0135420560836792,1.25868821144104,0.02599351666867733,6,0.0007737809374999998
74,0.9859181642532349,0.014081835746765137,1.278001308441162,0.026721030473709106,6,0.0007737809374999998
75,0.9854829907417297,0.014517009258270264,1.2804064750671387,0.0271759033203125,6,0.0007737809374999998
76,0.9865134358406067,0.01348656415939331,1.2512547969818115,0.025864247232675552,6,0.0007737809374999998
77,0.9861096739768982,0.013890326023101807,1.251071572303772,0.026262138038873672,6,0.0007737809374999998
78,0.9863595366477966,0.01364046335220337,1.2655199766159058,0.0261592585593462,7,0.0007350918906249997
79,0.9864994287490845,0.013500571250915527,1.2576699256896973,0.02594226598739624,7,0.0007350918906249997
80,0.9873945713043213,0.012605428695678711,1.290696382522583,0.02538633719086647,7,0.0007350918906249997
81,0.9866596460342407,0.013340353965759277,1.251608967781067,0.025723040103912354,7,0.0007350918906249997
82,0.9871871471405029,0.01281285285949707,1.2387503385543823,0.02507222816348076,7,0.0007350918906249997
